gobj_id_dec,gobj_id_hex,pointer_bank,anim_sequence,frame_entries,loop_or_reset,terminates_FE,max_components_per_frame,unique_component_count,graphics_banks,component_ids_sample,parse_notes
305,$0131,$86,$8696BE,2,True,False,1,1,88,$9D,
306,$0132,$86,$8696C3,9,True,False,1,1,88,$9D,
307,$0133,$86,$8696DD,5,True,False,1,1,88,$9F,
308,$0134,$86,$8696EB,5,True,False,1,1,88,$9F,
309,$0135,$86,$8696F9,5,True,False,1,1,88,$9F,
310,$0136,$86,$869707,4,True,False,1,1,88,$9F,
311,$0137,$86,$869712,4,True,False,1,1,88,$9F,
312,$0138,$86,$86971D,4,True,False,1,1,88,$9F,
313,$0139,$86,$869728,2,True,False,1,1,88,$9F,
314,$013A,$86,$86972D,9,True,False,1,1,88,$9F,
315,$013B,$86,$869747,5,True,False,1,1,88,$9B,
316,$013C,$86,$869755,5,True,False,1,1,88,$9B,
317,$013D,$86,$869763,5,True,False,1,1,88,$9B,
318,$013E,$86,$869771,4,True,False,1,1,88,$9B,
319,$013F,$86,$86977C,4,True,False,1,1,88,$9B,
320,$0140,$86,$869787,4,True,False,1,1,88,$9B,
321,$0141,$86,$869792,2,True,False,1,1,88,$9B,
322,$0142,$86,$869797,9,True,False,1,1,88,$9B,
323,$0143,$86,$8697B1,5,True,False,1,1,88,$80,
324,$0144,$86,$8697BF,5,True,False,1,1,88,$80,
325,$0145,$86,$8697CD,5,True,False,1,1,88,$80,
326,$0146,$86,$8697DB,5,True,False,1,1,88,$81,
327,$0147,$86,$8697E9,5,True,False,1,1,88,$81,
328,$0148,$86,$8697F7,5,True,False,1,1,88,$81,
329,$0149,$86,$869805,5,True,False,1,1,88,$82,
330,$014A,$86,$869813,5,True,False,1,1,88,$82,
331,$014B,$86,$869821,5,True,False,1,1,88,$82,
332,$014C,$86,$86982F,5,True,False,1,1,88,$83,
333,$014D,$86,$86983D,5,True,False,1,1,88,$83,
334,$014E,$86,$86984B,5,True,False,1,1,88,$83,
335,$014F,$86,$869859,5,True,False,1,1,88,$84,
336,$0150,$86,$869867,5,True,False,1,1,88,$84,
337,$0151,$86,$869875,5,True,False,1,1,88,$84,
338,$0152,$86,$869883,5,True,False,1,1,88,$85,
339,$0153,$86,$869891,5,True,False,1,1,88,$85,
340,$0154,$86,$86989F,5,True,False,1,1,88,$85,
341,$0155,$86,$8698AD,5,True,False,1,1,88,$86,
342,$0156,$86,$8698BB,5,True,False,1,1,88,$86,
343,$0157,$86,$8698C9,5,True,False,1,1,88,$86,
344,$0158,$86,$8698D7,5,True,False,1,1,88,$87,
345,$0159,$86,$8698E5,5,True,False,1,1,88,$87,
346,$015A,$86,$8698F3,5,True,False,1,1,88,$87,
347,$015B,$86,$869901,5,True,False,1,1,88,$88,
348,$015C,$86,$86990F,5,True,False,1,1,88,$88,
349,$015D,$86,$86991D,5,True,False,1,1,88,$88,
350,$015E,$86,$86992B,5,True,False,1,1,88,$89,
351,$015F,$86,$869939,5,True,False,1,1,88,$89,
352,$0160,$86,$869947,5,True,False,1,1,88,$89,
353,$0161,$86,$869955,5,True,False,1,1,88,$8A,
354,$0162,$86,$869963,5,True,False,1,1,88,$8A,
355,$0163,$86,$869971,5,True,False,1,1,88,$8A,
356,$0164,$86,$86997F,5,True,False,1,1,88,$8B,
357,$0165,$86,$86998D,5,True,False,1,1,88,$8B,
358,$0166,$86,$86999B,5,True,False,1,1,88,$8B,
359,$0167,$86,$8699A9,5,True,False,1,1,88,$8C,
360,$0168,$86,$8699B7,5,True,False,1,1,88,$8C,
361,$0169,$86,$8699C5,5,True,False,1,1,88,$8C,
362,$016A,$86,$8699D3,5,True,False,1,1,88,$8D,
363,$016B,$86,$8699E1,5,True,False,1,1,88,$8D,
364,$016C,$86,$8699EF,5,True,False,1,1,88,$8D,
365,$016D,$86,$8699FD,5,True,False,1,1,88,$8E,
366,$016E,$86,$869A0B,5,True,False,1,1,88,$8E,
367,$016F,$86,$869A19,5,True,False,1,1,88,$8E,
368,$0170,$86,$869A27,5,True,False,1,1,88,$8F,
369,$0171,$86,$869A35,5,True,False,1,1,88,$8F,
370,$0172,$86,$869A43,5,True,False,1,1,88,$8F,
371,$0173,$86,$869A51,5,True,False,1,1,88,$91,
372,$0174,$86,$869A5F,5,True,False,1,1,88,$91,
373,$0175,$86,$869A6D,5,True,False,1,1,88,$91,
374,$0176,$86,$869A7B,5,True,False,1,1,88,$92,
375,$0177,$86,$869A89,5,True,False,1,1,88,$92,
376,$0178,$86,$869A97,5,True,False,1,1,88,$92,
377,$0179,$86,$869AA5,5,True,False,1,1,88,$93,
378,$017A,$86,$869AB3,5,True,False,1,1,88,$93,
379,$017B,$86,$869AC1,5,True,False,1,1,88,$93,
380,$017C,$86,$869ACF,5,True,False,1,1,88,$94,
381,$017D,$86,$869ADD,5,True,False,1,1,88,$94,
382,$017E,$86,$869AEB,5,True,False,1,1,88,$94,
383,$017F,$86,$869AF9,5,True,False,1,1,88,$95,
384,$0180,$86,$869B07,5,True,False,1,1,88,$95,
385,$0181,$86,$869B15,5,True,False,1,1,88,$95,
386,$0182,$86,$869B23,5,True,False,1,1,88,$96,
387,$0183,$86,$869B31,5,True,False,1,1,88,$96,
388,$0184,$86,$869B3F,5,True,False,1,1,88,$96,
389,$0185,$86,$869B4D,5,True,False,1,1,88,$97,
390,$0186,$86,$869B5B,5,True,False,1,1,88,$97,
391,$0187,$86,$869B69,5,True,False,1,1,88,$97,
392,$0188,$86,$869B77,5,True,False,1,1,88,$90,
393,$0189,$86,$869B85,5,True,False,1,1,88,$98,
394,$018A,$86,$869B93,5,True,False,1,1,88,$99,
395,$018B,$86,$869BA1,5,True,False,4,8,88,$00 $01 $02 $03 $08 $09 $0A $0B,
396,$018C,$86,$869BAF,2,True,False,4,4,88,$00 $01 $08 $09,
397,$018D,$86,$869BB4,5,True,False,4,12,88,$00 $01 $06 $07 $08 $09 $0E $0F $12 $13 $1A $1B,
398,$018E,$86,$869BC2,5,True,False,4,12,88,$00 $01 $06 $07 $08 $09 $0E $0F $10 $11 $18 $19,
399,$018F,$86,$869BD0,10,True,False,4,9,88,$00 $01 $08 $09 $14 $15 $1C $1D $1E,
400,$0190,$86,$869BED,8,True,False,4,10,88,$00 $01 $08 $09 $17 $1F $20 $21 $28 $29,
401,$0191,$86,$869C04,3,True,False,4,6,88,$01 $09 $22 $23 $2A $2B,
402,$0192,$86,$869C0C,8,True,False,4,12,88,$00 $01 $08 $09 $24 $25 $26 $27 $2C $2D $2E $2F,
403,$0193,$86,$869C23,2,True,False,4,4,88,$01 $04 $09 $0C,
404,$0194,$86,$869C28,2,True,False,4,4,88,$01 $05 $09 $0D,
405,$0195,$86,$869C2D,2,True,False,4,4,88,$06 $07 $0E $0F,
406,$0196,$86,$869C32,5,True,False,4,8,88,$01 $09 $31 $32 $34 $38 $39 $3A,
407,$0197,$86,$869C40,2,True,False,4,4,88,$01 $36 $3E $3F,
408,$0198,$86,$869C45,5,True,False,4,12,88,$01 $06 $07 $09 $0F $12 $13 $1B $33 $34 $38 $3B,
409,$0199,$86,$869C53,5,True,False,4,11,88,$01 $07 $09 $0F $11 $12 $19 $34 $38 $3B $3C,
410,$019A,$86,$869C61,8,True,False,4,9,88,$01 $09 $14 $15 $1D $30 $34 $37 $38,
411,$019B,$86,$869C78,8,True,False,4,10,88,$01 $09 $21 $29 $34 $38 $40 $41 $48 $49,
412,$019C,$86,$869C8F,3,True,False,4,8,88,$43 $44 $45 $46 $4B $4C $4D $4E,
413,$019D,$86,$869C97,2,True,False,4,4,88,$01 $09 $16 $34,
414,$019E,$86,$869C9C,2,True,False,3,3,88,$60 $68 $73,
415,$019F,$86,$869CA1,5,True,False,3,7,88,$60 $61 $62 $68 $69 $6A $73,
416,$01A0,$86,$869CAF,8,True,False,3,7,88,$60 $64 $65 $68 $6C $71 $73,
417,$01A1,$86,$869CC6,8,True,False,3,7,88,$5D $60 $66 $68 $6D $6E $73,
418,$01A2,$86,$869CDD,2,True,False,3,3,88,$60 $67 $73,
419,$01A3,$86,$869CE2,5,True,False,3,7,88,$60 $61 $62 $67 $6F $70 $73,
420,$01A4,$86,$869CF0,3,True,False,3,5,88,$60 $63 $6B $73 $77,
421,$01A5,$86,$869CF8,8,True,False,4,8,88,$60 $64 $65 $68 $6C $71 $73 $7F,
422,$01A6,$86,$869D0F,2,True,False,3,3,88,$72 $73 $7B,
423,$01A7,$86,$869D14,5,True,False,3,7,88,$72 $73 $74 $75 $7B $7C $7D,
424,$01A8,$86,$869D22,8,True,False,3,5,88,$72 $73 $7A $7B $7E,
425,$01A9,$86,$869D39,5,True,False,4,8,88,$01 $03 $09 $0B $47 $4F $50 $58,
426,$01AA,$86,$869D47,5,True,False,4,12,88,$01 $07 $09 $0F $11 $19 $47 $4F $51 $52 $59 $5A,
427,$01AB,$86,$869D55,5,True,False,4,12,88,$01 $07 $09 $0F $13 $1B $47 $4F $51 $53 $59 $5B,
428,$01AC,$86,$869D63,6,True,False,4,9,88,$01 $09 $15 $1D $47 $4F $54 $55 $5C,
429,$01AD,$86,$869D74,6,True,False,4,10,88,$01 $09 $21 $29 $47 $4F $56 $57 $5E $5F,
430,$01AE,$86,$869D85,5,True,False,3,7,88,$80 $81 $82 $83 $88 $89 $8A,
431,$01AF,$86,$869D93,2,True,False,3,3,88,$80 $83 $88,
432,$01B0,$86,$869D98,5,True,False,4,13,88,$84 $85 $86 $87 $8B $8C $8D $8E $8F $90 $91 $98 $99,
433,$01B1,$86,$869DA6,8,True,False,4,12,88,$84 $85 $8C $8D $94 $95 $96 $97 $9C $9D $9E $9F,
434,$01B2,$86,$869DBD,3,True,False,4,8,88,$85 $8C $8D $9A $9E $9F $BA $BB,
435,$01B3,$86,$869DC5,8,True,False,4,10,88,$84 $85 $8C $8D $9B $B3 $B4 $B5 $B6 $B7,
436,$01B4,$86,$869DDC,5,True,False,4,12,88,$A0 $A1 $A2 $A3 $A4 $A5 $A8 $A9 $AA $AB $AC $AD,
437,$01B5,$86,$869DEA,2,True,False,4,4,88,$A0 $A1 $A8 $A9,
438,$01B6,$86,$869DEF,3,True,False,4,6,88,$8C $8D $B8 $B9 $BA $BB,
439,$01B7,$86,$869DF7,5,True,False,4,7,88,$A6 $A7 $AE $AF $B0 $B1 $B2,
440,$01B8,$86,$869E05,2,True,False,4,4,88,$A6 $A7 $AE $AF,
441,$01B9,$86,$869E0A,3,True,False,4,6,88,$A8 $A9 $BC $BD $BE $BF,
442,$01BA,$86,$869E12,2,True,False,2,2,88,$C0 $C1,
443,$01BB,$86,$869E17,5,True,False,2,4,88,$C0 $C1 $C2 $C3,
444,$01BC,$86,$869E25,2,True,False,2,2,88,$C0 $C4,
445,$01BD,$86,$869E2A,6,True,False,2,7,88,$C0 $C1 $C5 $C6 $C7 $C8 $C9,
446,$01BE,$86,$869E3B,8,True,False,2,6,88,$C0 $C1 $CA $CB $CC $CD,
447,$01BF,$86,$869E52,6,True,False,2,6,88,$C0 $C1 $CE $CF $D0 $D1,
448,$01C0,$86,$869E63,3,True,False,2,4,88,$D2 $D3 $D4 $D5,
449,$01C1,$86,$869E6B,2,True,False,2,2,88,$D9 $E0,
450,$01C2,$86,$869E70,5,True,False,2,4,88,$D9 $DA $DB $E0,
451,$01C3,$86,$869E7E,2,True,False,2,2,88,$DC $E2,
452,$01C4,$86,$869E83,5,True,False,2,4,88,$DC $E2 $E3 $E4,
453,$01C5,$86,$869E91,2,True,False,2,2,88,$C0 $D6,
454,$01C6,$86,$869E96,5,True,False,2,4,88,$C0 $D6 $D7 $D8,
455,$01C7,$86,$869EA4,2,True,False,2,2,88,$FC $FD,
456,$01C8,$86,$869EA9,5,True,False,2,4,88,$FC $FD $FE $FF,
457,$01C9,$86,$869EB7,2,True,False,2,2,88,$E5 $E6,
458,$01CA,$86,$869EBC,5,True,False,2,6,88,$E5 $E6 $E7 $E8 $E9 $EA,
459,$01CB,$86,$869ECA,6,True,False,2,4,88,$E5 $E6 $ED $EF,
460,$01CC,$86,$869EDB,6,True,False,4,9,88,$E5 $E6 $EB $EC $EE $F3 $F4 $F5 $F6,
461,$01CD,$86,$869EEC,2,True,False,2,2,88,$E6 $F7,
462,$01CE,$86,$869EF1,5,True,False,2,6,88,$E5 $E6 $F1 $F2 $F8 $F9,
463,$01CF,$86,$869EFF,4,True,False,2,6,88,$E5 $E6 $F8 $F9 $FA $FB,
464,$01D0,$86,$869F0A,8,True,False,2,6,88,$04 $05 $06 $07 $F8 $F9,
465,$01D1,$86,$869F21,10,True,False,2,5,88,$01 $02 $03 $E5 $E6,
466,$01D2,$86,$869F3E,8,True,False,2,5,88,$08 $09 $0A $E5 $E6,
467,$01D3,$86,$869F55,2,True,False,2,2,88,$0B $13,
468,$01D4,$86,$869F5A,5,True,False,2,4,88,$0B $0C $0D $13,
469,$01D5,$86,$869F68,2,True,False,2,2,88,$0B $10,
470,$01D6,$86,$869F6D,5,True,False,2,4,88,$0B $10 $11 $12,
471,$01D7,$86,$869F7B,2,True,False,2,2,88,$0E $16,
472,$01D8,$86,$869F80,5,True,False,2,4,88,$0E $14 $15 $16,
473,$01D9,$86,$869F8E,2,True,False,1,1,88,$40,
474,$01DA,$86,$869F93,5,True,False,2,4,88,$40 $41 $42 $43,
475,$01DB,$86,$869FA1,2,True,False,2,2,88,$45 $4D,
476,$01DC,$86,$869FA6,2,True,False,2,2,88,$46 $4D,
477,$01DD,$86,$869FAB,6,True,False,2,4,88,$40 $44 $4C $54,
478,$01DE,$86,$869FBC,9,True,False,3,12,88,$40 $47 $48 $49 $4A $4B $4E $4F $51 $52 $53 $56,
479,$01DF,$86,$869FD6,4,True,False,3,5,88,$40 $47 $49 $4F $51,
480,$01E0,$86,$869FE1,2,True,False,2,2,88,$50 $58,
481,$01E1,$86,$869FE6,5,True,False,2,5,88,$50 $55 $58 $59 $5A,
482,$01E2,$86,$869FF4,4,True,False,2,5,88,$55 $5B $5C $5D $5E,
483,$01E3,$86,$869FFF,2,True,False,1,1,88,$57,
484,$01E4,$86,$86A004,6,True,False,2,6,88,$50 $55 $58 $64 $65 $66,
485,$01E5,$86,$86A015,8,True,False,3,12,88,$44 $4F $5F $60 $61 $62 $63 $67 $68 $69 $6A $6B,
486,$01E6,$86,$86A02C,2,True,False,1,1,88,$6C,
487,$01E7,$86,$86A031,2,True,False,1,1,88,$6D,
488,$01E8,$86,$86A036,2,True,False,2,2,88,$6E $6F,
489,$01E9,$86,$86A03B,5,True,False,2,6,88,$6E $6F $70 $71 $72 $73,
490,$01EA,$86,$86A049,2,True,False,2,2,88,$74 $75,
491,$01EB,$86,$86A04E,2,True,False,2,2,88,$76 $77,
492,$01EC,$86,$86A053,4,True,False,2,6,88,$78 $79 $7A $7B $7C $7D,
493,$01ED,$86,$86A05E,9,True,False,3,16,88,$18 $19 $1A $1B $1C $1D $1E $1F $20 $4F $78 $79 $7C $7D $7E $7F,
494,$01EE,$86,$86A078,6,True,False,2,5,88,$28 $29 $2A $6E $6F,
495,$01EF,$86,$86A089,2,True,False,2,2,88,$21 $22,
496,$01F0,$86,$86A08E,8,True,False,2,3,88,$21 $22 $23,
497,$01F1,$86,$86A0A5,4,True,False,2,4,88,$24 $25 $26 $27,
498,$01F2,$86,$86A0B0,6,True,False,2,6,88,$0F $26 $27 $30 $31 $6E,
499,$01F3,$86,$86A0C1,6,True,False,2,5,88,$2B $2C $2D $6E $6F,
500,$01F4,$86,$86A0D2,3,True,False,2,2,88,$2E $2F,
501,$01F5,$86,$86A0DA,4,True,False,2,3,88,$17 $2E $2F,
502,$01F6,$86,$86A0E5,7,True,False,2,6,88,$0F $32 $33 $34 $35 $6E,
503,$01F7,$86,$86A0F9,5,True,False,2,5,88,$0F $36 $37 $38 $6E,
504,$01F8,$86,$86A107,8,True,False,2,3,88,$0F $6E $6F,
505,$01F9,$86,$86A11E,2,True,False,2,2,88,$80 $88,
506,$01FA,$86,$86A123,5,True,False,2,8,88,$80 $81 $82 $83 $88 $89 $8A $8B,
507,$01FB,$86,$86A131,5,True,False,2,8,88,$84 $85 $86 $87 $8C $8D $8E $8F,
508,$01FC,$86,$86A13F,2,True,False,2,2,88,$90 $98,
509,$01FD,$86,$86A144,5,True,False,2,8,88,$90 $91 $92 $93 $98 $99 $9A $9B,
510,$01FE,$86,$86A152,5,True,False,2,8,88,$94 $95 $96 $97 $9C $9D $9E $9F,
511,$01FF,$86,$86A160,6,True,False,2,2,88,$A0 $A8,
512,$0200,$86,$86A171,2,True,False,3,3,88,$A1 $A9 $AA,
513,$0201,$86,$86A176,5,True,False,3,8,88,$A1 $A3 $A5 $A6 $A9 $AA $AB $AC,
514,$0202,$86,$86A184,4,True,False,4,11,88,$B0 $B2 $B3 $B4 $B5 $B8 $B9 $BA $BB $BC $BD,
515,$0203,$86,$86A18F,5,True,False,5,9,88,$A1 $A2 $A4 $A7 $A9 $AA $AD $AE $AF,
516,$0204,$86,$86A19D,2,True,False,3,3,88,$B1 $B6 $B7,
517,$0205,$86,$86A1A2,8,True,False,3,6,88,$B1 $B6 $B7 $BE $BF $C0,
518,$0206,$86,$86A1B9,4,True,False,4,5,88,$80 $88 $8C $D2 $D3,
519,$0207,$86,$86A1C4,4,True,False,4,5,88,$90 $98 $9A $D2 $D3,
520,$0208,$86,$86A1CF,4,True,False,3,6,88,$D0 $D1 $D8 $D9 $DA $DB,
521,$0209,$86,$86A1DA,2,True,False,2,2,88,$D4 $DC,
522,$020A,$86,$86A1DF,5,True,False,2,4,88,$D4 $D5 $DC $DD,
523,$020B,$86,$86A1ED,4,True,False,2,6,88,$D4 $DC $E0 $E1 $E8 $E9,
524,$020C,$86,$86A1F8,2,True,False,2,2,88,$D6 $DE,
525,$020D,$86,$86A1FD,5,True,False,2,4,88,$D6 $D7 $DE $DF,
526,$020E,$86,$86A20B,4,True,False,2,6,88,$E2 $E3 $EA $EB $FE $FF,
527,$020F,$86,$86A216,2,True,False,3,3,88,$C2 $CA $CB,
528,$0210,$86,$86A21B,5,True,False,3,8,88,$C2 $C3 $C4 $C5 $CA $CB $CC $CD,
529,$0211,$86,$86A229,4,True,False,4,10,88,$C1 $C2 $C6 $C7 $C8 $C9 $CA $CB $CE $CF,
530,$0212,$86,$86A234,3,True,False,1,2,88,$E4 $E5,
531,$0213,$86,$86A23C,3,True,False,1,2,88,$E6 $E7,
532,$0214,$86,$86A244,3,True,False,1,2,88,$EC $ED,
533,$0215,$86,$86A24C,3,True,False,1,2,88,$EE $EF,
534,$0216,$86,$86A254,3,True,False,1,2,88,$F0 $F1,
535,$0217,$86,$86A25C,3,True,False,1,2,88,$F2 $F3,
536,$0218,$86,$86A264,3,True,False,1,2,88,$F4 $F5,
537,$0219,$86,$86A26C,3,True,False,1,2,88,$F6 $F7,
538,$021A,$86,$86A274,3,True,False,1,2,88,$F8 $F9,
539,$021B,$86,$86A27C,3,True,False,1,2,88,$FA $FB,
540,$021C,$86,$86A284,2,True,False,1,1,88,$FC,
541,$021D,$86,$86A289,2,True,False,1,1,88,$FD,
542,$021E,$86,$86A28E,2,True,False,2,2,88,$00 $08,
543,$021F,$86,$86A293,5,True,False,2,4,88,$00 $01 $08 $09,
544,$0220,$86,$86A2A1,2,True,False,2,2,88,$02 $0A,
545,$0221,$86,$86A2A6,5,True,False,2,4,88,$02 $03 $0A $0B,
546,$0222,$86,$86A2B4,2,True,False,2,2,88,$04 $0C,
547,$0223,$86,$86A2B9,5,True,False,2,4,88,$04 $05 $0C $0D,
548,$0224,$86,$86A2C7,2,True,False,2,2,88,$06 $0E,
549,$0225,$86,$86A2CC,3,True,False,2,2,88,$13 $1B,
550,$0226,$86,$86A2D4,2,True,False,2,2,88,$14 $1C,
551,$0227,$86,$86A2D9,5,True,False,2,6,88,$14 $15 $16 $1C $1D $1E,
552,$0228,$86,$86A2E7,2,True,False,2,2,88,$17 $1F,
553,$0229,$86,$86A2EC,5,True,False,2,6,88,$17 $1F $20 $21 $28 $29,
554,$022A,$86,$86A2FA,2,True,False,3,3,88,$22 $26 $2A,
555,$022B,$86,$86A2FF,5,True,False,3,6,88,$1A $22 $23 $26 $2A $2B,
556,$022C,$86,$86A30D,3,True,False,4,7,88,$24 $25 $27 $2C $2D $2E $2F,
557,$022D,$86,$86A315,3,True,False,3,3,88,$22 $26 $31,
558,$022E,$86,$86A31D,2,True,False,2,2,88,$DC $DD,
559,$022F,$86,$86A322,2,True,False,2,2,88,$C8 $DE,
560,$0230,$86,$86A327,3,True,False,2,3,88,$10 $11 $18,
561,$0231,$86,$86A32F,2,True,False,2,2,88,$10 $19,
562,$0232,$86,$86A334,2,True,False,2,2,88,$04 $12,
563,$0233,$86,$86A339,2,True,False,2,2,88,$CB $CF,
564,$0234,$86,$86A33E,2,True,False,1,1,88,$07,
565,$0235,$86,$86A343,2,True,False,1,1,88,$32,
566,$0236,$86,$86A348,2,True,False,1,1,88,$39,
567,$0237,$86,$86A34D,2,True,False,1,1,88,$3A,
568,$0238,$86,$86A352,3,True,False,1,2,88,$07 $0F,
569,$0239,$86,$86A35A,2,True,False,1,1,88,$0F,
570,$023A,$86,$86A35F,3,True,False,2,3,88,$30 $38 $3B,
571,$023B,$86,$86A367,2,True,False,2,2,88,$30 $3B,
572,$023C,$86,$86A36C,2,True,False,2,2,88,$34 $3C,
573,$023D,$86,$86A371,5,True,False,2,4,88,$34 $35 $3C $3D,
574,$023E,$86,$86A37F,2,True,False,2,2,88,$36 $3E,
575,$023F,$86,$86A384,5,True,False,2,4,88,$36 $37 $3E $3F,
576,$0240,$86,$86A392,2,True,False,2,2,88,$40 $48,
577,$0241,$86,$86A397,5,True,False,2,4,88,$40 $41 $48 $49,
578,$0242,$86,$86A3A5,2,True,False,2,2,88,$42 $4A,
579,$0243,$86,$86A3AA,3,True,False,2,2,88,$44 $4C,
580,$0244,$86,$86A3B2,2,True,False,2,2,88,$47 $4F,
581,$0245,$86,$86A3B7,5,True,False,2,4,88,$47 $4F $50 $58,
582,$0246,$86,$86A3C5,2,True,False,2,2,88,$51 $59,
583,$0247,$86,$86A3CA,5,True,False,2,4,88,$51 $52 $59 $5A,
584,$0248,$86,$86A3D8,2,True,False,3,3,88,$53 $54 $5C,
585,$0249,$86,$86A3DD,5,True,False,3,6,88,$53 $54 $55 $5B $5C $5D,
586,$024A,$86,$86A3EB,3,True,False,3,3,88,$53 $57 $5F,
587,$024B,$86,$86A3F3,2,True,False,4,3,88,$63 $64 $6B,
588,$024C,$86,$86A3F8,5,True,False,4,7,88,$63 $64 $65 $66 $6B $6D $6E,
589,$024D,$86,$86A406,2,True,False,4,3,88,$64 $71 $79,
590,$024E,$86,$86A40B,5,True,False,4,6,88,$64 $71 $72 $79 $7A $7F,
591,$024F,$86,$86A419,2,True,False,3,3,88,$67 $6C $6F,
592,$0250,$86,$86A41E,5,True,False,3,5,88,$67 $6C $6F $70 $78,
593,$0251,$86,$86A42C,3,True,False,3,5,88,$75 $76 $77 $7D $7E,
594,$0252,$86,$86A434,3,True,False,3,3,88,$6C $74 $7C,
595,$0253,$86,$86A43C,3,True,False,2,4,88,$4E $56 $5E $62,
596,$0254,$86,$86A444,2,True,False,2,2,88,$5E $62,
597,$0255,$86,$86A449,2,True,False,1,1,88,$60,
598,$0256,$86,$86A44E,2,True,False,1,1,88,$61,
599,$0257,$86,$86A453,2,True,False,2,2,88,$69 $6A,
600,$0258,$86,$86A458,3,True,False,2,4,88,$43 $4B $73 $7B,
601,$0259,$86,$86A460,2,True,False,2,2,88,$73 $7B,
602,$025A,$86,$86A465,2,True,False,2,2,88,$80 $88,
603,$025B,$86,$86A46A,5,True,False,2,5,88,$80 $81 $88 $89 $E2,
604,$025C,$86,$86A478,2,True,False,2,2,88,$83 $8B,
605,$025D,$86,$86A47D,5,True,False,2,4,88,$83 $84 $8B $8C,
606,$025E,$86,$86A48B,2,True,False,2,2,88,$87 $8F,
607,$025F,$86,$86A490,5,True,False,2,5,88,$87 $8E $8F $90 $98,
608,$0260,$86,$86A49E,3,True,False,2,4,88,$80 $82 $88 $8A,
609,$0261,$86,$86A4A6,3,True,False,2,3,88,$85 $86 $8D,
610,$0262,$87,$87845C,5,True,False,3,5,88,$D2 $D3 $D4 $DB $DC,
611,$0263,$87,$87846A,3,True,False,3,6,88,$D5 $D6 $D7 $DD $DE $DF,
612,$0264,$87,$878472,5,True,False,4,7,88,$87 $8E $8F $90 $98 $E0 $E1,
613,$0265,$87,$878480,2,True,False,4,4,88,$91 $92 $99 $9A,
614,$0266,$87,$878485,2,True,False,4,4,88,$93 $94 $99 $9A,
615,$0267,$87,$87848A,2,True,False,4,4,88,$99 $9A $9B $9C,
616,$0268,$87,$87848F,3,True,False,4,6,88,$91 $92 $95 $96 $99 $9A,
617,$0269,$87,$878497,2,True,False,2,2,88,$97 $9F,
618,$026A,$87,$87849C,5,True,False,2,4,88,$97 $9D $9E $9F,
619,$026B,$87,$8784AA,2,True,False,2,2,88,$A0 $A8,
620,$026C,$87,$8784AF,5,True,False,2,4,88,$A0 $A1 $A8 $A9,
621,$026D,$87,$8784BD,2,True,False,2,2,88,$A2 $AA,
622,$026E,$87,$8784C2,5,True,False,2,4,88,$A2 $A3 $AA $AB,
623,$026F,$87,$8784D0,2,True,False,2,2,88,$A4 $AC,
624,$0270,$87,$8784D5,2,True,False,2,2,88,$A5 $AD,
625,$0271,$87,$8784DA,5,True,False,2,5,88,$A5 $A6 $AD $AE $AF,
626,$0272,$87,$8784E8,2,True,False,2,2,88,$B2 $BA,
627,$0273,$87,$8784ED,5,True,False,2,3,88,$A7 $B2 $BA,
628,$0274,$87,$8784FB,2,True,False,2,2,88,$B0 $B8,
629,$0275,$87,$878500,5,True,False,2,4,88,$B0 $B1 $B8 $B9,
630,$0276,$87,$87850E,2,True,False,2,2,88,$B3 $BB,
631,$0277,$87,$878513,5,True,False,2,3,88,$B3 $BB $BC,
632,$0278,$87,$878521,2,True,False,3,2,88,$B7 $BF,
633,$0279,$87,$878526,5,True,False,3,3,88,$B4 $B7 $BF,
634,$027A,$87,$878534,2,True,False,2,2,88,$B5 $BD,
635,$027B,$87,$878539,5,True,False,2,4,88,$B5 $B6 $BD $BE,
636,$027C,$87,$878547,2,True,False,2,2,88,$C1 $C9,
637,$027D,$87,$87854C,5,True,False,2,5,88,$C1 $C2 $C8 $C9 $CA,
638,$027E,$87,$87855A,2,True,False,2,2,88,$C6 $CE,
639,$027F,$87,$87855F,5,True,False,2,5,88,$C6 $C7 $CD $CE $CF,
640,$0280,$87,$87856D,2,True,False,2,2,88,$C3 $CB,
641,$0281,$87,$878572,5,True,False,2,5,88,$C3 $C4 $C5 $CB $CC,
642,$0282,$87,$878580,2,True,False,3,3,88,$D1 $D9 $DA,
643,$0283,$87,$878585,3,True,False,3,4,88,$C0 $D0 $D8 $FF,
644,$0284,$87,$87858D,5,True,False,3,6,88,$C3 $C4 $C5 $CB $CC $FE,
645,$0285,$87,$87859B,3,True,False,4,6,88,$F2 $F3 $FA $FB $FC $FD,
646,$0286,$87,$8785A3,2,True,False,4,4,88,$F4 $F5 $FA $FB,
647,$0287,$87,$8785A8,2,True,False,4,4,88,$F4 $F5 $FA $FB,
648,$0288,$87,$8785AD,2,True,False,2,2,88,$E3 $EB,
649,$0289,$87,$8785B2,5,True,False,2,4,88,$E3 $E9 $EA $EB,
650,$028A,$87,$8785C0,2,True,False,2,2,88,$E4 $EC,
651,$028B,$87,$8785C5,5,True,False,2,4,88,$E4 $E5 $EC $ED,
652,$028C,$87,$8785D3,2,True,False,2,2,88,$E7 $EF,
653,$028D,$87,$8785D8,5,True,False,2,5,88,$E7 $EE $EF $F0 $F8,
654,$028E,$87,$8785E6,2,True,False,2,2,88,$F1 $F9,
