index_hex,snes_addr,old_label,new_label,category,word_count,byte_count,text_preview
0DE,B78610,DATA16_B78610,Text_0DE_Shop_WowCoincidenceWereWaitingMe,Shop,105,210,Wow:what a coincidence. Hey:were you waiting for me here? Titter...I'm waiting for youat the bar.
0DF,B786E2,DATA16_B786E2,Text_0DF_Sign_CameShopSorryButToo,Sign,76,152,Hi.I just came to shop. Sorry:but I'm in too much ofa hurry to see you.
0E0,B7877A,DATA16_B7877A,Text_0E0_Weather_CameRainGlad,Weather,41,82,You came here in this rain? I'm so glad.
0E1,B787CC,DATA16_B787CC,Text_0E1_Dialog_GrandPaStrict,Dialog,25,50,Grand-pa is so strict...
0E2,B787FE,DATA16_B787FE,Text_0E2_Dialog_PrettyDaringShallWashBack,Dialog,106,212,You are pretty daring: aren't you? Shall I wash your back? Yes N..N..No<CHOICE_OR_WAIT>c
0E3,B788D2,DATA16_B788D2,Text_0E3_Dialog_Kidding,Dialog,23,46,Hey: I'm just kidding.
0E4,B78900,DATA16_B78900,Text_0E4_Dialog_HeeHee,Dialog,24,48,Hee-hee: I won't do it.
0E5,B78930,DATA16_B78930,Text_0E5_Dialog_LookFineToday,Dialog,25,50,Hi. You look fine today.
0E6,B78962,DATA16_B78962,Text_0E6_Dialog_MyHomeMadeFruitJuice,Dialog,94,188,It's my home made fruit juice. Do you want it? Yes No thank you<CHOICE_OR_WAIT>c
0E7,B78A1E,DATA16_B78A1E,Text_0E7_Dialog_TeeHeeKissIfDrink,Dialog,47,94,Tee-hee...I'll kiss you if you can drink it.
0E8,B78A7C,DATA16_B78A7C,Text_0E8_Shop_BarAhaWantSeeMe,Shop,64,128,Why are you here at this bar? ...Aha: you want to see me.
0E9,B78AFC,DATA16_B78AFC,Text_0E9_Dialog_GetCoolNight,Dialog,35,70,It doesn't get cool at night.
0EA,B78B42,DATA16_B78B42,Text_0EA_Dialog_ThanksLotToday,Dialog,24,48,Thanks a lot for today.
0EB,B78B72,DATA16_B78B72,Text_0EB_Dialog_LikeAlone,Dialog,26,52,I don't like to be alone.
0EC,B78BA6,DATA16_B78BA6,Text_0EC_Sign_SometimesGoMountainsGatherSome,Sign,65,130,I sometimes go to the mountains to gather some berries.
0ED,B78C28,DATA16_B78C28,Text_0ED_Animal_WasntColdOutsideColdBetter,Animal,97,194,Wasn't it cold outside? When it's cold: you better drink and warm you body from the inside.
0EE,B78CEA,DATA16_B78CEA,Text_0EE_Dialog_SawRanchOtherDayNoticeme,Dialog,85,170,I saw you at the ranch the other day. You didn't noticeme because you were working.
0EF,B78D94,DATA16_B78D94,Text_0EF_Dialog_StandAloneinHugePlaceFeel,Dialog,120,240,I couldn't stand to be alonein that huge place. Don't you feel lonely there? Sometimes Not at all<CHOICE_OR_WAIT>c
0F0,B78E84,DATA16_B78E84,Text_0F0_Weather_MuchBetterHaveSomeoneAround,Weather,178,356,"It's much better to have someone around me and say ""yeah:"" when I say "" the weather is fine."" Feel secure: don't you ? I think it's better than being alone. Right?"
0F1,B78FE8,DATA16_B78FE8,Text_0F1_Dialog_SureLiveAloneButitsLike,Dialog,81,162,Sure: you can live alone butit's just like breathing: you know? It's lonely...
0F2,B7908A,DATA16_B7908A,Text_0F2_Dialog_OneWhoSupposedWorkRanch,Dialog,87,174,Hello. You are the one who is supposed to work at this ranch today. What's your name?
0F3,B79138,DATA16_B79138,Text_0F3_Shipping_MrEjChargeShippingCome,Shipping,215,430,Mr.<CTRL_FFFD>ej:I'm in charge of shipping here. I come here every evening to pick up stuff you put in the shipping box. Nice to meet you. Oh yeah: ask anything you want to people in town. It will help you.
0F4,B792E6,DATA16_B792E6,Text_0F4_Dialog_ManagingTheranchAloneSeparatelyParents,Dialog,196,392,"Hello. Where are you from?...You are managing theranch alone: separately from your parents? Great, There's nothing here in the ranch: is there?...for practice? You have wonderfulparents."
0F5,B7946E,DATA16_B7946E,Text_0F5_Town_MayorTownPleasureMeetSome,Town,197,394,Hi: How do you do? I'm the mayor of this town. It's a pleasure to meet you. There are some tools left inthe shed that your grandfather used to use. And a book on how to use them:too.
0F6,B795F8,DATA16_B795F8,Text_0F6_Animal_GrandfatherHelpedMeThoseDays,Animal,162,324,Your grandfather helped me in those days. If you have any problems: don't hesitate to talk to me. Well:you should get some rest when you get back home.
0F7,B7973C,DATA16_B7973C,Text_0F7_Church_HardButGiveUpYeah,Church,121,242,How do you do? Hard:isn't it? But don't give up..................Oh:yeah I have a daughter....she maybe at the church.
0F8,B7982E,DATA16_B7982E,Text_0F8_Romance_CuteGirlLonghair,Romance,34,68,She is a cute girl with longhair.
0F9,B79872,DATA16_B79872,Text_0F9_Romance_HaventSeenBeforeComeRanch,Romance,85,170,I haven't seen you before. Did you come to that ranch? I'm Maria. Nice meeting you.
0FA,B7991C,DATA16_B7991C,Text_0FA_Dialog_MayHardFirstButGive,Dialog,43,86,It may be hard at first but don't give up.
0FB,B79972,DATA16_B79972,Text_0FB_Town_HeardSomethingHeardFaintSound,Town,156,312,"I've heard something, I've heard a faint sound of laughter behind the trees in the ranch. And some people talking:too, ...What was that?"
0FC,B79AAA,DATA16_B79AAA,Text_0FC_Dialog_HeHello,Dialog,11,22,He..Hello.
0FD,B79AC0,DATA16_B79AC0,Text_0FD_Sign_PriestChurchAskQuestionsPeople,Sign,161,322,How do you do? I'm the priest of this church. Ask questions to people at the shop. They know many things. And for the rest: check the signboards.
0FE,B79C02,DATA16_B79C02,Text_0FE_Dialog_YoullHavePlentyChallengesBut,Dialog,96,192,You'll have a plenty of challenges but things will be better for sure. Please stick to it.
0FF,B79CC2,DATA16_B79CC2,Text_0FF_Town_YearOverTodayWasYear,Town,174,348,This year is over today. What was your year like? Well:this town will be in a festive mood tomorrow because lots of people are going to the top to see the sun rise.
100,B79E1E,DATA16_B79E1E,Text_100_Sign_ShippingBoxLivestockAfterTalking,Sign,96,192,"""Shipping box for livestock""After talking at the shop: put livestock in here. Livestock Dealer"
101,B79EDE,DATA16_B79EDE,Text_101_Manual_ToolsShedPenPickUp,Manual,110,220,Tools are in the shed and the pen. Pick them up with A button to get equipped. To use them: push Y button.
102,B79FBA,DATA16_B79FBA,Text_102_Dialog_UnfortunatelyTheresNothingSaleBut,Dialog,111,222,Unfortunately: there's nothing for sale here but there will be soon. So please drop by in a while.
103,B7A098,DATA16_B7A098,Text_103_Romance_HehOwnerRanchAnnNice,Romance,74,148,Heh: you are the owner of the ranch. I'm Ann. Nice to meet you.
104,B7A12C,DATA16_B7A12C,Text_104_Diary_StaminaDecreasesUseToolsEat,Diary,85,170,Stamina decreases when you use tools. Eat food or sleep in the bed to recover.
105,B7A1D6,DATA16_B7A1D6,Text_105_Manual_WentRanchIfGoingRaise,Manual,205,410,You went to the ranch: didn't you? If you are going to raise crops there: I'll give this to you. It's a watering can. It's for getting water from the pond. I'll bring itto your shed.
106,B7A370,DATA16_B7A370,Text_106_Manual_VegetableSeedsSoonComeAgain,Manual,53,106,Vegetable seeds will be in soon so come again soon.
107,B7A3DA,DATA16_B7A3DA,Text_107_Romance_NinaTheseCropsMustSowed,Romance,145,290,How do you do? I'm Nina. These crops must be sowed during a certain season. They won't germinate unless you sow them in the proper season.
108,B7A4FC,DATA16_B7A4FC,Text_108_Dialog_HavePlowGroundMakeField,Dialog,63,126,And you have to plow the ground well to make it a field.
109,B7A57A,DATA16_B7A57A,Text_109_Romance_WelcomeYoudBetterEatEveryday,Romance,64,128,Welcome. You'd better eat everyday: you know. Stamina is key.
10A,B7A5FA,DATA16_B7A5FA,Text_10A_Dialog_MustHardKnowButtryBest,Dialog,43,86,It must be hard: I know: buttry your best.
10B,B7A650,DATA16_B7A650,Text_10B_Dialog_PuffHicHaveSeenBefore,Dialog,36,72,Puff...hic..Have I seen you before?
10C,B7A698,DATA16_B7A698,Text_10C_Animal_SonHaveHaveMeadowBuy,Animal,240,480,"Hey:son, You have to have a meadow to buy livestock. Not only for cows but also for chickens. I have some grass left so use it to raise them. I'll bring it to your shed. Talk to me over the counter when you want to buy l"
10D,B7A878,DATA16_B7A878,Text_10D_Animal_FirstMustHavePlentyGrass,Animal,116,232,First:you must have a plenty of grass when you raise livestock. Beginners should start off with chickens.
10E,B7A960,DATA16_B7A960,Text_10E_Manual_HowdyPutThoseCowsPen,Manual,143,286,"Howdy, I put those cows in the pen and gave those bellsfor free. Well:first thing to do is toname them with affection.Take good care of them,"
10F,B7AA7E,DATA16_B7AA7E,Text_10F_Shipping_WanderingPeddlerHaveAnythingSell,Shipping,155,310,Hello. I'm a wandering peddler.I don't have anything to sell right now though. If you want to sell something: bring it to me so I can buy it.
110,B7ABB4,DATA16_B7ABB4,Text_110_Romance_GirlsTownAllCuteGood,Romance,79,158,Girls in this town are all cute and good-natured so it may be fun to be here.
111,B7AC52,DATA16_B7AC52,Text_111_Animal_HohohoMisterKnowBeginFirst,Animal,225,450,Hohoho...Mister: you don't know what to begin with:do you? First:you must learn how to use those tools with the book in the shed. The rest: ask the florist about the crops and the livestock dealer about livestock.
112,B7AE14,DATA16_B7AE14,Text_112_Animal_OverextendYourselfTiredGoBed,Animal,167,334,Don't overextend yourself. When you are tired: just go to bed earlier. The healthy body is your precious asset. Try your best to become an independent rancher.
113,B7AF62,DATA16_B7AF62,Text_113_Weather_MrsFortuneTellersWordsAlways,Weather,90,180,Mrs.Fortune-teller's words always prove right. Just like the weather fore cast on TV.
114,B7B016,DATA16_B7B016,Text_114_Romance_EllenNiceMeeting,Romance,41,82,Oh:hi:I'm Ellen. Nice meeting you.
115,B7B068,DATA16_B7B068,Text_115_Dialog_HeirRanchWonderIfManage,Dialog,112,224,What? Are you the heir of the ranch? I wonder if you can manage it. Young men these days have little guts.
116,B7B148,DATA16_B7B148,Text_116_Sign_BarClosedTodayUsuallyOpen,Sign,78,156,Hello. The bar is closed today. It's usually open except Sunday though.
117,B7B1E4,DATA16_B7B1E4,Text_117_Dialog_GoingBackRanchYetC,Dialog,73,146,Are you going back to the ranch? Yes Not yet<CHOICE_OR_WAIT>c
118,B7B276,DATA16_B7B276,Text_118_Weather_ThenGiveLiftTraineeShipping,Weather,128,256,"Then:I'll give you a lift. I'm a trainee of shipping too. Let's do our best to achieveeach other's goal. With grit,"
119,B7B376,DATA16_B7B376,Text_119_Animal_LetMeKnowGoHome,Animal,34,68,OK.Let me know when you go home.
11A,B7B3BA,DATA16_B7B3BA,Text_11A_Dialog_SuggestListenVillagersLittleMore,Dialog,57,114,I suggest you listen to the villagers a little more.
11B,B7B42C,DATA16_B7B42C,Text_11B_Romance_YouveComeHauntedRanchTee,Romance,110,220,You've come to that haunted ranch? Tee:hee...good luck. I'm Eve:nice to meet you. Here you are: it's from me.
11C,B7B508,DATA16_B7B508,Text_11C_Dialog_BestThingRecoverFatigueRelax,Dialog,54,108,The best thing to recover from fatigue is to relax.
11D,B7B574,DATA16_B7B574,Text_11D_Dialog_WelcomeMakeYourselfHome,Dialog,34,68,Welcome.Make yourself at home.
11E,B7B5B8,DATA16_B7B5B8,Text_11E_Shop_EveDrawingCardBarPretty,Shop,99,198,That's Eve:the drawing card of this bar. Isn't she pretty? That's because she is my niece.
11F,B7B67E,DATA16_B7B67E,Text_11F_Dialog_StillFine,Dialog,21,42,No...I'm still fine.
120,B7B6A8,DATA16_B7B6A8,Text_120_Romance_GoodEveningFanEvesKnow,Romance,44,88,Good evening. I'm a fan of Eve's:you know.
121,B7B700,DATA16_B7B700,Text_121_Romance_EveWorksNightSupposeKinda,Romance,124,248,Eve works at night so I suppose she kinda misses people her age. Mr.<CTRL_FFFD>ek:right? Will you comehere as much as you can?
122,B7B7F8,DATA16_B7B7F8,Text_122_Sign_EveLostParentsHergrandfatherWho,Sign,159,318,Eve lost her parents and hergrandfather who is a hunter brought her up. Her grandfather locks himself in the mountain and hardly comes down to the town.
123,B7B936,DATA16_B7B936,Text_123_Romance_MayMissHimTooBut,Romance,74,148,She may miss him too...but she's always cheerful. Such a nice girl.
124,B7B9CA,DATA16_B7B9CA,Text_124_Dialog_KoroWait,Dialog,12,24,"Koro, Wait,"
125,B7B9E2,DATA16_B7B9E2,Text_125_Animal_PuffPuffRunSuddenlyMr,Animal,248,496,Puff-puff...Don't run suddenly.Oh:you.You are the Mr. Rancher everybody's talking about. Well:excuse me:..will you please keep this dog for me? My house is a grocery store so my mom doesn't allow me to keep this dog...so
126,B7BBD2,DATA16_B7BBD2,Text_126_Dialog_ThankVeryMuchHaveNew,Dialog,95,190,"Thank you very much, You have a new house:<CTRL_FFFD>el You've got to be a good boy. Take care."
127,B7BC90,DATA16_B7BC90,Text_127_Dialog_NewcomerRancherSomethingYoungBoy,Dialog,100,200,Hey:you are a newcomer here. Really:a rancher? That's something. For a young boy like you.
128,B7BD58,DATA16_B7BD58,Text_128_Animal_CarpentersComeUsWantEnlarge,Animal,76,152,We are carpenters. Please come to us when you want to enlarge your house.
129,B7BDF0,DATA16_B7BDF0,Text_129_Sign_ExtensionHouseCallUsHave,Sign,132,264,For the extension of your house:please call us when you have enough wood for it. See: there's a sign by the house.Check it out.
12A,B7BEF8,DATA16_B7BEF8,Text_12A_Dialog_NowExtensionCampaignIfEnlargeyour,Dialog,132,264,Now it's an extension campaign. If you can enlargeyour house by the end of summer: you will get a special gift for free.
12B,B7C000,DATA16_B7C000,Text_12B_Mountain_AnglerLivePerfectFreedomBetter,Mountain,166,332,I'm an angler. I live in perfect freedom. You' better forget your work and spend some quiet time: once in a while: enjoying things like fishing.
12C,B7C14C,DATA16_B7C14C,Text_12C_Mountain_PrepareFishingRodNextTime,Mountain,47,94,I'll prepare a fishing rod for you next time.
12D,B7C1AA,DATA16_B7C1AA,Text_12D_Dialog_WhatsUpHowsWorkGoing,Dialog,40,80,Hi:what's up?. How's your work going?
12E,B7C1FA,DATA16_B7C1FA,Text_12E_Sign_GatherMaterialsChoppingLogsMountain,Sign,66,132,You can gather materials by chopping logs in the mountain.
12F,B7C27E,DATA16_B7C27E,Text_12F_Dialog_AlsoUseMaterialsFenceAlways,Dialog,76,152,You can also use materials for the fence so you should always gather them.
130,B7C316,DATA16_B7C316,Text_130_Dialog_WantEnlargeHouseC,Dialog,68,136,Do you want to enlarge your house? Yes No<CHOICE_OR_WAIT>c
131,B7C39E,DATA16_B7C39E,Text_131_Dialog_RanchTomorrow,Dialog,38,76,OK.I'll be at the ranch tomorrow.
132,B7C3EA,DATA16_B7C3EA,Text_132_Animal_LetMeKnowWheneverWant,Animal,43,86,Let me know whenever you want to do it.
133,B7C440,DATA16_B7C440,Text_133_Dialog_LikeLivingSuperDeluxeGreat,Dialog,80,160,"How do you like living in the ""Super Deluxe Great Log House""? Isn't it great?"
134,B7C4E0,DATA16_B7C4E0,Text_134_Dialog_CostsGEnlargeHouseTake,Dialog,120,240,It costs <$00B7><CTRL_B2><CTRL_B2><CTRL_B2>G to enlarge your house. Take it? Yes No Money <CTRL_FFFC>hi<CTRL_B2>G<CHOICE_OR_WAIT>c
135,B7C5D0,DATA16_B7C5D0,Text_135_Dialog_AlrightStartOffTomorrow,Dialog,38,76,Alright.We'll start off tomorrow.
136,B7C61C,DATA16_B7C61C,Text_136_Dialog_CallMeAgainAnyTime,Dialog,34,68,Oh...OK.Call me again any time.
137,B7C660,DATA16_B7C660,Text_137_Sign_MyGodTheresEnoughMaterials,Sign,279,558,"Oh my God, There's not enough materials. Hey:listento me very carefully, We don't want to do half-finished work, We can't start without enough materials. You'll see what you need on that sign there so getting them is the"
138,B7C88E,DATA16_B7C88E,Text_138_Manual_ChopStumpsAxeMakeMaterials,Manual,98,196,Chop stumps with an axe to make them materials.It takes you about <$00B8> hits to chop them down.
139,B7C952,DATA16_B7C952,Text_139_Dialog_HeeHeeLookForward,Dialog,29,58,Hee-hee:look forward to it.
13A,B7C98C,DATA16_B7C98C,Text_13A_Dialog_BuildTerrificOneLookForward,Dialog,48,96,"I'll build a terrific one, Look forward to it."
13B,B7C9EC,DATA16_B7C9EC,Text_13B_Dialog_CostsGEnlargeHouseTake,Dialog,120,240,It costs <CTRL_B3><CTRL_B2><CTRL_B2><CTRL_B2><CTRL_B2>G to enlarge your house. Take it? Yes No Money <CTRL_FFFC>hj<CTRL_B2>G<CHOICE_OR_WAIT>c
13C,B7CADC,DATA16_B7CADC,Text_13C_Dialog_Have,Dialog,38,76,Oh no:just do what you have to do.OK?
13D,B7CB28,DATA16_B7CB28,Text_13D_Romance_LookExcellentHouseCalledSuper,Romance,68,136,"Look:isn't it an excellent house? It's called ""Super Log House."""
13E,B7CBB0,DATA16_B7CBB0,Text_13E_Romance_WhatsHappenedEveTonight,Romance,37,74,What's happened to Eve tonight?
13F,B7CBFA,DATA16_B7CBFA,Text_13F_Shipping_NinasMotherCollapsedFromfeverSell,Shipping,86,172,Nina's mother collapsed fromfever. I can't sell tools while Dad is out nursing her.
140,B7CCA6,DATA16_B7CCA6,Text_140_Romance_FinishedLookSuperDeluxeGreat,Romance,110,220,"It's finished, Look at this the ""Super Deluxe Great Log House"",, Even if I do fall in love with it.See you."
141,B7CD82,DATA16_B7CD82,Text_141_Dialog_SayHeardRareSeedGrows,Dialog,125,250,Say:I've heard of a rare seed.It grows to be a tall bean tree that reaches all the way to the sky. I want to see it.
142,B7CE7C,DATA16_B7CE7C,Text_142_Sign_WasScaredEarthquakeMorningCome,Sign,115,230,"Hi,I was scared by the earthquake this morning. Come up to the mountain after checking out the ranch."
143,B7CF62,DATA16_B7CF62,Text_143_Romance_LikeNina,Romance,25,50,.....Do you like...Nina?
144,B7CF94,DATA16_B7CF94,Text_144_Dialog_TodayLastDayYearSeems,Dialog,112,224,Today is the last day of this year. It seems long enough but at the same time:it flies by quickly too.
145,B7D074,DATA16_B7D074,Text_145_Dialog_ScheduledDateHasAlreadyPassed,Dialog,85,170,Scheduled date has already passed now. I have to let them in the shed right away.
146,B7D11E,DATA16_B7D11E,Text_146_Animal_LongWinterFinallyOverAnimals,Animal,89,178,Hey:the long winter is finally over. Animals looks so happy when springs comes too.
147,B7D1D0,DATA16_B7D1D0,Text_147_Dialog_YeahFeltDizzy,Dialog,37,74,...yeah:I'm OK.I just felt dizzy...
148,B7D21A,DATA16_B7D21A,Text_148_Animal_WanderingHawkerTodayHaveVery,Animal,227,454,I'm a wandering hawker. Today:I have very rare berries. Take one bite:and you'll be full of vitality.This is a special offer: I can exchange some for a chicken over there. Exchange Not exchange<CHOICE_OR_WAIT>c
149,B7D3E0,DATA16_B7D3E0,Text_149_Animal_WanderingHawkerTodayHaveVery,Animal,237,474,I'm a wandering hawker. Today:I have a very rare bean seed. You'll see the wonder when you plant it in the soil. I can exchange it with one of your cows. It's a bargain. Exchange Not exchange<CHOICE_OR_WAIT>c
14A,B7D5BA,DATA16_B7D5BA,Text_14A_Animal_ThenCowNowMineHawker,Animal,65,130,Well then:this cow is now mine. The hawker is glad. See you.
14B,B7D63C,DATA16_B7D63C,Text_14B_Sign_CowMineNowPutSeed,Sign,151,302,OK:this cow is mine now. I've put the seed in you shed. Plant it on the top of the mountain. Something good will definitely happen. See you.
14C,B7D76A,DATA16_B7D76A,Text_14C_Dialog_HardheartedCustomerWanderingHawkerHawker,Dialog,102,204,You are a hardhearted customer.I'm a wandering hawker. This hawker is very sad. Good-bye.
14D,B7D836,DATA16_B7D836,Text_14D_Shop_PeddlerWindSeedTreeGrows,Shop,249,498,I'm a peddler of the wind. This is the seed of a tree that grows money. Plant it in the ground: you'll be surprised.Mister: you're buying something good. It's only <CTRL_B4><CTRL_B2><CTRL_B2><CTRL_B2><CTRL_B2>G. Buy it N
14E,B7DA28,DATA16_B7DA28,Text_14E_Dialog_NowPlantedMisterLookForward,Dialog,63,126,Now:I've planted it. Mister:look forward to today.
14F,B7DAA6,DATA16_B7DAA6,Text_14F_Dialog_SureGuaranteeRegretRestLife,Dialog,83,166,Are you sure? I guarantee that you will regret this for the rest of your life.
150,B7DB4C,DATA16_B7DB4C,Text_150_Weather_ToughWeatherGloomy,Weather,47,94,Hey: it's tough when the weather is gloomy.
151,B7DBAA,DATA16_B7DBAA,Text_151_Dialog_BusyBusy,Dialog,16,32,I'm busy: busy.
152,B7DBCA,DATA16_B7DBCA,Text_152_Dialog_WayBackConnectedWorldBelow,Dialog,63,126,It's the way back. It's connected to the world here below.
153,B7DC48,DATA16_B7DC48,Text_153_Dialog_GoodLordWhatsHappeningPlace,Dialog,65,130,Good Lord: what's happening here? Hey: Is your place alright?
154,B7DCCA,DATA16_B7DCCA,Text_154_Weather_SayHurricaneComingTomorrow,Weather,50,100,They say a hurricane is coming here tomorrow.
155,B7DD2E,DATA16_B7DD2E,Text_155_Dialog_WindBlowingHarderMakesMe,Dialog,54,108,The wind is blowing harder and that makes me scared.
156,B7DD9A,DATA16_B7DD9A,Text_156_Weather_SkyLooksThreateningProbablyHave,Weather,83,166,Oh well: the sky looks threatening. We'll probably have a hurricane tomorrow.
157,B7DE40,DATA16_B7DE40,Text_157_Weather_KnowButGetExcitedSomething,Weather,85,170,I don't know why but I get excited when something like a hurricane comes.Don't you?
158,B7DEEA,DATA16_B7DEEA,Text_158_Weather_WindBlowingHarderNowLike,Weather,68,136,The wind is blowing harder now. I don't like hurricanes.
159,B7DF72,DATA16_B7DF72,Text_159_Weather_RainButHurricaneBecauseBlows,Weather,70,140,Rain is OK but not hurricane. Because it blows flowers away.
15A,B7DFFE,DATA16_B7DFFE,Text_15A_Weather_YoudBetterPrayGodDamage,Weather,81,162,You'd better pray to God that there is no damage fromthe hurricane. Trust me.
15B,B7E0A0,DATA16_B7E0A0,Text_15B_Weather_SonHurricaneGettingNearHave,Weather,122,244,Hey:son:the hurricane is getting near. Have you put your livestock in the pen? Sure I Forgot<CHOICE_OR_WAIT>c
15C,B7E194,DATA16_B7E194,Text_15C_Romance_KnowEvenIfYoung,Romance,43,86,You know what to do even if you are young.
15D,B7E1EA,DATA16_B7E1EA,Text_15D_Dialog_IdiotDoingGoHomePut,Dialog,86,172,Are you an idiot? What are you doing here? Go home and put them in the penright now.
15E,B7E296,DATA16_B7E296,Text_15E_Weather_HangingAroundKnowHurricaneComing,Weather,77,154,What are you hanging around here for? Don't you know a hurricane is coming?
15F,B7E330,DATA16_B7E330,Text_15F_Animal_HavePutLivestockPenLets,Animal,83,166,Have you put the livestock in the pen? Let's lock the doors later and go to bed.
160,B7E3D6,DATA16_B7E3D6,Text_160_Dialog_ImpossibleGoOutToday,Dialog,35,70,It's impossible to go out today.
161,B7E41C,DATA16_B7E41C,Text_161_Weather_ThankGodWasOnlySlight,Weather,67,134,Thank God that there was only slight damage from the hurricane.
162,B7E4A2,DATA16_B7E4A2,Text_162_Weather_ThinkPreciousWeatherCockWas,Weather,57,114,I think the precious weather-cock was blown away.
163,B7E514,DATA16_B7E514,Text_163_Romance_GladEverybodyFine,Romance,28,56,I'm glad everybody is fine.
164,B7E54C,DATA16_B7E54C,Text_164_Dialog_RanchAlright,Dialog,23,46,Is your ranch alright?
165,B7E57A,DATA16_B7E57A,Text_165_Dialog_WasAwfulOursAlright,Dialog,40,80,That was awful. Yes: ours is alright.
166,B7E5CA,DATA16_B7E5CA,Text_166_Dialog_LetsLookAroundRanchTrouble,Dialog,75,150,Let's look around the ranch.There will be trouble if thefences are broken.
167,B7E660,DATA16_B7E660,Text_167_Dialog_EarthquakeLastNightRegisteredRichter,Dialog,90,180,The earthquake last night registered <$00B6> on the richter scale. The damage is not serious.
168,B7E714,DATA16_B7E714,Text_168_Dialog_YoudBetterInspect,Dialog,39,78,You'd better inspect here and there.
169,B7E762,DATA16_B7E762,Text_169_Dialog_EarthquakeNotice,Dialog,48,96,What? An earthquake? I didn't notice it.
16A,B7E7C2,DATA16_B7E7C2,Text_16A_Sign_WonderMyGrandpaDoingLot,Sign,127,254,I wonder how my grandpa is doing. There are a lot of areas to collapse spots in the mountain so I'm worried about him.
16B,B7E8C0,DATA16_B7E8C0,Text_16B_Dialog_WasSurprisedRanchAlright,Dialog,43,86,I was surprised.Is your ranch alright?
16C,B7E916,DATA16_B7E916,Text_16C_Weather_CowsSimpleKeepOutGround,Weather,101,202,Cows are simple. So don't keep them out on the ground when it rains: snows: and a hurricane comes.
16D,B7E9E0,DATA16_B7E9E0,Text_16D_Romance_SeemsChangesEverywhereCausedEarthquake,Romance,118,236,It seems there are changes everywhere caused by the earthquake. We were just talking of going to look around.
16E,B7EACC,DATA16_B7EACC,Text_16E_Dialog_BigRockOutCollapsedEarthquake,Dialog,75,150,The big rock out there collapsed by the earthquake.Did you know that?
16F,B7EB62,DATA16_B7EB62,Text_16F_Dialog_WasPrettySurprised,Dialog,39,78,Oh yes:I was pretty surprised.
170,B7EBB0,DATA16_B7EBB0,Text_170_Dialog_ListenGoThroughRock,Dialog,46,92,Hey:listen: we can go through the rock.
171,B7EC0C,DATA16_B7EC0C,Text_171_Dialog_MightAbleGoEndRanch,Dialog,94,188,It might be able to go to the end of the ranch faster through here. But time still goes on.
172,B7ECC8,DATA16_B7ECC8,Text_172_Animal_HaveSeenMoleScaresCows,Animal,106,212,Have you seen a mole?It scares the cows sometimes. You'd better kick it out of the fence right away.
173,B7ED9C,DATA16_B7ED9C,Text_173_Dialog_Happy,Dialog,14,28,I'm happy....
174,B7EDB8,DATA16_B7EDB8,Text_174_Dialog_HaventThoughtAboutitYet,Dialog,38,76,Well:I haven't thought aboutit yet...
175,B7EE04,DATA16_B7EE04,Text_175_Dialog_SureMe,Dialog,21,42,...Are you sure? Me?
176,B7EE2E,DATA16_B7EE2E,Text_176_Dialog_YoureKidding,Dialog,18,36,You're kidding...
177,B7EE52,DATA16_B7EE52,Text_177_Dialog_YesYou,Dialog,10,20,"Yes, You,"
178,B7EE66,DATA16_B7EE66,Text_178_Dialog_AfraidTooEarly,Dialog,29,58,I'm afraid it's too early...
179,B7EEA0,DATA16_B7EEA0,Text_179_Dialog_WhatYes,Dialog,17,34,What? ......Yes.
17A,B7EEC2,DATA16_B7EEC2,Text_17A_Dialog_AllTooSuddenKnow,Dialog,53,106,It's all too sudden so I don't know what to do...
17B,B7EF2C,DATA16_B7EF2C,Text_17B_Dialog_TitterAlrightSay,Dialog,28,56,Titter...alright. I say OK.
17C,B7EF64,DATA16_B7EF64,Text_17C_Dialog_StillTooEarly,Dialog,28,56,Well: It's still too early.
17D,B7EF9C,DATA16_B7EF9C,Text_17D_Dialog_GoodMorningDaDarlingHappy,Dialog,64,128,Good morning....da-darling. Be happy together from now on.
17E,B7F01C,DATA16_B7F01C,Text_17E_Dialog_JmClCnGo,Dialog,20,40,<CTRL_FFFD>jm:<CTRL_FFFC>cl<CTRL_FFFD>cn of <CTRL_FFFD>go.
17F,B7F044,DATA16_B7F044,Text_17F_Dialog_TooLate,Dialog,19,38,Don't be too late.
180,B7F06A,DATA16_B7F06A,Text_180_Dialog_ThankTroubleDarling,Dialog,37,74,Thank you for your trouble: darling.
181,B7F0B4,DATA16_B7F0B4,Text_181_Diary_WorkHardTodayToo,Diary,28,56,Please work hard today:too.
182,B7F0EC,DATA16_B7F0EC,Text_182_Dialog_GotMyBestTodayalso,Dialog,34,68,I've got to do my best todayalso.
183,B7F130,DATA16_B7F130,Text_183_Diary_WorkHardGiveHouseGood,Diary,48,96,I'll work hard to give the house a good shine.
184,B7F190,DATA16_B7F190,Text_184_Dialog_StrangeSameSkyButWind,Dialog,72,144,It's strange. It's the same sky but the wind and the airfeel different.
185,B7F220,DATA16_B7F220,Text_185_Dialog_TryMyBestMakeSomething,Dialog,61,122,I'll try my best to make something that will help you.
186,B7F29A,DATA16_B7F29A,Text_186_Dialog_TakeCareThoseToolsToo,Dialog,93,186,I'll take care of those tools too. .....Don't worry. I won't break any.
