index_hex,bank,snes_addr,label,category,max_words,old_bytes,edited_words,edited_bytes,delta_words,delta_bytes,status,repoint_label,suggested_pointer_line,note
0ED,B7,B78C28,Text_0ED_Animal_WasntColdOutsideColdBetter,Animal,97,194,,,,,UNCHANGED,,,
0EE,B7,B78CEA,Text_0EE_Dialog_SawRanchOtherDayNoticeme,Dialog,85,170,,,,,UNCHANGED,,,
0EF,B7,B78D94,Text_0EF_Dialog_StandAloneinHugePlaceFeel,Dialog,120,240,,,,,UNCHANGED,,,
0F0,B7,B78E84,Text_0F0_Weather_MuchBetterHaveSomeoneAround,Weather,178,356,,,,,UNCHANGED,,,
0F1,B7,B78FE8,Text_0F1_Dialog_SureLiveAloneButitsLike,Dialog,81,162,,,,,UNCHANGED,,,
0F2,B7,B7908A,Text_0F2_Dialog_OneWhoSupposedWorkRanch,Dialog,87,174,,,,,UNCHANGED,,,
0F3,B7,B79138,Text_0F3_Shipping_MrEjChargeShippingCome,Shipping,215,430,,,,,UNCHANGED,,,
0F4,B7,B792E6,Text_0F4_Dialog_ManagingTheranchAloneSeparatelyParents,Dialog,196,392,,,,,UNCHANGED,,,
0F5,B7,B7946E,Text_0F5_Town_MayorTownPleasureMeetSome,Town,197,394,,,,,UNCHANGED,,,
0F6,B7,B795F8,Text_0F6_Animal_GrandfatherHelpedMeThoseDays,Animal,162,324,,,,,UNCHANGED,,,
0F7,B7,B7973C,Text_0F7_Church_HardButGiveUpYeah,Church,121,242,,,,,UNCHANGED,,,
0F8,B7,B7982E,Text_0F8_Romance_CuteGirlLonghair,Romance,34,68,,,,,UNCHANGED,,,
0F9,B7,B79872,Text_0F9_Romance_HaventSeenBeforeComeRanch,Romance,85,170,,,,,UNCHANGED,,,
0FA,B7,B7991C,Text_0FA_Dialog_MayHardFirstButGive,Dialog,43,86,,,,,UNCHANGED,,,
0FB,B7,B79972,Text_0FB_Town_HeardSomethingHeardFaintSound,Town,156,312,,,,,UNCHANGED,,,
0FC,B7,B79AAA,Text_0FC_Dialog_HeHello,Dialog,11,22,,,,,UNCHANGED,,,
0FD,B7,B79AC0,Text_0FD_Sign_PriestChurchAskQuestionsPeople,Sign,161,322,,,,,UNCHANGED,,,
0FE,B7,B79C02,Text_0FE_Dialog_YoullHavePlentyChallengesBut,Dialog,96,192,,,,,UNCHANGED,,,
0FF,B7,B79CC2,Text_0FF_Town_YearOverTodayWasYear,Town,174,348,,,,,UNCHANGED,,,
100,B7,B79E1E,Text_100_Sign_ShippingBoxLivestockAfterTalking,Sign,96,192,,,,,UNCHANGED,,,
101,B7,B79EDE,Text_101_Manual_ToolsShedPenPickUp,Manual,110,220,,,,,UNCHANGED,,,
102,B7,B79FBA,Text_102_Dialog_UnfortunatelyTheresNothingSaleBut,Dialog,111,222,,,,,UNCHANGED,,,
103,B7,B7A098,Text_103_Romance_HehOwnerRanchAnnNice,Romance,74,148,,,,,UNCHANGED,,,
104,B7,B7A12C,Text_104_Diary_StaminaDecreasesUseToolsEat,Diary,85,170,,,,,UNCHANGED,,,
105,B7,B7A1D6,Text_105_Manual_WentRanchIfGoingRaise,Manual,205,410,,,,,UNCHANGED,,,
106,B7,B7A370,Text_106_Manual_VegetableSeedsSoonComeAgain,Manual,53,106,,,,,UNCHANGED,,,
107,B7,B7A3DA,Text_107_Romance_NinaTheseCropsMustSowed,Romance,145,290,,,,,UNCHANGED,,,
108,B7,B7A4FC,Text_108_Dialog_HavePlowGroundMakeField,Dialog,63,126,,,,,UNCHANGED,,,
109,B7,B7A57A,Text_109_Romance_WelcomeYoudBetterEatEveryday,Romance,64,128,,,,,UNCHANGED,,,
10A,B7,B7A5FA,Text_10A_Dialog_MustHardKnowButtryBest,Dialog,43,86,,,,,UNCHANGED,,,
10B,B7,B7A650,Text_10B_Dialog_PuffHicHaveSeenBefore,Dialog,36,72,,,,,UNCHANGED,,,
10C,B7,B7A698,Text_10C_Animal_SonHaveHaveMeadowBuy,Animal,240,480,,,,,UNCHANGED,,,
10D,B7,B7A878,Text_10D_Animal_FirstMustHavePlentyGrass,Animal,116,232,,,,,UNCHANGED,,,
10E,B7,B7A960,Text_10E_Manual_HowdyPutThoseCowsPen,Manual,143,286,,,,,UNCHANGED,,,
10F,B7,B7AA7E,Text_10F_Shipping_WanderingPeddlerHaveAnythingSell,Shipping,155,310,,,,,UNCHANGED,,,
110,B7,B7ABB4,Text_110_Romance_GirlsTownAllCuteGood,Romance,79,158,,,,,UNCHANGED,,,
111,B7,B7AC52,Text_111_Animal_HohohoMisterKnowBeginFirst,Animal,225,450,,,,,UNCHANGED,,,
112,B7,B7AE14,Text_112_Animal_OverextendYourselfTiredGoBed,Animal,167,334,,,,,UNCHANGED,,,
113,B7,B7AF62,Text_113_Weather_MrsFortuneTellersWordsAlways,Weather,90,180,,,,,UNCHANGED,,,
114,B7,B7B016,Text_114_Romance_EllenNiceMeeting,Romance,41,82,,,,,UNCHANGED,,,
115,B7,B7B068,Text_115_Dialog_HeirRanchWonderIfManage,Dialog,112,224,,,,,UNCHANGED,,,
116,B7,B7B148,Text_116_Sign_BarClosedTodayUsuallyOpen,Sign,78,156,,,,,UNCHANGED,,,
117,B7,B7B1E4,Text_117_Dialog_GoingBackRanchYetC,Dialog,73,146,,,,,UNCHANGED,,,
118,B7,B7B276,Text_118_Weather_ThenGiveLiftTraineeShipping,Weather,128,256,,,,,UNCHANGED,,,
119,B7,B7B376,Text_119_Animal_LetMeKnowGoHome,Animal,34,68,,,,,UNCHANGED,,,
11A,B7,B7B3BA,Text_11A_Dialog_SuggestListenVillagersLittleMore,Dialog,57,114,,,,,UNCHANGED,,,
11B,B7,B7B42C,Text_11B_Romance_YouveComeHauntedRanchTee,Romance,110,220,,,,,UNCHANGED,,,
11C,B7,B7B508,Text_11C_Dialog_BestThingRecoverFatigueRelax,Dialog,54,108,,,,,UNCHANGED,,,
11D,B7,B7B574,Text_11D_Dialog_WelcomeMakeYourselfHome,Dialog,34,68,,,,,UNCHANGED,,,
11E,B7,B7B5B8,Text_11E_Shop_EveDrawingCardBarPretty,Shop,99,198,,,,,UNCHANGED,,,
11F,B7,B7B67E,Text_11F_Dialog_StillFine,Dialog,21,42,,,,,UNCHANGED,,,
120,B7,B7B6A8,Text_120_Romance_GoodEveningFanEvesKnow,Romance,44,88,,,,,UNCHANGED,,,
121,B7,B7B700,Text_121_Romance_EveWorksNightSupposeKinda,Romance,124,248,,,,,UNCHANGED,,,
122,B7,B7B7F8,Text_122_Sign_EveLostParentsHergrandfatherWho,Sign,159,318,,,,,UNCHANGED,,,
123,B7,B7B936,Text_123_Romance_MayMissHimTooBut,Romance,74,148,,,,,UNCHANGED,,,
124,B7,B7B9CA,Text_124_Dialog_KoroWait,Dialog,12,24,,,,,UNCHANGED,,,
125,B7,B7B9E2,Text_125_Animal_PuffPuffRunSuddenlyMr,Animal,248,496,,,,,UNCHANGED,,,
126,B7,B7BBD2,Text_126_Dialog_ThankVeryMuchHaveNew,Dialog,95,190,,,,,UNCHANGED,,,
127,B7,B7BC90,Text_127_Dialog_NewcomerRancherSomethingYoungBoy,Dialog,100,200,,,,,UNCHANGED,,,
128,B7,B7BD58,Text_128_Animal_CarpentersComeUsWantEnlarge,Animal,76,152,,,,,UNCHANGED,,,
129,B7,B7BDF0,Text_129_Sign_ExtensionHouseCallUsHave,Sign,132,264,,,,,UNCHANGED,,,
12A,B7,B7BEF8,Text_12A_Dialog_NowExtensionCampaignIfEnlargeyour,Dialog,132,264,,,,,UNCHANGED,,,
12B,B7,B7C000,Text_12B_Mountain_AnglerLivePerfectFreedomBetter,Mountain,166,332,,,,,UNCHANGED,,,
12C,B7,B7C14C,Text_12C_Mountain_PrepareFishingRodNextTime,Mountain,47,94,,,,,UNCHANGED,,,
12D,B7,B7C1AA,Text_12D_Dialog_WhatsUpHowsWorkGoing,Dialog,40,80,,,,,UNCHANGED,,,
12E,B7,B7C1FA,Text_12E_Sign_GatherMaterialsChoppingLogsMountain,Sign,66,132,,,,,UNCHANGED,,,
12F,B7,B7C27E,Text_12F_Dialog_AlsoUseMaterialsFenceAlways,Dialog,76,152,,,,,UNCHANGED,,,
130,B7,B7C316,Text_130_Dialog_WantEnlargeHouseC,Dialog,68,136,,,,,UNCHANGED,,,
131,B7,B7C39E,Text_131_Dialog_RanchTomorrow,Dialog,38,76,,,,,UNCHANGED,,,
132,B7,B7C3EA,Text_132_Animal_LetMeKnowWheneverWant,Animal,43,86,,,,,UNCHANGED,,,
133,B7,B7C440,Text_133_Dialog_LikeLivingSuperDeluxeGreat,Dialog,80,160,,,,,UNCHANGED,,,
134,B7,B7C4E0,Text_134_Dialog_CostsGEnlargeHouseTake,Dialog,120,240,,,,,UNCHANGED,,,
135,B7,B7C5D0,Text_135_Dialog_AlrightStartOffTomorrow,Dialog,38,76,,,,,UNCHANGED,,,
136,B7,B7C61C,Text_136_Dialog_CallMeAgainAnyTime,Dialog,34,68,,,,,UNCHANGED,,,
137,B7,B7C660,Text_137_Sign_MyGodTheresEnoughMaterials,Sign,279,558,,,,,UNCHANGED,,,
138,B7,B7C88E,Text_138_Manual_ChopStumpsAxeMakeMaterials,Manual,98,196,,,,,UNCHANGED,,,
139,B7,B7C952,Text_139_Dialog_HeeHeeLookForward,Dialog,29,58,,,,,UNCHANGED,,,
13A,B7,B7C98C,Text_13A_Dialog_BuildTerrificOneLookForward,Dialog,48,96,,,,,UNCHANGED,,,
13B,B7,B7C9EC,Text_13B_Dialog_CostsGEnlargeHouseTake,Dialog,120,240,,,,,UNCHANGED,,,
13C,B7,B7CADC,Text_13C_Dialog_Have,Dialog,38,76,,,,,UNCHANGED,,,
13D,B7,B7CB28,Text_13D_Romance_LookExcellentHouseCalledSuper,Romance,68,136,,,,,UNCHANGED,,,
13E,B7,B7CBB0,Text_13E_Romance_WhatsHappenedEveTonight,Romance,37,74,,,,,UNCHANGED,,,
13F,B7,B7CBFA,Text_13F_Shipping_NinasMotherCollapsedFromfeverSell,Shipping,86,172,,,,,UNCHANGED,,,
140,B7,B7CCA6,Text_140_Romance_FinishedLookSuperDeluxeGreat,Romance,110,220,,,,,UNCHANGED,,,
141,B7,B7CD82,Text_141_Dialog_SayHeardRareSeedGrows,Dialog,125,250,,,,,UNCHANGED,,,
142,B7,B7CE7C,Text_142_Sign_WasScaredEarthquakeMorningCome,Sign,115,230,,,,,UNCHANGED,,,
143,B7,B7CF62,Text_143_Romance_LikeNina,Romance,25,50,,,,,UNCHANGED,,,
144,B7,B7CF94,Text_144_Dialog_TodayLastDayYearSeems,Dialog,112,224,,,,,UNCHANGED,,,
145,B7,B7D074,Text_145_Dialog_ScheduledDateHasAlreadyPassed,Dialog,85,170,,,,,UNCHANGED,,,
146,B7,B7D11E,Text_146_Animal_LongWinterFinallyOverAnimals,Animal,89,178,,,,,UNCHANGED,,,
147,B7,B7D1D0,Text_147_Dialog_YeahFeltDizzy,Dialog,37,74,,,,,UNCHANGED,,,
148,B7,B7D21A,Text_148_Animal_WanderingHawkerTodayHaveVery,Animal,227,454,,,,,UNCHANGED,,,
149,B7,B7D3E0,Text_149_Animal_WanderingHawkerTodayHaveVery,Animal,237,474,,,,,UNCHANGED,,,
14A,B7,B7D5BA,Text_14A_Animal_ThenCowNowMineHawker,Animal,65,130,,,,,UNCHANGED,,,
14B,B7,B7D63C,Text_14B_Sign_CowMineNowPutSeed,Sign,151,302,,,,,UNCHANGED,,,
14C,B7,B7D76A,Text_14C_Dialog_HardheartedCustomerWanderingHawkerHawker,Dialog,102,204,,,,,UNCHANGED,,,
14D,B7,B7D836,Text_14D_Shop_PeddlerWindSeedTreeGrows,Shop,249,498,,,,,UNCHANGED,,,
14E,B7,B7DA28,Text_14E_Dialog_NowPlantedMisterLookForward,Dialog,63,126,,,,,UNCHANGED,,,
14F,B7,B7DAA6,Text_14F_Dialog_SureGuaranteeRegretRestLife,Dialog,83,166,,,,,UNCHANGED,,,
150,B7,B7DB4C,Text_150_Weather_ToughWeatherGloomy,Weather,47,94,,,,,UNCHANGED,,,
151,B7,B7DBAA,Text_151_Dialog_BusyBusy,Dialog,16,32,,,,,UNCHANGED,,,
152,B7,B7DBCA,Text_152_Dialog_WayBackConnectedWorldBelow,Dialog,63,126,,,,,UNCHANGED,,,
153,B7,B7DC48,Text_153_Dialog_GoodLordWhatsHappeningPlace,Dialog,65,130,,,,,UNCHANGED,,,
154,B7,B7DCCA,Text_154_Weather_SayHurricaneComingTomorrow,Weather,50,100,,,,,UNCHANGED,,,
155,B7,B7DD2E,Text_155_Dialog_WindBlowingHarderMakesMe,Dialog,54,108,,,,,UNCHANGED,,,
156,B7,B7DD9A,Text_156_Weather_SkyLooksThreateningProbablyHave,Weather,83,166,,,,,UNCHANGED,,,
157,B7,B7DE40,Text_157_Weather_KnowButGetExcitedSomething,Weather,85,170,,,,,UNCHANGED,,,
158,B7,B7DEEA,Text_158_Weather_WindBlowingHarderNowLike,Weather,68,136,,,,,UNCHANGED,,,
159,B7,B7DF72,Text_159_Weather_RainButHurricaneBecauseBlows,Weather,70,140,,,,,UNCHANGED,,,
15A,B7,B7DFFE,Text_15A_Weather_YoudBetterPrayGodDamage,Weather,81,162,,,,,UNCHANGED,,,
15B,B7,B7E0A0,Text_15B_Weather_SonHurricaneGettingNearHave,Weather,122,244,,,,,UNCHANGED,,,
15C,B7,B7E194,Text_15C_Romance_KnowEvenIfYoung,Romance,43,86,,,,,UNCHANGED,,,
15D,B7,B7E1EA,Text_15D_Dialog_IdiotDoingGoHomePut,Dialog,86,172,,,,,UNCHANGED,,,
15E,B7,B7E296,Text_15E_Weather_HangingAroundKnowHurricaneComing,Weather,77,154,,,,,UNCHANGED,,,
15F,B7,B7E330,Text_15F_Animal_HavePutLivestockPenLets,Animal,83,166,,,,,UNCHANGED,,,
160,B7,B7E3D6,Text_160_Dialog_ImpossibleGoOutToday,Dialog,35,70,,,,,UNCHANGED,,,
161,B7,B7E41C,Text_161_Weather_ThankGodWasOnlySlight,Weather,67,134,,,,,UNCHANGED,,,
162,B7,B7E4A2,Text_162_Weather_ThinkPreciousWeatherCockWas,Weather,57,114,,,,,UNCHANGED,,,
163,B7,B7E514,Text_163_Romance_GladEverybodyFine,Romance,28,56,,,,,UNCHANGED,,,
164,B7,B7E54C,Text_164_Dialog_RanchAlright,Dialog,23,46,,,,,UNCHANGED,,,
165,B7,B7E57A,Text_165_Dialog_WasAwfulOursAlright,Dialog,40,80,,,,,UNCHANGED,,,
166,B7,B7E5CA,Text_166_Dialog_LetsLookAroundRanchTrouble,Dialog,75,150,,,,,UNCHANGED,,,
167,B7,B7E660,Text_167_Dialog_EarthquakeLastNightRegisteredRichter,Dialog,90,180,,,,,UNCHANGED,,,
168,B7,B7E714,Text_168_Dialog_YoudBetterInspect,Dialog,39,78,,,,,UNCHANGED,,,
169,B7,B7E762,Text_169_Dialog_EarthquakeNotice,Dialog,48,96,,,,,UNCHANGED,,,
16A,B7,B7E7C2,Text_16A_Sign_WonderMyGrandpaDoingLot,Sign,127,254,,,,,UNCHANGED,,,
16B,B7,B7E8C0,Text_16B_Dialog_WasSurprisedRanchAlright,Dialog,43,86,,,,,UNCHANGED,,,
16C,B7,B7E916,Text_16C_Weather_CowsSimpleKeepOutGround,Weather,101,202,,,,,UNCHANGED,,,
16D,B7,B7E9E0,Text_16D_Romance_SeemsChangesEverywhereCausedEarthquake,Romance,118,236,,,,,UNCHANGED,,,
16E,B7,B7EACC,Text_16E_Dialog_BigRockOutCollapsedEarthquake,Dialog,75,150,,,,,UNCHANGED,,,
16F,B7,B7EB62,Text_16F_Dialog_WasPrettySurprised,Dialog,39,78,,,,,UNCHANGED,,,
170,B7,B7EBB0,Text_170_Dialog_ListenGoThroughRock,Dialog,46,92,,,,,UNCHANGED,,,
171,B7,B7EC0C,Text_171_Dialog_MightAbleGoEndRanch,Dialog,94,188,,,,,UNCHANGED,,,
172,B7,B7ECC8,Text_172_Animal_HaveSeenMoleScaresCows,Animal,106,212,,,,,UNCHANGED,,,
173,B7,B7ED9C,Text_173_Dialog_Happy,Dialog,14,28,,,,,UNCHANGED,,,
174,B7,B7EDB8,Text_174_Dialog_HaventThoughtAboutitYet,Dialog,38,76,,,,,UNCHANGED,,,
175,B7,B7EE04,Text_175_Dialog_SureMe,Dialog,21,42,,,,,UNCHANGED,,,
176,B7,B7EE2E,Text_176_Dialog_YoureKidding,Dialog,18,36,,,,,UNCHANGED,,,
177,B7,B7EE52,Text_177_Dialog_YesYou,Dialog,10,20,,,,,UNCHANGED,,,
178,B7,B7EE66,Text_178_Dialog_AfraidTooEarly,Dialog,29,58,,,,,UNCHANGED,,,
179,B7,B7EEA0,Text_179_Dialog_WhatYes,Dialog,17,34,,,,,UNCHANGED,,,
17A,B7,B7EEC2,Text_17A_Dialog_AllTooSuddenKnow,Dialog,53,106,,,,,UNCHANGED,,,
17B,B7,B7EF2C,Text_17B_Dialog_TitterAlrightSay,Dialog,28,56,,,,,UNCHANGED,,,
17C,B7,B7EF64,Text_17C_Dialog_StillTooEarly,Dialog,28,56,,,,,UNCHANGED,,,
17D,B7,B7EF9C,Text_17D_Dialog_GoodMorningDaDarlingHappy,Dialog,64,128,,,,,UNCHANGED,,,
17E,B7,B7F01C,Text_17E_Dialog_JmClCnGo,Dialog,20,40,,,,,UNCHANGED,,,
17F,B7,B7F044,Text_17F_Dialog_TooLate,Dialog,19,38,,,,,UNCHANGED,,,
180,B7,B7F06A,Text_180_Dialog_ThankTroubleDarling,Dialog,37,74,,,,,UNCHANGED,,,
181,B7,B7F0B4,Text_181_Diary_WorkHardTodayToo,Diary,28,56,,,,,UNCHANGED,,,
182,B7,B7F0EC,Text_182_Dialog_GotMyBestTodayalso,Dialog,34,68,,,,,UNCHANGED,,,
183,B7,B7F130,Text_183_Diary_WorkHardGiveHouseGood,Diary,48,96,,,,,UNCHANGED,,,
184,B7,B7F190,Text_184_Dialog_StrangeSameSkyButWind,Dialog,72,144,,,,,UNCHANGED,,,
185,B7,B7F220,Text_185_Dialog_TryMyBestMakeSomething,Dialog,61,122,,,,,UNCHANGED,,,
186,B7,B7F29A,Text_186_Dialog_TakeCareThoseToolsToo,Dialog,93,186,,,,,UNCHANGED,,,
187,B7,B7F354,Text_187_Animal_AutoMilkingYogurtMakerSpecial,Animal,97,194,,,,,UNCHANGED,,,
188,B7,B7F416,Text_188_Dialog_TimeGoesQuicklyFeelLike,Dialog,70,140,,,,,UNCHANGED,,,
189,B7,B7F4A2,Text_189_Weather_WeatherBeautifulLetsGoPicnic,Weather,75,150,,,,,UNCHANGED,,,
18A,B7,B7F538,Text_18A_Dialog_LaLaLaLaLa,Dialog,71,142,,,,,UNCHANGED,,,
18B,B7,B7F5C6,Text_18B_Sign_MysteriousFlowerMountainSomedayDreaming,Sign,95,190,,,,,UNCHANGED,,,
18C,B7,B7F684,Text_18C_Dialog_GoodMorningSweetheartWasSparrow,Dialog,122,244,,,,,UNCHANGED,,,
18D,B7,B7F778,Text_18D_Romance_WantCookDeliciousMealsEvery,Romance,53,106,,,,,UNCHANGED,,,
18E,B7,B7F7E2,Text_18E_Dialog_EpMayDescendedOfaThoroughbred,Dialog,112,224,,,,,UNCHANGED,,,
18F,B7,B7F8C2,Text_18F_Dialog_SpringWonderful,Dialog,25,50,,,,,UNCHANGED,,,
190,B7,B7F8F4,Text_190_Dialog_GraduallyGettingUsedLivingLonely,Dialog,103,206,,,,,UNCHANGED,,,
191,B7,B7F9C2,Text_191_Sign_ManyKindsAnimalsMountainGive,Sign,87,174,,,,,UNCHANGED,,,
192,B7,B7FA70,Text_192_Romance_CookEvening,Romance,37,74,,,,,UNCHANGED,,,
193,B7,B7FABA,Text_193_Dialog_HoneyWork,Dialog,25,50,,,,,UNCHANGED,,,
194,B7,B7FAEC,Text_194_Dialog_SundaysRanch,Dialog,35,70,,,,,UNCHANGED,,,
195,B7,B7FB32,Text_195_Dialog_WarmSuchComfortableSunday,Dialog,48,96,,,,,UNCHANGED,,,
196,B7,B7FB92,Text_196_Dialog_WorkDayLike,Dialog,34,68,,,,,UNCHANGED,,,
197,B7,B7FBD6,Text_197_Weather_RainingHardOutsideMightCatch,Weather,62,124,,,,,UNCHANGED,,,
198,B7,B7FC52,Text_198_Weather_SnowHardlyWaitforSpring,Weather,40,80,,,,,UNCHANGED,,,
199,B7,B7FCA2,Text_199_Dialog_QuietLikeTimeStops,Dialog,40,80,,,,,UNCHANGED,,,
19A,B7,B7FCF2,Text_19A_Dialog_GoingBackMyParentsHome,Dialog,43,86,,,,,UNCHANGED,,,
19B,B7,B7FD48,Text_19B_Dialog_CamePickMeUpSorry,Dialog,41,82,,,,,UNCHANGED,,,
19C,B7,B7FD9A,Text_19C_Dialog_AngryAnyMoreOnlyLittle,Dialog,45,90,,,,,UNCHANGED,,,
19D,B7,B7FDF4,Text_19D_Dialog_WaaaMissed,Dialog,19,38,,,,,UNCHANGED,,,
19E,B7,B7FE1A,Text_19E_Dialog_BackHonestWasSorry,Dialog,49,98,,,,,UNCHANGED,,,
19F,B7,B7FE7C,Text_19F_Dialog_KnowGetMadatBecauseyouAlways,Dialog,83,166,,,,,UNCHANGED,,,
1A0,B7,B7FF22,Text_1A0_Dialog_DarlingShallPaintHouseBeautiful,Dialog,63,126,,,,,UNCHANGED,,,
1A1,B7,B7FFA0,Text_1A1_Dialog_HasBecomePrettyHouse,Dialog,48,96,,,,,UNCHANGED,,,
1A2,B8,B88000,Text_1A2_Dialog_UummmmSayUmmGuessPregnant,Dialog,78,156,,,,,UNCHANGED,,,
1A3,B8,B8809C,Text_1A3_Dialog_ItllBornSomeTimeLater,Dialog,35,70,,,,,UNCHANGED,,,
1A4,B8,B880E2,Text_1A4_Dialog_ThinkNameFortheBaby,Dialog,38,76,,,,,UNCHANGED,,,
1A5,B8,B8812E,Text_1A5_Dialog_FeelMyBodyBecomingLittle,Dialog,44,88,,,,,UNCHANGED,,,
1A6,B8,B88186,Text_1A6_Romance_WonderIfBoyorGirl,Romance,39,78,,,,,UNCHANGED,,,
1A7,B8,B881D4,Text_1A7_Dialog_KnowWalkAroundMuch,Dialog,37,74,,,,,UNCHANGED,,,
1A8,B8,B8821E,Text_1A8_Dialog_FeelStrangeGoingHaveBaby,Dialog,55,110,,,,,UNCHANGED,,,
1A9,B8,B8828C,Text_1A9_Dialog_GetOutMyWayGet,Dialog,28,56,,,,,UNCHANGED,,,
1AA,B8,B882C4,Text_1AA_Dialog_HoneyWorryGoWorkC,Dialog,88,176,,,,,UNCHANGED,,,
1AB,B8,B88374,Text_1AB_Dialog_Alright,Dialog,17,34,,,,,UNCHANGED,,,
1AC,B8,B88396,Text_1AC_Dialog_MeThank,Dialog,28,56,,,,,UNCHANGED,,,
1AD,B8,B883CE,Text_1AD_Dialog_UughUugh,Dialog,14,28,,,,,UNCHANGED,,,
1AE,B8,B883EA,Text_1AE_Church_MyGodBabyComing,Church,36,72,,,,,UNCHANGED,,,
1AF,B8,B88432,Text_1AF_Dialog_FalteringFaltering,Dialog,21,42,,,,,UNCHANGED,,,
1B0,B8,B8845C,Text_1B0_Dialog_TakeEasy,Dialog,14,28,,,,,UNCHANGED,,,
1B1,B8,B88478,Text_1B1_Dialog_WalkingAbout,Dialog,24,48,,,,,UNCHANGED,,,
1B2,B8,B884A8,Text_1B2_Dialog_GuessGotOldEnoughAble,Dialog,74,148,,,,,UNCHANGED,,,
1B3,B8,B8853C,Text_1B3_Dialog_WaahWaah,Dialog,13,26,,,,,UNCHANGED,,,
1B4,B8,B88556,Text_1B4_Dialog_HoHoHoVeryHealthy,Dialog,46,92,,,,,UNCHANGED,,,
1B5,B8,B885B2,Text_1B5_Dialog_Great,Dialog,7,14,,,,,UNCHANGED,,,
1B6,B8,B885C0,Text_1B6_Dialog_PhewHaventNervousYears,Dialog,47,94,,,,,UNCHANGED,,,
1B7,B8,B8861E,Text_1B7_Romance_LooksLikeNinaButHas,Romance,63,126,,,,,UNCHANGED,,,
1B8,B8,B8869C,Text_1B8_Animal_RemindsMeNinaWasBorn,Animal,38,76,,,,,UNCHANGED,,,
1B9,B8,B886E8,Text_1B9_Animal_RemindsMeEveWasBorn,Animal,38,76,,,,,UNCHANGED,,,
1BA,B8,B88734,Text_1BA_Dialog_DarlingNameHim,Dialog,26,52,,,,,UNCHANGED,,,
1BB,B8,B88768,Text_1BB_Dialog_ThankHoneyHappy,Dialog,35,70,,,,,UNCHANGED,,,
1BC,B8,B887AE,Text_1BC_Dialog_JqCmCrGsBaby,Dialog,41,82,,,,,UNCHANGED,,,
1BD,B8,B88800,Text_1BD_Romance_PresentGladRememberedAnniversary,Romance,69,138,,,,,UNCHANGED,,,
1BE,B8,B8888A,Text_1BE_Dialog_LaLaLa,Dialog,9,18,,,,,UNCHANGED,,,
1BF,B8,B8889C,Text_1BF_Romance_JtCnCuGvGot,Romance,44,88,,,,,UNCHANGED,,,
1C0,B8,B888F4,Text_1C0_Dialog_Dah,Dialog,7,14,,,,,UNCHANGED,,,
1C1,B8,B88902,Text_1C1_Dialog_DaDa,Dialog,9,18,,,,,UNCHANGED,,,
1C2,B8,B88914,Text_1C2_Dialog_BooBoo,Dialog,11,22,,,,,UNCHANGED,,,
1C3,B8,B8892A,Text_1C3_Shop_BlueFeatherHappinessHappinessDifferent,Shop,205,410,,,,,UNCHANGED,,,
1C4,B8,B88AC4,Text_1C4_Church_GodBless,Church,15,30,,,,,UNCHANGED,,,
1C5,B8,B88AE2,Text_1C5_Dialog_ConsiderManyTimesBecauseBig,Dialog,76,152,,,,,UNCHANGED,,,
1C6,B8,B88B7A,Text_1C6_Romance_SillyMarried,Romance,28,56,,,,,UNCHANGED,,,
1C7,B8,B88BB2,Text_1C7_Dialog_WhoPlayingJokeYoungMan,Dialog,42,84,,,,,UNCHANGED,,,
1C8,B8,B88C06,Text_1C8_Dialog_Come,Dialog,20,40,,,,,UNCHANGED,,,
1C9,B8,B88C2E,Text_1C9_Dialog_GivingWrongPerson,Dialog,42,84,,,,,UNCHANGED,,,
1CA,B8,B88C82,Text_1CA_Romance_HaveGiveGirlLoveGirl,Romance,80,160,,,,,UNCHANGED,,,
1CB,B8,B88D22,Text_1CB_Dialog_WowBlueFeatherShowMe,Dialog,43,86,,,,,UNCHANGED,,,
1CC,B8,B88D78,Text_1CC_Animal_GoodMorningExcuseMeBothering,Animal,244,488,,,,,UNCHANGED,,,
1CD,B8,B88F60,Text_1CD_Romance_MariaDadWasWrongCome,Romance,68,136,,,,,UNCHANGED,,,
1CE,B8,B88FE8,Text_1CE_Romance_UsuallyQuietGirlButReason,Romance,139,278,,,,,UNCHANGED,,,
1CF,B8,B890FE,Text_1CF_Romance_SeemsMariaFatherArguedOver,Romance,52,104,,,,,UNCHANGED,,,
1D0,B8,B89166,Text_1D0_Sign_ThinkMariaWentUpThemountain,Sign,82,164,,,,,UNCHANGED,,,
1D1,B8,B8920A,Text_1D1_Mountain_MariaGoWenttoExactlyNortheast,Mountain,78,156,,,,,UNCHANGED,,,
1D2,B8,B892A6,Text_1D2_Church_RushAboutPrayingWhile,Church,49,98,,,,,UNCHANGED,,,
1D3,B8,B89308,Text_1D3_Romance_GirlHaventSeenAny,Romance,38,76,,,,,UNCHANGED,,,
1D4,B8,B89354,Text_1D4_Romance_WantTodayLookingGirl,Romance,64,128,,,,,UNCHANGED,,,
1D5,B8,B893D4,Text_1D5_Dialog_UummNKnowSureKnow,Dialog,89,178,,,,,UNCHANGED,,,
1D6,B8,B89486,Text_1D6_Dialog_SorryGoingHomeThank,Dialog,43,86,,,,,UNCHANGED,,,
1D7,B8,B894DC,Text_1D7_Dialog_WhatsGoing,Dialog,33,66,,,,,UNCHANGED,,,
