group,entry,target,pass87_owner_scene_or_character,pass87_owner_type,pass87_confidence,pass87_evidence,direct_dialog_count,direct_text_ids,direct_text_labels,text_preview_sample,pass81_entry_alias,group_semantic_name,pass82_owner_domain,pass82_scene_role,pass86_visual_name_confidence,pass86_primary_visual_semantic_names,pseudocode_preview,pass88_precision_tier,pass88_refined_owner_lane,pass88_manual_target_type,pass88_recommended_next_action,pass88_evidence,pass89_final_name_candidate,pass89_candidate_status,pass89_confirmation_level,pass89_manual_confirmation_action,pass89_manual_prototype_key,pass89_final_alias_line
$00,86,$B390F3,GeneralLivestockEvent,animal_livestock,domain_inferred,domain:general_livestock,0,,,,EventScript_G00_Entry086_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,visual_object_setup_or_spawn,contextual_resolved_no_low_manual_refs,AnimSeq_general_livestock_02DA_878894,SetCCObjectPointer(ptr=$8894) ; Jump(target=$B38CC8),domain_specific_owner_inferred,GeneralLivestockEvent,needs_optional_exact_scene_name,verify_against_map_npc_or_sprite_table,owner_type=animal_livestock;domain=animal_livestock_general;visual=contextual_resolved_no_low_manual_refs,GeneralLivestockEvent_VisualObjectSetup_Entry086,domain_inferred_final_candidate,medium,verify_against_map_npc_sprite_schedule_table,domain::GeneralLivestockEvent::VisualObjectSetup,$B390F3 => GeneralLivestockEvent_VisualObjectSetup_Entry086
$00,87,$B390F9,GeneralLivestockEvent,animal_livestock,domain_inferred,domain:general_livestock,0,,,,EventScript_G00_Entry087_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,visual_object_setup_or_spawn,contextual_resolved_no_low_manual_refs,SourceLineRef_general_livestock_88A0_data_banks_bank_86_data_banks_bank_87 | EventLocalAnchor_chicken_poultry_B38C,SetCCObjectPointer(ptr=$88A0) ; Jump(target=$B38CC8),domain_specific_owner_inferred,GeneralLivestockEvent,needs_optional_exact_scene_name,verify_against_map_npc_or_sprite_table,owner_type=animal_livestock;domain=animal_livestock_general;visual=contextual_resolved_no_low_manual_refs,GeneralLivestockEvent_VisualObjectSetup_Entry087,domain_inferred_final_candidate,medium,verify_against_map_npc_sprite_schedule_table,domain::GeneralLivestockEvent::VisualObjectSetup,$B390F9 => GeneralLivestockEvent_VisualObjectSetup_Entry087
$00,88,$B390FF,CowLivestockEvent,animal_livestock,domain_inferred,domain:cow_livestock,0,,,,EventScript_G00_Entry088_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,visual_object_setup_or_spawn,contextual_resolved_no_low_manual_refs,SourceLineRef_cow_livestock_88AC_code_banks_bank_83_data_banks_bank_B8 | EventLocalAnchor_chicken_poultry_B38C,SetCCObjectPointer(ptr=$88AC) ; Jump(target=$B38CC8),domain_specific_owner_inferred,CowLivestockEvent,needs_optional_exact_scene_name,verify_against_map_npc_or_sprite_table,owner_type=animal_livestock;domain=animal_livestock_general;visual=contextual_resolved_no_low_manual_refs,CowLivestockEvent_VisualObjectSetup_Entry088,domain_inferred_final_candidate,medium,verify_against_map_npc_sprite_schedule_table,domain::CowLivestockEvent::VisualObjectSetup,$B390FF => CowLivestockEvent_VisualObjectSetup_Entry088
$00,89,$B39105,GeneralLivestockEvent,animal_livestock,domain_inferred,domain:general_livestock,0,,,,EventScript_G00_Entry089_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,visual_object_setup_or_spawn,contextual_resolved_no_low_manual_refs,SourceLineRef_general_livestock_88DC_data_banks_bank_B8_data_banks_bank_B9 | EventLocalAnchor_chicken_poultry_B38C,SetCCObjectPointer(ptr=$88DC) ; Jump(target=$B38CC8),domain_specific_owner_inferred,GeneralLivestockEvent,needs_optional_exact_scene_name,verify_against_map_npc_or_sprite_table,owner_type=animal_livestock;domain=animal_livestock_general;visual=contextual_resolved_no_low_manual_refs,GeneralLivestockEvent_VisualObjectSetup_Entry089,domain_inferred_final_candidate,medium,verify_against_map_npc_sprite_schedule_table,domain::GeneralLivestockEvent::VisualObjectSetup,$B39105 => GeneralLivestockEvent_VisualObjectSetup_Entry089
$00,90,$B3910B,GeneralLivestockEvent,animal_livestock,domain_inferred,domain:general_livestock,0,,,,EventScript_G00_Entry090_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,visual_object_setup_or_spawn,contextual_resolved_no_low_manual_refs,SourceLineRef_general_livestock_88F4_code_banks_bank_83_data_banks_bank_AD | EventLocalAnchor_chicken_poultry_B38C,SetCCObjectPointer(ptr=$88F4) ; Jump(target=$B38CC8),domain_specific_owner_inferred,GeneralLivestockEvent,needs_optional_exact_scene_name,verify_against_map_npc_or_sprite_table,owner_type=animal_livestock;domain=animal_livestock_general;visual=contextual_resolved_no_low_manual_refs,GeneralLivestockEvent_VisualObjectSetup_Entry090,domain_inferred_final_candidate,medium,verify_against_map_npc_sprite_schedule_table,domain::GeneralLivestockEvent::VisualObjectSetup,$B3910B => GeneralLivestockEvent_VisualObjectSetup_Entry090
$00,91,$B39111,CowLivestockEvent,animal_livestock,domain_inferred,domain:cow_livestock,0,,,,EventScript_G00_Entry091_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,visual_object_setup_or_spawn,contextual_resolved_no_low_manual_refs,SourceLineRef_cow_livestock_8900_code_banks_bank_83_data_banks_bank_86 | EventLocalAnchor_chicken_poultry_B38C,SetCCObjectPointer(ptr=$8900) ; Jump(target=$B38CC8),domain_specific_owner_inferred,CowLivestockEvent,needs_optional_exact_scene_name,verify_against_map_npc_or_sprite_table,owner_type=animal_livestock;domain=animal_livestock_general;visual=contextual_resolved_no_low_manual_refs,CowLivestockEvent_VisualObjectSetup_Entry091,domain_inferred_final_candidate,medium,verify_against_map_npc_sprite_schedule_table,domain::CowLivestockEvent::VisualObjectSetup,$B39111 => CowLivestockEvent_VisualObjectSetup_Entry091
$00,92,$B39117,GeneralLivestockEvent,animal_livestock,domain_inferred,domain:general_livestock,0,,,,EventScript_G00_Entry092_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,visual_object_setup_or_spawn,contextual_resolved_no_low_manual_refs,CCVisualPtr_general_livestock_893C | EventLocalAnchor_chicken_poultry_B38C,SetCCObjectPointer(ptr=$893C) ; Jump(target=$B38CE7),domain_specific_owner_inferred,GeneralLivestockEvent,needs_optional_exact_scene_name,verify_against_map_npc_or_sprite_table,owner_type=animal_livestock;domain=animal_livestock_general;visual=contextual_resolved_no_low_manual_refs,GeneralLivestockEvent_VisualObjectSetup_Entry092,domain_inferred_final_candidate,medium,verify_against_map_npc_sprite_schedule_table,domain::GeneralLivestockEvent::VisualObjectSetup,$B39117 => GeneralLivestockEvent_VisualObjectSetup_Entry092
$00,93,$B3911D,GeneralLivestockEvent,animal_livestock,domain_inferred,domain:general_livestock,0,,,,EventScript_G00_Entry093_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,visual_object_setup_or_spawn,contextual_resolved_no_low_manual_refs,SourceLineRef_chicken_poultry_8144_code_banks_bank_81_data_banks_bank_AD | EventLocalAnchor_chicken_poultry_B38C,SetCCObjectPointer(ptr=$8144) ; Jump(target=$B38CE2),domain_specific_owner_inferred,GeneralLivestockEvent,needs_optional_exact_scene_name,verify_against_map_npc_or_sprite_table,owner_type=animal_livestock;domain=animal_livestock_general;visual=contextual_resolved_no_low_manual_refs,GeneralLivestockEvent_VisualObjectSetup_Entry093,domain_inferred_final_candidate,medium,verify_against_map_npc_sprite_schedule_table,domain::GeneralLivestockEvent::VisualObjectSetup,$B3911D => GeneralLivestockEvent_VisualObjectSetup_Entry093
$00,94,$B39123,CowLivestockEvent,animal_livestock,domain_inferred,domain:cow_livestock,0,,,,EventScript_G00_Entry094_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,visual_object_setup_or_spawn,contextual_resolved_no_low_manual_refs,SourceLineRef_cow_livestock_B38D_code_banks_bank_84_data_banks_bank_B4 | CCVisualPtr_cow_livestock_80FC,SetCCObjectPointer(ptr=$80FC) ; Jump(target=$B38D09),domain_specific_owner_inferred,CowLivestockEvent,needs_optional_exact_scene_name,verify_against_map_npc_or_sprite_table,owner_type=animal_livestock;domain=animal_livestock_general;visual=contextual_resolved_no_low_manual_refs,CowLivestockEvent_VisualObjectSetup_Entry094,domain_inferred_final_candidate,medium,verify_against_map_npc_sprite_schedule_table,domain::CowLivestockEvent::VisualObjectSetup,$B39123 => CowLivestockEvent_VisualObjectSetup_Entry094
$00,95,$B39129,AnimalLivestock,animal_livestock,direct_animal_text,AnimalLivestock:animal,1,03A3,Text_3A3_Animal_AhChickenFeather,"Ah, This is a chicken feather?,",EventScript_G00_Entry095_LivestockChickenLivestockAnimal,ObjectAnimalHouseUpgradeDialogHub,animal_chicken_or_poultry,dialogue_textbox_flow,high_named_catalog_or_runtime_evidence,AnimSeq_chicken_poultry_0307_878A2C,"SetCCObjectVisual(ptr=$8A2C, bank_or_mode=$00) ; SetCCObjectParam2D() ; PickupMole() ; UnknownOpcode_$91()",exact_text_anchored_owner,AnimalLivestock,closed_exact_or_text_anchored,optional_review_only,pass87_confidence=direct_animal_text;direct_text_labels,AnimalLivestock_DialogueFlow_Entry095,confirmed_text_or_direct_anchor_candidate,high,optional_review_only,exact::AnimalLivestock::DialogueFlow,$B39129 => AnimalLivestock_DialogueFlow_Entry095
$00,96,$B3913A,CowLivestockEvent,animal_livestock,domain_inferred,domain:cow_livestock,0,,,,EventScript_G00_Entry096_ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,object_parameter_setup,contextual_resolved_no_low_manual_refs,GOBJ_general_livestock_01CB_Frames6_Gfx88 | GOBJ_cow_livestock_003C_Frames3_Gfx88,"SetCCObjectParam(param=$01CB, value=$01) ; WaitOrSetCCCounter(value=$003C) ; SetCCObjectPointer(ptr=$86A8) ; Jump(target=$B38CFC)",domain_specific_owner_inferred,CowLivestockEvent,needs_optional_exact_scene_name,verify_against_map_npc_or_sprite_table,owner_type=animal_livestock;domain=animal_livestock_general;visual=contextual_resolved_no_low_manual_refs,CowLivestockEvent_ObjectParamSetup_Entry096,domain_inferred_final_candidate,medium,verify_against_map_npc_sprite_schedule_table,domain::CowLivestockEvent::ObjectParamSetup,$B3913A => CowLivestockEvent_ObjectParamSetup_Entry096
$00,97,$B39147,CowLivestockEvent,animal_livestock,domain_inferred,domain:cow_livestock,0,,,,EventScript_G00_Entry097_ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,object_parameter_setup,contextual_resolved_no_low_manual_refs,GOBJ_general_livestock_01CB_Frames6_Gfx88 | GOBJ_cow_livestock_003C_Frames3_Gfx88,"SetCCObjectParam(param=$01CB, value=$00) ; WaitOrSetCCCounter(value=$003C) ; SetCCObjectPointer(ptr=$86A8) ; Jump(target=$B38CFC)",domain_specific_owner_inferred,CowLivestockEvent,needs_optional_exact_scene_name,verify_against_map_npc_or_sprite_table,owner_type=animal_livestock;domain=animal_livestock_general;visual=contextual_resolved_no_low_manual_refs,CowLivestockEvent_ObjectParamSetup_Entry097,domain_inferred_final_candidate,medium,verify_against_map_npc_sprite_schedule_table,domain::CowLivestockEvent::ObjectParamSetup,$B39147 => CowLivestockEvent_ObjectParamSetup_Entry097
$00,98,$B39154,CowLivestockEvent,animal_livestock,domain_inferred,domain:cow_livestock,0,,,,EventScript_G00_Entry098_ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,object_parameter_setup,contextual_resolved_no_low_manual_refs,GOBJ_general_livestock_01CB_Frames6_Gfx88 | GOBJ_cow_livestock_003C_Frames3_Gfx88,"SetCCObjectParam(param=$01CB, value=$01) ; WaitOrSetCCCounter(value=$003C) ; SetCCObjectPointer(ptr=$86A8) ; Jump(target=$B38CFC)",domain_specific_owner_inferred,CowLivestockEvent,needs_optional_exact_scene_name,verify_against_map_npc_or_sprite_table,owner_type=animal_livestock;domain=animal_livestock_general;visual=contextual_resolved_no_low_manual_refs,CowLivestockEvent_ObjectParamSetup_Entry098,domain_inferred_final_candidate,medium,verify_against_map_npc_sprite_schedule_table,domain::CowLivestockEvent::ObjectParamSetup,$B39154 => CowLivestockEvent_ObjectParamSetup_Entry098
$00,99,$B39161,CowLivestockEvent,animal_livestock,domain_inferred,domain:cow_livestock,0,,,,EventScript_G00_Entry099_ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,object_parameter_setup,contextual_resolved_no_low_manual_refs,GOBJ_general_livestock_01CB_Frames6_Gfx88 | GOBJ_cow_livestock_003C_Frames3_Gfx88,"SetCCObjectParam(param=$01CB, value=$00) ; WaitOrSetCCCounter(value=$003C) ; SetCCObjectPointer(ptr=$86A8) ; Jump(target=$B38CFC)",domain_specific_owner_inferred,CowLivestockEvent,needs_optional_exact_scene_name,verify_against_map_npc_or_sprite_table,owner_type=animal_livestock;domain=animal_livestock_general;visual=contextual_resolved_no_low_manual_refs,CowLivestockEvent_ObjectParamSetup_Entry099,domain_inferred_final_candidate,medium,verify_against_map_npc_sprite_schedule_table,domain::CowLivestockEvent::ObjectParamSetup,$B39161 => CowLivestockEvent_ObjectParamSetup_Entry099
$00,100,$B3916E,CowLivestockEvent,animal_livestock,domain_inferred,domain:cow_livestock,0,,,,EventScript_G00_Entry100_ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,object_parameter_setup,contextual_resolved_no_low_manual_refs,GOBJ_general_livestock_01BF_Frames6_Gfx88 | GOBJ_cow_livestock_003C_Frames3_Gfx88,"SetCCObjectParam(param=$01BF, value=$01) ; WaitOrSetCCCounter(value=$003C) ; SetCCObjectPointer(ptr=$86C0) ; Jump(target=$B38CEF)",domain_specific_owner_inferred,CowLivestockEvent,needs_optional_exact_scene_name,verify_against_map_npc_or_sprite_table,owner_type=animal_livestock;domain=animal_livestock_general;visual=contextual_resolved_no_low_manual_refs,CowLivestockEvent_ObjectParamSetup_Entry100,domain_inferred_final_candidate,medium,verify_against_map_npc_sprite_schedule_table,domain::CowLivestockEvent::ObjectParamSetup,$B3916E => CowLivestockEvent_ObjectParamSetup_Entry100
$00,101,$B3917B,CowLivestockEvent,animal_livestock,domain_inferred,domain:cow_livestock,0,,,,EventScript_G00_Entry101_ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,object_parameter_setup,contextual_resolved_no_low_manual_refs,GOBJ_general_livestock_01BF_Frames6_Gfx88 | GOBJ_cow_livestock_003C_Frames3_Gfx88,"SetCCObjectParam(param=$01BF, value=$00) ; WaitOrSetCCCounter(value=$003C) ; SetCCObjectPointer(ptr=$86C0) ; Jump(target=$B38CEF)",domain_specific_owner_inferred,CowLivestockEvent,needs_optional_exact_scene_name,verify_against_map_npc_or_sprite_table,owner_type=animal_livestock;domain=animal_livestock_general;visual=contextual_resolved_no_low_manual_refs,CowLivestockEvent_ObjectParamSetup_Entry101,domain_inferred_final_candidate,medium,verify_against_map_npc_sprite_schedule_table,domain::CowLivestockEvent::ObjectParamSetup,$B3917B => CowLivestockEvent_ObjectParamSetup_Entry101
$00,102,$B39188,CowLivestockEvent,animal_livestock,domain_inferred,domain:cow_livestock,0,,,,EventScript_G00_Entry102_ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,object_parameter_setup,contextual_resolved_no_low_manual_refs,GOBJ_general_livestock_01BF_Frames6_Gfx88 | GOBJ_cow_livestock_003C_Frames3_Gfx88,"SetCCObjectParam(param=$01BF, value=$01) ; WaitOrSetCCCounter(value=$003C) ; SetCCObjectPointer(ptr=$86C0) ; Jump(target=$B38CEF)",domain_specific_owner_inferred,CowLivestockEvent,needs_optional_exact_scene_name,verify_against_map_npc_or_sprite_table,owner_type=animal_livestock;domain=animal_livestock_general;visual=contextual_resolved_no_low_manual_refs,CowLivestockEvent_ObjectParamSetup_Entry102,domain_inferred_final_candidate,medium,verify_against_map_npc_sprite_schedule_table,domain::CowLivestockEvent::ObjectParamSetup,$B39188 => CowLivestockEvent_ObjectParamSetup_Entry102
$00,103,$B39195,CowLivestockEvent,animal_livestock,domain_inferred,domain:cow_livestock,0,,,,EventScript_G00_Entry103_ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,object_parameter_setup,contextual_resolved_no_low_manual_refs,GOBJ_general_livestock_01BF_Frames6_Gfx88 | GOBJ_cow_livestock_003C_Frames3_Gfx88,"SetCCObjectParam(param=$01BF, value=$00) ; WaitOrSetCCCounter(value=$003C) ; SetCCObjectPointer(ptr=$86C0) ; Jump(target=$B38CEF)",domain_specific_owner_inferred,CowLivestockEvent,needs_optional_exact_scene_name,verify_against_map_npc_or_sprite_table,owner_type=animal_livestock;domain=animal_livestock_general;visual=contextual_resolved_no_low_manual_refs,CowLivestockEvent_ObjectParamSetup_Entry103,domain_inferred_final_candidate,medium,verify_against_map_npc_sprite_schedule_table,domain::CowLivestockEvent::ObjectParamSetup,$B39195 => CowLivestockEvent_ObjectParamSetup_Entry103
$00,104,$B391A2,ObjectVisualSetup,object_visual_setup,group_semantic_inferred,group/alias:object_visual,0,,,,EventScript_G00_Entry104_ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,object_parameter_setup,,,"SetCCObjectParam(param=$01C7, value=$01) ; WaitOrSetCCCounter(value=$003C) ; Jump(target=$B38CFC)",structural_owner_lane,ObjectAnimalHouseUpgradeDialogHub::object_visual_setup_lane,needs_final_object_or_gobj_name,cross_with_gobj_final_sprite_table,group=$00;role=object_parameter_setup;visual=,ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup_Entry104,structural_lane_final_candidate,medium_low,cross_with_gobj_final_sprite_table,structural::ObjectAnimalHouseUpgradeDialogHub::ObjectParamSetup,$B391A2 => ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup_Entry104
$00,105,$B391AC,ObjectVisualSetup,object_visual_setup,group_semantic_inferred,group/alias:object_visual,0,,,,EventScript_G00_Entry105_ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,object_parameter_setup,,,"SetCCObjectParam(param=$01C7, value=$00) ; WaitOrSetCCCounter(value=$003C) ; Jump(target=$B38CFC)",structural_owner_lane,ObjectAnimalHouseUpgradeDialogHub::object_visual_setup_lane,needs_final_object_or_gobj_name,cross_with_gobj_final_sprite_table,group=$00;role=object_parameter_setup;visual=,ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup_Entry105,structural_lane_final_candidate,medium_low,cross_with_gobj_final_sprite_table,structural::ObjectAnimalHouseUpgradeDialogHub::ObjectParamSetup,$B391AC => ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup_Entry105
$00,106,$B391B6,ObjectVisualSetup,object_visual_setup,group_semantic_inferred,group/alias:object_visual,0,,,,EventScript_G00_Entry106_ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,object_parameter_setup,,,"SetCCObjectParam(param=$01BC, value=$01) ; WaitOrSetCCCounter(value=$003C) ; Jump(target=$B38CEF)",structural_owner_lane,ObjectAnimalHouseUpgradeDialogHub::object_visual_setup_lane,needs_final_object_or_gobj_name,cross_with_gobj_final_sprite_table,group=$00;role=object_parameter_setup;visual=,ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup_Entry106,structural_lane_final_candidate,medium_low,cross_with_gobj_final_sprite_table,structural::ObjectAnimalHouseUpgradeDialogHub::ObjectParamSetup,$B391B6 => ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup_Entry106
$00,107,$B391C0,ObjectVisualSetup,object_visual_setup,group_semantic_inferred,group/alias:object_visual,0,,,,EventScript_G00_Entry107_ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,object_parameter_setup,,,"SetCCObjectParam(param=$01BC, value=$00) ; WaitOrSetCCCounter(value=$003C) ; Jump(target=$B38CEF)",structural_owner_lane,ObjectAnimalHouseUpgradeDialogHub::object_visual_setup_lane,needs_final_object_or_gobj_name,cross_with_gobj_final_sprite_table,group=$00;role=object_parameter_setup;visual=,ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup_Entry107,structural_lane_final_candidate,medium_low,cross_with_gobj_final_sprite_table,structural::ObjectAnimalHouseUpgradeDialogHub::ObjectParamSetup,$B391C0 => ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup_Entry107
$00,108,$B391CA,CowLivestockEvent,animal_livestock,domain_inferred,domain:cow_livestock,0,,,,EventScript_G00_Entry108_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,visual_object_setup_or_spawn,medium_context_source_or_param_evidence,SourceLineRef_cow_livestock_86D8_data_banks_bank_B3 | SourceLineRef_cow_livestock_B38D_code_banks_bank_84_data_banks_bank_B4,SetCCObjectPointer(ptr=$86D8) ; Jump(target=$B38D23),domain_specific_owner_inferred,CowLivestockEvent,needs_optional_exact_scene_name,verify_against_map_npc_or_sprite_table,owner_type=animal_livestock;domain=animal_livestock_general;visual=medium_context_source_or_param_evidence,CowLivestockEvent_VisualObjectSetup_Entry108,domain_inferred_final_candidate,medium,verify_against_map_npc_sprite_schedule_table,domain::CowLivestockEvent::VisualObjectSetup,$B391CA => CowLivestockEvent_VisualObjectSetup_Entry108
$00,109,$B391D0,GeneralLivestockEvent,animal_livestock,domain_inferred,domain:general_livestock,0,,,,EventScript_G00_Entry109_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,visual_object_setup_or_spawn,high_named_catalog_or_runtime_evidence,AnimSeq_general_livestock_02CB_878810,SetCCObjectPointer(ptr=$8810) ; Jump(target=$B38D28),domain_specific_owner_inferred,GeneralLivestockEvent,needs_optional_exact_scene_name,verify_against_map_npc_or_sprite_table,owner_type=animal_livestock;domain=animal_livestock_general;visual=high_named_catalog_or_runtime_evidence,GeneralLivestockEvent_VisualObjectSetup_Entry109,domain_inferred_final_candidate,medium,verify_against_map_npc_sprite_schedule_table,domain::GeneralLivestockEvent::VisualObjectSetup,$B391D0 => GeneralLivestockEvent_VisualObjectSetup_Entry109
$00,110,$B391D6,CowLivestockEvent,animal_livestock,domain_inferred,domain:cow_livestock,0,,,,EventScript_G00_Entry110_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,visual_object_setup_or_spawn,contextual_resolved_no_low_manual_refs,SourceLineRef_cow_livestock_B38D_code_banks_bank_84_data_banks_bank_B4 | CCVisualPtr_general_livestock_881C,SetCCObjectPointer(ptr=$881C) ; Jump(target=$B38D28),domain_specific_owner_inferred,CowLivestockEvent,needs_optional_exact_scene_name,verify_against_map_npc_or_sprite_table,owner_type=animal_livestock;domain=animal_livestock_general;visual=contextual_resolved_no_low_manual_refs,CowLivestockEvent_VisualObjectSetup_Entry110,domain_inferred_final_candidate,medium,verify_against_map_npc_sprite_schedule_table,domain::CowLivestockEvent::VisualObjectSetup,$B391D6 => CowLivestockEvent_VisualObjectSetup_Entry110
$00,111,$B391DC,GeneralLivestockEvent,animal_livestock,domain_inferred,domain:general_livestock,0,,,,EventScript_G00_Entry111_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,visual_object_setup_or_spawn,high_named_catalog_or_runtime_evidence,AnimSeq_general_livestock_02CE_878828,SetCCObjectPointer(ptr=$8828) ; Jump(target=$B38D28),domain_specific_owner_inferred,GeneralLivestockEvent,needs_optional_exact_scene_name,verify_against_map_npc_or_sprite_table,owner_type=animal_livestock;domain=animal_livestock_general;visual=high_named_catalog_or_runtime_evidence,GeneralLivestockEvent_VisualObjectSetup_Entry111,domain_inferred_final_candidate,medium,verify_against_map_npc_sprite_schedule_table,domain::GeneralLivestockEvent::VisualObjectSetup,$B391DC => GeneralLivestockEvent_VisualObjectSetup_Entry111
$00,112,$B391E2,CowLivestockEvent,animal_livestock,domain_inferred,domain:cow_livestock,0,,,,EventScript_G00_Entry112_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,visual_object_setup_or_spawn,medium_context_source_or_param_evidence,SourceLineRef_cow_livestock_8708_code_banks_bank_81_data_banks_bank_B3 | SourceLineRef_cow_livestock_B38D_code_banks_bank_84_data_banks_bank_B4,SetCCObjectPointer(ptr=$8708) ; Jump(target=$B38D16),domain_specific_owner_inferred,CowLivestockEvent,needs_optional_exact_scene_name,verify_against_map_npc_or_sprite_table,owner_type=animal_livestock;domain=animal_livestock_general;visual=medium_context_source_or_param_evidence,CowLivestockEvent_VisualObjectSetup_Entry112,domain_inferred_final_candidate,medium,verify_against_map_npc_sprite_schedule_table,domain::CowLivestockEvent::VisualObjectSetup,$B391E2 => CowLivestockEvent_VisualObjectSetup_Entry112
$00,113,$B391E8,CowLivestockEvent,animal_livestock,domain_inferred,domain:cow_livestock,0,,,,EventScript_G00_Entry113_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,visual_object_setup_or_spawn,medium_context_source_or_param_evidence,SourceLineRef_general_livestock_8834_data_banks_bank_AD | SourceLineRef_cow_livestock_B38D_code_banks_bank_84_data_banks_bank_B4,SetCCObjectPointer(ptr=$8834) ; Jump(target=$B38D1B),domain_specific_owner_inferred,CowLivestockEvent,needs_optional_exact_scene_name,verify_against_map_npc_or_sprite_table,owner_type=animal_livestock;domain=animal_livestock_general;visual=medium_context_source_or_param_evidence,CowLivestockEvent_VisualObjectSetup_Entry113,domain_inferred_final_candidate,medium,verify_against_map_npc_sprite_schedule_table,domain::CowLivestockEvent::VisualObjectSetup,$B391E8 => CowLivestockEvent_VisualObjectSetup_Entry113
$00,114,$B391EE,GeneralLivestockEvent,animal_livestock,domain_inferred,domain:general_livestock,0,,,,EventScript_G00_Entry114_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,visual_object_setup_or_spawn,high_named_catalog_or_runtime_evidence,AnimSeq_general_livestock_02D1_878840,SetCCObjectPointer(ptr=$8840) ; Jump(target=$B38D1B),domain_specific_owner_inferred,GeneralLivestockEvent,needs_optional_exact_scene_name,verify_against_map_npc_or_sprite_table,owner_type=animal_livestock;domain=animal_livestock_general;visual=high_named_catalog_or_runtime_evidence,GeneralLivestockEvent_VisualObjectSetup_Entry114,domain_inferred_final_candidate,medium,verify_against_map_npc_sprite_schedule_table,domain::GeneralLivestockEvent::VisualObjectSetup,$B391EE => GeneralLivestockEvent_VisualObjectSetup_Entry114
