group,entry,target,pass81_entry_alias,group_semantic_name,pass82_owner_domain,pass83_visual_domain,pass82_scene_role,pass83_visual_role,pass83_visual_confidence,visual_commands,visual_pointer_refs,candidate_visual_refs,ref_class_counts,direct_text_ids,text_preview_sample,pseudocode_preview
$00,47,$B38FA2,EventScript_G00_Entry047_ObjectAnimalHouseUpgradeDialogHub_ObjectVisualSetup,ObjectAnimalHouseUpgradeDialogHub,animal_cow_livestock,cow_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectVisual SetCCObjectParam5,$88AC $86B4 $B38F,$88AC $86B4,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:2,,,"SetCCObjectVisual(ptr=$88AC, bank_or_mode=$00) ; SetCCObjectParam5(a=$01, ptr=$86B4, d=$10) ; CowRelated() ; Jump(target=$B38FAB)"
$00,48,$B38FAF,EventScript_G00_Entry048_ObjectAnimalHouseUpgradeDialogHub_ObjectVisualSetup,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectVisual SetCCObjectParam WaitOrSetCCCounter SetCCObjectParam5,$8504 $0321 $0040 $8504 $B38F,$8504 $8504,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:2 low_immediate_param_or_small_id:1 mid_range_value_or_table_offset:1,,,"SetCCObjectVisual(ptr=$8504, bank_or_mode=$00) ; SetCCObjectParam(param=$0321, value=$00) ; WaitOrSetCCCounter(value=$0040) ; SetCCObjectParam5(a=$01, ptr=$8504, d=$10) ; PickupMole() ; Jump(target=$B38FBF)"
$00,49,$B38FC3,EventScript_G00_Entry049_ObjectAnimalHouseUpgradeDialogHub_ObjectVisualSetup,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectVisual SetCCObjectParam5,$8504 $8504 $B38F,$8504 $8504,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:2,,,"SetCCObjectVisual(ptr=$8504, bank_or_mode=$00) ; SetCCObjectParam5(a=$01, ptr=$8504, d=$10) ; PickupMole() ; Jump(target=$B38FCC)"
$00,50,$B38FD0,EventScript_G00_Entry050_ObjectAnimalHouseUpgradeDialogHub_ObjectVisualSetup,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectVisual SetCCVelocityOrDelta StopOrDisableCCSlot,$84F8,$84F8,candidate_visual_gobj_pointer_or_asset_table:1,,,"SetCCObjectVisual(ptr=$84F8, bank_or_mode=$02) ; SetCCVelocityOrDelta(a=$01, b=$00, c=$40, d=$02) ; EventCoreUNK1() ; StopOrDisableCCSlot()"
$00,51,$B38FDB,EventScript_G00_Entry051_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SpawnOrMoveCCObject WaitOrSetCCCounter StopOrDisableCCSlot,$0268 $0178 $8738 $0040,$8738,candidate_visual_gobj_pointer_or_asset_table:1 low_immediate_param_or_small_id:2 mid_range_value_or_table_offset:1,,,"SpawnOrMoveCCObject(x=$0268, y=$0178, visual=$8738, mode=$00) ; WaitOrSetCCCounter(value=$0040) ; EventCoreUNK1() ; StopOrDisableCCSlot()"
$00,52,$B38FE8,EventScript_G00_Entry052_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SpawnOrMoveCCObject WaitOrSetCCCounter StopOrDisableCCSlot,$0268 $0178 $8744 $0040,$8744,candidate_visual_gobj_pointer_or_asset_table:1 low_immediate_param_or_small_id:2 mid_range_value_or_table_offset:1,,,"SpawnOrMoveCCObject(x=$0268, y=$0178, visual=$8744, mode=$00) ; WaitOrSetCCCounter(value=$0040) ; EventCoreUNK1() ; StopOrDisableCCSlot()"
$00,53,$B38FF5,EventScript_G00_Entry053_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SpawnOrMoveCCObject,$0268 $0178 $8750 $B38F,$8750,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1 low_immediate_param_or_small_id:1 mid_range_value_or_table_offset:1,,,"SpawnOrMoveCCObject(x=$0268, y=$0178, visual=$8750, mode=$00) ; Fishing() ; Jump(target=$B38FFD)"
$00,54,$B39001,EventScript_G00_Entry054_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SpawnOrMoveCCObject WaitOrSetCCCounter,$0088 $0168 $8234 $0001 $B390,$8234,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1 low_immediate_param_or_small_id:3,,,"SpawnOrMoveCCObject(x=$0088, y=$0168, visual=$8234, mode=$01) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B39009)"
$00,55,$B3900F,EventScript_G00_Entry055_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SpawnOrMoveCCObject WaitOrSetCCCounter,$0078 $0178 $8234 $0001 $B390,$8234,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1 low_immediate_param_or_small_id:3,,,"SpawnOrMoveCCObject(x=$0078, y=$0178, visual=$8234, mode=$01) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B39017)"
$00,58,$B39045,EventScript_G00_Entry058_ObjectAnimalHouseUpgradeDialogHub_ObjectVisualSetup,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectVisual WaitOrSetCCCounter StopOrDisableCCSlot,$87F8 $003C,$87F8,candidate_visual_gobj_pointer_or_asset_table:1 low_immediate_param_or_small_id:1,,,"SetCCObjectVisual(ptr=$87F8, bank_or_mode=$00) ; WaitOrSetCCCounter(value=$003C) ; EventCoreUNK1() ; StopOrDisableCCSlot()"
$00,59,$B3904E,EventScript_G00_Entry059_ObjectAnimalHouseUpgradeDialogHub_ObjectVisualSetup,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectVisual WaitOrSetCCCounter StopOrDisableCCSlot,$8804 $003C,$8804,candidate_visual_gobj_pointer_or_asset_table:1 low_immediate_param_or_small_id:1,,,"SetCCObjectVisual(ptr=$8804, bank_or_mode=$00) ; WaitOrSetCCCounter(value=$003C) ; EventCoreUNK1() ; StopOrDisableCCSlot()"
$00,60,$B39057,EventScript_G00_Entry060_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectPointer,$8114 $B38D,$8114,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1,,,SetCCObjectPointer(ptr=$8114) ; Jump(target=$B38D9F)
$00,61,$B3905D,EventScript_G00_Entry061_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectPointer,$8960 $B38D,$8960,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1,,,SetCCObjectPointer(ptr=$8960) ; Jump(target=$B38DAC)
$00,62,$B39063,EventScript_G00_Entry062_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectPointer,$8954 $B38D,$8954,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1,,,SetCCObjectPointer(ptr=$8954) ; Jump(target=$B38DAC)
$00,63,$B39069,EventScript_G00_Entry063_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectPointer,$8114 $B38D,$8114,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1,,,SetCCObjectPointer(ptr=$8114) ; Jump(target=$B38DA7)
$00,64,$B3906F,EventScript_G00_Entry064_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectPointer,$896C $B38D,$896C,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1,,,SetCCObjectPointer(ptr=$896C) ; Jump(target=$B38DAC)
$00,65,$B39075,EventScript_G00_Entry065_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectPointer,$8978 $B38D,$8978,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1,,,SetCCObjectPointer(ptr=$8978) ; Jump(target=$B38DAC)
$00,66,$B3907B,EventScript_G00_Entry066_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectPointer,$8984 $B38D,$8984,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1,,,SetCCObjectPointer(ptr=$8984) ; Jump(target=$B38DAC)
$00,67,$B39081,EventScript_G00_Entry067_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectPointer,$8990 $B38D,$8990,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1,,,SetCCObjectPointer(ptr=$8990) ; Jump(target=$B38DAC)
$00,68,$B39087,EventScript_G00_Entry068_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectPointer,$899C $B38D,$899C,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1,,,SetCCObjectPointer(ptr=$899C) ; Jump(target=$B38DAC)
$00,69,$B3908D,EventScript_G00_Entry069_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectPointer,$89A8 $B38D,$89A8,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1,,,SetCCObjectPointer(ptr=$89A8) ; Jump(target=$B38DAC)
$00,70,$B39093,EventScript_G00_Entry070_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectPointer,$89B4 $B38D,$89B4,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1,,,SetCCObjectPointer(ptr=$89B4) ; Jump(target=$B38DAC)
$00,71,$B39099,EventScript_G00_Entry071_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectPointer,$89C0 $B38D,$89C0,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1,,,SetCCObjectPointer(ptr=$89C0) ; Jump(target=$B38DAC)
$00,72,$B3909F,EventScript_G00_Entry072_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectPointer,$89CC $B38D,$89CC,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1,,,SetCCObjectPointer(ptr=$89CC) ; Jump(target=$B38DAC)
$00,73,$B390A5,EventScript_G00_Entry073_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectPointer,$89D8 $B38D,$89D8,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1,,,SetCCObjectPointer(ptr=$89D8) ; Jump(target=$B38DAC)
$00,74,$B390AB,EventScript_G00_Entry074_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectPointer,$8768 $B38D,$8768,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1,,,SetCCObjectPointer(ptr=$8768) ; Jump(target=$B38DC8)
$00,75,$B390B1,EventScript_G00_Entry075_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectPointer,$812C $B38D,$812C,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1,,,SetCCObjectPointer(ptr=$812C) ; Jump(target=$B38DD4)
$00,76,$B390B7,EventScript_G00_Entry076_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectPointer,$812C $B38D,$812C,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1,,,SetCCObjectPointer(ptr=$812C) ; Jump(target=$B38DDC)
$00,77,$B390BD,EventScript_G00_Entry077_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectPointer,$89FC $B38D,$89FC,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1,,,SetCCObjectPointer(ptr=$89FC) ; Jump(target=$B38DE1)
$00,78,$B390C3,EventScript_G00_Entry078_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectPointer,$8A08 $B38D,$8A08,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1,,,SetCCObjectPointer(ptr=$8A08) ; Jump(target=$B38DE1)
$00,79,$B390C9,EventScript_G00_Entry079_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectPointer,$8A14 $B38D,$8A14,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1,,,SetCCObjectPointer(ptr=$8A14) ; Jump(target=$B38DE1)
$00,80,$B390CF,EventScript_G00_Entry080_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectPointer,$8A20 $B38D,$8A20,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1,,,SetCCObjectPointer(ptr=$8A20) ; Jump(target=$B38DE1)
$00,81,$B390D5,EventScript_G00_Entry081_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectPointer,$8858 $B38D,$8858,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1,,,SetCCObjectPointer(ptr=$8858) ; Jump(target=$B38D0E)
$00,82,$B390DB,EventScript_G00_Entry082_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectPointer,$8864 $B38D,$8864,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1,,,SetCCObjectPointer(ptr=$8864) ; Jump(target=$B38D0E)
$00,83,$B390E1,EventScript_G00_Entry083_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectPointer,$8870 $B38D,$8870,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1,,,SetCCObjectPointer(ptr=$8870) ; Jump(target=$B38D0E)
$00,84,$B390E7,EventScript_G00_Entry084_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectPointer,$887C $B38D,$887C,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1,,,SetCCObjectPointer(ptr=$887C) ; Jump(target=$B38D0E)
$00,85,$B390ED,EventScript_G00_Entry085_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectPointer,$8888 $B38D,$8888,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1,,,SetCCObjectPointer(ptr=$8888) ; Jump(target=$B38D0E)
$00,86,$B390F3,EventScript_G00_Entry086_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectPointer,$8894 $B38C,$8894,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1,,,SetCCObjectPointer(ptr=$8894) ; Jump(target=$B38CC8)
$00,87,$B390F9,EventScript_G00_Entry087_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectPointer,$88A0 $B38C,$88A0,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1,,,SetCCObjectPointer(ptr=$88A0) ; Jump(target=$B38CC8)
$00,88,$B390FF,EventScript_G00_Entry088_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectPointer,$88AC $B38C,$88AC,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1,,,SetCCObjectPointer(ptr=$88AC) ; Jump(target=$B38CC8)
$00,89,$B39105,EventScript_G00_Entry089_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectPointer,$88DC $B38C,$88DC,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1,,,SetCCObjectPointer(ptr=$88DC) ; Jump(target=$B38CC8)
$00,90,$B3910B,EventScript_G00_Entry090_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectPointer,$88F4 $B38C,$88F4,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1,,,SetCCObjectPointer(ptr=$88F4) ; Jump(target=$B38CC8)
$00,91,$B39111,EventScript_G00_Entry091_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectPointer,$8900 $B38C,$8900,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1,,,SetCCObjectPointer(ptr=$8900) ; Jump(target=$B38CC8)
$00,92,$B39117,EventScript_G00_Entry092_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectPointer,$893C $B38C,$893C,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1,,,SetCCObjectPointer(ptr=$893C) ; Jump(target=$B38CE7)
$00,93,$B3911D,EventScript_G00_Entry093_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectPointer,$8144 $B38C,$8144,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1,,,SetCCObjectPointer(ptr=$8144) ; Jump(target=$B38CE2)
$00,94,$B39123,EventScript_G00_Entry094_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectPointer,$80FC $B38D,$80FC,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1,,,SetCCObjectPointer(ptr=$80FC) ; Jump(target=$B38D09)
$00,95,$B39129,EventScript_G00_Entry095_LivestockChickenLivestockAnimal,ObjectAnimalHouseUpgradeDialogHub,animal_chicken_or_poultry,chicken_poultry_visual_context,dialogue_textbox_flow,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectVisual SetCCObjectParam2D,$8A2C,$8A2C,candidate_visual_gobj_pointer_or_asset_table:1,03A3,"Text_3A3_Animal_AhChickenFeather: Ah, This is a chicken feather?,","SetCCObjectVisual(ptr=$8A2C, bank_or_mode=$00) ; SetCCObjectParam2D() ; PickupMole() ; UnknownOpcode_$91()"
$00,96,$B3913A,EventScript_G00_Entry096_ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,object_parameter_setup,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectParam WaitOrSetCCCounter SetCCObjectPointer,$01CB $003C $86A8 $B38C,$86A8,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1 low_immediate_param_or_small_id:2,,,"SetCCObjectParam(param=$01CB, value=$01) ; WaitOrSetCCCounter(value=$003C) ; SetCCObjectPointer(ptr=$86A8) ; Jump(target=$B38CFC)"
$00,97,$B39147,EventScript_G00_Entry097_ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,object_parameter_setup,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectParam WaitOrSetCCCounter SetCCObjectPointer,$01CB $003C $86A8 $B38C,$86A8,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1 low_immediate_param_or_small_id:2,,,"SetCCObjectParam(param=$01CB, value=$00) ; WaitOrSetCCCounter(value=$003C) ; SetCCObjectPointer(ptr=$86A8) ; Jump(target=$B38CFC)"
$00,98,$B39154,EventScript_G00_Entry098_ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,object_parameter_setup,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectParam WaitOrSetCCCounter SetCCObjectPointer,$01CB $003C $86A8 $B38C,$86A8,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1 low_immediate_param_or_small_id:2,,,"SetCCObjectParam(param=$01CB, value=$01) ; WaitOrSetCCCounter(value=$003C) ; SetCCObjectPointer(ptr=$86A8) ; Jump(target=$B38CFC)"
