group,entry,target,residual_addr,hard_group_end,pass73_category,pass74_category,reason,residual_byte,cmd_index,first_bytes_at_residual
$17,3,$B48EC5,$B48EC5,$B48EC5,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$E5,0,$E5 $8E $95 $8F $95 $8F $95 $8F $95 $8F $95 $8F ...
$17,4,$B48EC5,$B48EC5,$B48EC5,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$E5,0,$E5 $8E $95 $8F $95 $8F $95 $8F $95 $8F $95 $8F ...
$17,5,$B48EC5,$B48EC5,$B48EC5,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$E5,0,$E5 $8E $95 $8F $95 $8F $95 $8F $95 $8F $95 $8F ...
$17,6,$B48EC5,$B48EC5,$B48EC5,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$E5,0,$E5 $8E $95 $8F $95 $8F $95 $8F $95 $8F $95 $8F ...
$17,7,$B48EC5,$B48EC5,$B48EC5,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$E5,0,$E5 $8E $95 $8F $95 $8F $95 $8F $95 $8F $95 $8F ...
$17,8,$B48EC5,$B48EC5,$B48EC5,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$E5,0,$E5 $8E $95 $8F $95 $8F $95 $8F $95 $8F $95 $8F ...
$17,9,$B48EC5,$B48EC5,$B48EC5,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$E5,0,$E5 $8E $95 $8F $95 $8F $95 $8F $95 $8F $95 $8F ...
$17,10,$B48EC5,$B48EC5,$B48EC5,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$E5,0,$E5 $8E $95 $8F $95 $8F $95 $8F $95 $8F $95 $8F ...
$17,11,$B48EC5,$B48EC5,$B48EC5,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$E5,0,$E5 $8E $95 $8F $95 $8F $95 $8F $95 $8F $95 $8F ...
$17,12,$B48EC5,$B48EC5,$B48EC5,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$E5,0,$E5 $8E $95 $8F $95 $8F $95 $8F $95 $8F $95 $8F ...
$17,13,$B48EC5,$B48EC5,$B48EC5,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$E5,0,$E5 $8E $95 $8F $95 $8F $95 $8F $95 $8F $95 $8F ...
$17,14,$B48EC5,$B48EC5,$B48EC5,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$E5,0,$E5 $8E $95 $8F $95 $8F $95 $8F $95 $8F $95 $8F ...
$17,15,$B48EC5,$B48EC5,$B48EC5,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$E5,0,$E5 $8E $95 $8F $95 $8F $95 $8F $95 $8F $95 $8F ...
$18,1,$B48F95,$B48F95,$B48F95,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$B5,0,$B5 $8F $DE $8F $D3 $90 $D3 $90 $D3 $90 $D3 $90 ...
$18,2,$B48F95,$B48F95,$B48F95,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$B5,0,$B5 $8F $DE $8F $D3 $90 $D3 $90 $D3 $90 $D3 $90 ...
$18,3,$B48F95,$B48F95,$B48F95,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$B5,0,$B5 $8F $DE $8F $D3 $90 $D3 $90 $D3 $90 $D3 $90 ...
$18,4,$B48F95,$B48F95,$B48F95,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$B5,0,$B5 $8F $DE $8F $D3 $90 $D3 $90 $D3 $90 $D3 $90 ...
$18,5,$B48F95,$B48F95,$B48F95,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$B5,0,$B5 $8F $DE $8F $D3 $90 $D3 $90 $D3 $90 $D3 $90 ...
$18,6,$B48F95,$B48F95,$B48F95,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$B5,0,$B5 $8F $DE $8F $D3 $90 $D3 $90 $D3 $90 $D3 $90 ...
$18,7,$B48F95,$B48F95,$B48F95,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$B5,0,$B5 $8F $DE $8F $D3 $90 $D3 $90 $D3 $90 $D3 $90 ...
$18,8,$B48F95,$B48F95,$B48F95,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$B5,0,$B5 $8F $DE $8F $D3 $90 $D3 $90 $D3 $90 $D3 $90 ...
$18,9,$B48F95,$B48F95,$B48F95,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$B5,0,$B5 $8F $DE $8F $D3 $90 $D3 $90 $D3 $90 $D3 $90 ...
$18,10,$B48F95,$B48F95,$B48F95,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$B5,0,$B5 $8F $DE $8F $D3 $90 $D3 $90 $D3 $90 $D3 $90 ...
$18,11,$B48F95,$B48F95,$B48F95,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$B5,0,$B5 $8F $DE $8F $D3 $90 $D3 $90 $D3 $90 $D3 $90 ...
$18,12,$B48F95,$B48F95,$B48F95,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$B5,0,$B5 $8F $DE $8F $D3 $90 $D3 $90 $D3 $90 $D3 $90 ...
$18,13,$B48F95,$B48F95,$B48F95,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$B5,0,$B5 $8F $DE $8F $D3 $90 $D3 $90 $D3 $90 $D3 $90 ...
$18,14,$B48F95,$B48F95,$B48F95,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$B5,0,$B5 $8F $DE $8F $D3 $90 $D3 $90 $D3 $90 $D3 $90 ...
$18,15,$B48F95,$B48F95,$B48F95,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$B5,0,$B5 $8F $DE $8F $D3 $90 $D3 $90 $D3 $90 $D3 $90 ...
$19,2,$B490D3,$B490D3,$B490D3,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$F3,0,$F3 $90 $1C $91 $B3 $91 $B3 $91 $B3 $91 $B3 $91 ...
$19,3,$B490D3,$B490D3,$B490D3,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$F3,0,$F3 $90 $1C $91 $B3 $91 $B3 $91 $B3 $91 $B3 $91 ...
$19,4,$B490D3,$B490D3,$B490D3,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$F3,0,$F3 $90 $1C $91 $B3 $91 $B3 $91 $B3 $91 $B3 $91 ...
$19,5,$B490D3,$B490D3,$B490D3,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$F3,0,$F3 $90 $1C $91 $B3 $91 $B3 $91 $B3 $91 $B3 $91 ...
$19,6,$B490D3,$B490D3,$B490D3,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$F3,0,$F3 $90 $1C $91 $B3 $91 $B3 $91 $B3 $91 $B3 $91 ...
$19,7,$B490D3,$B490D3,$B490D3,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$F3,0,$F3 $90 $1C $91 $B3 $91 $B3 $91 $B3 $91 $B3 $91 ...
$19,8,$B490D3,$B490D3,$B490D3,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$F3,0,$F3 $90 $1C $91 $B3 $91 $B3 $91 $B3 $91 $B3 $91 ...
$19,9,$B490D3,$B490D3,$B490D3,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$F3,0,$F3 $90 $1C $91 $B3 $91 $B3 $91 $B3 $91 $B3 $91 ...
$19,10,$B490D3,$B490D3,$B490D3,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$F3,0,$F3 $90 $1C $91 $B3 $91 $B3 $91 $B3 $91 $B3 $91 ...
$19,11,$B490D3,$B490D3,$B490D3,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$F3,0,$F3 $90 $1C $91 $B3 $91 $B3 $91 $B3 $91 $B3 $91 ...
$19,12,$B490D3,$B490D3,$B490D3,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$F3,0,$F3 $90 $1C $91 $B3 $91 $B3 $91 $B3 $91 $B3 $91 ...
$19,13,$B490D3,$B490D3,$B490D3,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$F3,0,$F3 $90 $1C $91 $B3 $91 $B3 $91 $B3 $91 $B3 $91 ...
$19,14,$B490D3,$B490D3,$B490D3,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$F3,0,$F3 $90 $1C $91 $B3 $91 $B3 $91 $B3 $91 $B3 $91 ...
$19,15,$B490D3,$B490D3,$B490D3,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$F3,0,$F3 $90 $1C $91 $B3 $91 $B3 $91 $B3 $91 $B3 $91 ...
$1A,2,$B491B3,$B491B3,$B491B3,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$D3,0,$D3 $91 $10 $92 $D2 $92 $D2 $92 $D2 $92 $D2 $92 ...
$1A,3,$B491B3,$B491B3,$B491B3,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$D3,0,$D3 $91 $10 $92 $D2 $92 $D2 $92 $D2 $92 $D2 $92 ...
$1A,4,$B491B3,$B491B3,$B491B3,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$D3,0,$D3 $91 $10 $92 $D2 $92 $D2 $92 $D2 $92 $D2 $92 ...
$1A,5,$B491B3,$B491B3,$B491B3,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$D3,0,$D3 $91 $10 $92 $D2 $92 $D2 $92 $D2 $92 $D2 $92 ...
$1A,6,$B491B3,$B491B3,$B491B3,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$D3,0,$D3 $91 $10 $92 $D2 $92 $D2 $92 $D2 $92 $D2 $92 ...
$1A,7,$B491B3,$B491B3,$B491B3,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$D3,0,$D3 $91 $10 $92 $D2 $92 $D2 $92 $D2 $92 $D2 $92 ...
$1A,8,$B491B3,$B491B3,$B491B3,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$D3,0,$D3 $91 $10 $92 $D2 $92 $D2 $92 $D2 $92 $D2 $92 ...
$1A,9,$B491B3,$B491B3,$B491B3,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$D3,0,$D3 $91 $10 $92 $D2 $92 $D2 $92 $D2 $92 $D2 $92 ...
$1A,10,$B491B3,$B491B3,$B491B3,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$D3,0,$D3 $91 $10 $92 $D2 $92 $D2 $92 $D2 $92 $D2 $92 ...
$1A,11,$B491B3,$B491B3,$B491B3,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$D3,0,$D3 $91 $10 $92 $D2 $92 $D2 $92 $D2 $92 $D2 $92 ...
$1A,12,$B491B3,$B491B3,$B491B3,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$D3,0,$D3 $91 $10 $92 $D2 $92 $D2 $92 $D2 $92 $D2 $92 ...
$1A,13,$B491B3,$B491B3,$B491B3,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$D3,0,$D3 $91 $10 $92 $D2 $92 $D2 $92 $D2 $92 $D2 $92 ...
$1A,14,$B491B3,$B491B3,$B491B3,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$D3,0,$D3 $91 $10 $92 $D2 $92 $D2 $92 $D2 $92 $D2 $92 ...
$1A,15,$B491B3,$B491B3,$B491B3,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$D3,0,$D3 $91 $10 $92 $D2 $92 $D2 $92 $D2 $92 $D2 $92 ...
$1B,1,$B49210,$B49212,$B492D2,short_script_then_inline_residual_payload,true_in_group_inline_residual_needs_manual_trace,residual is still inside the hard owning group range; needs manual event/content analysis,$B4,1,$B4 $09 $01 $21 $92 $38 $11 $10 $13 $01 $00 $12 ...
$1B,2,$B492D2,$B492D2,$B492D2,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$F2,0,$F2 $92 $1D $93 $01 $94 $3C $94 $3C $94 $3C $94 ...
$1B,3,$B492D2,$B492D2,$B492D2,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$F2,0,$F2 $92 $1D $93 $01 $94 $3C $94 $3C $94 $3C $94 ...
$1B,4,$B492D2,$B492D2,$B492D2,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$F2,0,$F2 $92 $1D $93 $01 $94 $3C $94 $3C $94 $3C $94 ...
$1B,5,$B492D2,$B492D2,$B492D2,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$F2,0,$F2 $92 $1D $93 $01 $94 $3C $94 $3C $94 $3C $94 ...
$1B,6,$B492D2,$B492D2,$B492D2,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$F2,0,$F2 $92 $1D $93 $01 $94 $3C $94 $3C $94 $3C $94 ...
$1B,7,$B492D2,$B492D2,$B492D2,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$F2,0,$F2 $92 $1D $93 $01 $94 $3C $94 $3C $94 $3C $94 ...
$1B,8,$B492D2,$B492D2,$B492D2,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$F2,0,$F2 $92 $1D $93 $01 $94 $3C $94 $3C $94 $3C $94 ...
$1B,9,$B492D2,$B492D2,$B492D2,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$F2,0,$F2 $92 $1D $93 $01 $94 $3C $94 $3C $94 $3C $94 ...
$1B,10,$B492D2,$B492D2,$B492D2,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$F2,0,$F2 $92 $1D $93 $01 $94 $3C $94 $3C $94 $3C $94 ...
$1B,11,$B492D2,$B492D2,$B492D2,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$F2,0,$F2 $92 $1D $93 $01 $94 $3C $94 $3C $94 $3C $94 ...
$1B,12,$B492D2,$B492D2,$B492D2,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$F2,0,$F2 $92 $1D $93 $01 $94 $3C $94 $3C $94 $3C $94 ...
$1B,13,$B492D2,$B492D2,$B492D2,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$F2,0,$F2 $92 $1D $93 $01 $94 $3C $94 $3C $94 $3C $94 ...
$1B,14,$B492D2,$B492D2,$B492D2,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$F2,0,$F2 $92 $1D $93 $01 $94 $3C $94 $3C $94 $3C $94 ...
$1B,15,$B492D2,$B492D2,$B492D2,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$F2,0,$F2 $92 $1D $93 $01 $94 $3C $94 $3C $94 $3C $94 ...
$1C,1,$B4931D,$B4931F,$B4943C,short_script_then_inline_residual_payload,true_in_group_inline_residual_needs_manual_trace,residual is still inside the hard owning group range; needs manual event/content analysis,$B4,1,$B4 $09 $0A $26 $93 $38 $10 $1A $9C $02 $8E $01 ...
$1C,3,$B4943C,$B4943C,$B4943C,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$5C,0,$5C $94 $99 $94 $13 $95 $8B $95 $7A $96 $7A $96 ...
$1C,4,$B4943C,$B4943C,$B4943C,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$5C,0,$5C $94 $99 $94 $13 $95 $8B $95 $7A $96 $7A $96 ...
$1C,5,$B4943C,$B4943C,$B4943C,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$5C,0,$5C $94 $99 $94 $13 $95 $8B $95 $7A $96 $7A $96 ...
$1C,6,$B4943C,$B4943C,$B4943C,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$5C,0,$5C $94 $99 $94 $13 $95 $8B $95 $7A $96 $7A $96 ...
$1C,7,$B4943C,$B4943C,$B4943C,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$5C,0,$5C $94 $99 $94 $13 $95 $8B $95 $7A $96 $7A $96 ...
$1C,8,$B4943C,$B4943C,$B4943C,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$5C,0,$5C $94 $99 $94 $13 $95 $8B $95 $7A $96 $7A $96 ...
$1C,9,$B4943C,$B4943C,$B4943C,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$5C,0,$5C $94 $99 $94 $13 $95 $8B $95 $7A $96 $7A $96 ...
$1C,10,$B4943C,$B4943C,$B4943C,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$5C,0,$5C $94 $99 $94 $13 $95 $8B $95 $7A $96 $7A $96 ...
$1C,11,$B4943C,$B4943C,$B4943C,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$5C,0,$5C $94 $99 $94 $13 $95 $8B $95 $7A $96 $7A $96 ...
$1C,12,$B4943C,$B4943C,$B4943C,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$5C,0,$5C $94 $99 $94 $13 $95 $8B $95 $7A $96 $7A $96 ...
$1C,13,$B4943C,$B4943C,$B4943C,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$5C,0,$5C $94 $99 $94 $13 $95 $8B $95 $7A $96 $7A $96 ...
$1C,14,$B4943C,$B4943C,$B4943C,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$5C,0,$5C $94 $99 $94 $13 $95 $8B $95 $7A $96 $7A $96 ...
$1C,15,$B4943C,$B4943C,$B4943C,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$5C,0,$5C $94 $99 $94 $13 $95 $8B $95 $7A $96 $7A $96 ...
$1D,4,$B4967A,$B4967A,$B4967A,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$9A,0,$9A $96 $3F $9A $3F $9A $3F $9A $3F $9A $3F $9A ...
$1D,5,$B4967A,$B4967A,$B4967A,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$9A,0,$9A $96 $3F $9A $3F $9A $3F $9A $3F $9A $3F $9A ...
$1D,6,$B4967A,$B4967A,$B4967A,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$9A,0,$9A $96 $3F $9A $3F $9A $3F $9A $3F $9A $3F $9A ...
$1D,7,$B4967A,$B4967A,$B4967A,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$9A,0,$9A $96 $3F $9A $3F $9A $3F $9A $3F $9A $3F $9A ...
$1D,8,$B4967A,$B4967A,$B4967A,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$9A,0,$9A $96 $3F $9A $3F $9A $3F $9A $3F $9A $3F $9A ...
$1D,9,$B4967A,$B4967A,$B4967A,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$9A,0,$9A $96 $3F $9A $3F $9A $3F $9A $3F $9A $3F $9A ...
$1D,10,$B4967A,$B4967A,$B4967A,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$9A,0,$9A $96 $3F $9A $3F $9A $3F $9A $3F $9A $3F $9A ...
$1D,11,$B4967A,$B4967A,$B4967A,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$9A,0,$9A $96 $3F $9A $3F $9A $3F $9A $3F $9A $3F $9A ...
$1D,12,$B4967A,$B4967A,$B4967A,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$9A,0,$9A $96 $3F $9A $3F $9A $3F $9A $3F $9A $3F $9A ...
$1D,13,$B4967A,$B4967A,$B4967A,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$9A,0,$9A $96 $3F $9A $3F $9A $3F $9A $3F $9A $3F $9A ...
$1D,14,$B4967A,$B4967A,$B4967A,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$9A,0,$9A $96 $3F $9A $3F $9A $3F $9A $3F $9A $3F $9A ...
$1D,15,$B4967A,$B4967A,$B4967A,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$9A,0,$9A $96 $3F $9A $3F $9A $3F $9A $3F $9A $3F $9A ...
$1E,1,$B49A3F,$B49A3F,$B49A3F,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$5F,0,$5F $9A $2A $9C $D5 $9D $31 $9E $31 $9E $31 $9E ...
$1E,2,$B49A3F,$B49A3F,$B49A3F,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$5F,0,$5F $9A $2A $9C $D5 $9D $31 $9E $31 $9E $31 $9E ...
$1E,3,$B49A3F,$B49A3F,$B49A3F,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$5F,0,$5F $9A $2A $9C $D5 $9D $31 $9E $31 $9E $31 $9E ...
$1E,4,$B49A3F,$B49A3F,$B49A3F,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$5F,0,$5F $9A $2A $9C $D5 $9D $31 $9E $31 $9E $31 $9E ...
$1E,5,$B49A3F,$B49A3F,$B49A3F,entry_starts_as_residual_table_or_pointer_row,cross_group_boundary_artifact,linear scan reached the next EventScriptGroup start or later; not a missing opcode for this group,$5F,0,$5F $9A $2A $9C $D5 $9D $31 $9E $31 $9E $31 $9E ...
