group,label,entry,target,duplicate_count,commands,unknown_commands,stop_reason,first_opcode,first_name,classes,pseudocode_preview
$03,EventScriptGroup_03,3,$B3C507,13,2,1,unknown_opcode_$C6,$27,ResetFlagD,flags_values:1 unknown:1,"ResetFlagD(mem=$C6AEC5, bit=$FE) ; UnknownOpcode_$C6()"
$03,EventScriptGroup_03,4,$B3C507,13,2,1,unknown_opcode_$C6,$27,ResetFlagD,flags_values:1 unknown:1,"ResetFlagD(mem=$C6AEC5, bit=$FE) ; UnknownOpcode_$C6()"
$03,EventScriptGroup_03,5,$B3C507,13,2,1,unknown_opcode_$C6,$27,ResetFlagD,flags_values:1 unknown:1,"ResetFlagD(mem=$C6AEC5, bit=$FE) ; UnknownOpcode_$C6()"
$03,EventScriptGroup_03,6,$B3C507,13,2,1,unknown_opcode_$C6,$27,ResetFlagD,flags_values:1 unknown:1,"ResetFlagD(mem=$C6AEC5, bit=$FE) ; UnknownOpcode_$C6()"
$03,EventScriptGroup_03,7,$B3C507,13,2,1,unknown_opcode_$C6,$27,ResetFlagD,flags_values:1 unknown:1,"ResetFlagD(mem=$C6AEC5, bit=$FE) ; UnknownOpcode_$C6()"
$03,EventScriptGroup_03,8,$B3C507,13,2,1,unknown_opcode_$C6,$27,ResetFlagD,flags_values:1 unknown:1,"ResetFlagD(mem=$C6AEC5, bit=$FE) ; UnknownOpcode_$C6()"
$03,EventScriptGroup_03,9,$B3C507,13,2,1,unknown_opcode_$C6,$27,ResetFlagD,flags_values:1 unknown:1,"ResetFlagD(mem=$C6AEC5, bit=$FE) ; UnknownOpcode_$C6()"
$03,EventScriptGroup_03,10,$B3C507,13,2,1,unknown_opcode_$C6,$27,ResetFlagD,flags_values:1 unknown:1,"ResetFlagD(mem=$C6AEC5, bit=$FE) ; UnknownOpcode_$C6()"
$03,EventScriptGroup_03,11,$B3C507,13,2,1,unknown_opcode_$C6,$27,ResetFlagD,flags_values:1 unknown:1,"ResetFlagD(mem=$C6AEC5, bit=$FE) ; UnknownOpcode_$C6()"
$03,EventScriptGroup_03,12,$B3C507,13,2,1,unknown_opcode_$C6,$27,ResetFlagD,flags_values:1 unknown:1,"ResetFlagD(mem=$C6AEC5, bit=$FE) ; UnknownOpcode_$C6()"
$03,EventScriptGroup_03,13,$B3C507,13,2,1,unknown_opcode_$C6,$27,ResetFlagD,flags_values:1 unknown:1,"ResetFlagD(mem=$C6AEC5, bit=$FE) ; UnknownOpcode_$C6()"
$03,EventScriptGroup_03,14,$B3C507,13,2,1,unknown_opcode_$C6,$27,ResetFlagD,flags_values:1 unknown:1,"ResetFlagD(mem=$C6AEC5, bit=$FE) ; UnknownOpcode_$C6()"
$03,EventScriptGroup_03,15,$B3C507,13,2,1,unknown_opcode_$C6,$27,ResetFlagD,flags_values:1 unknown:1,"ResetFlagD(mem=$C6AEC5, bit=$FE) ; UnknownOpcode_$C6()"
$04,EventScriptGroup_04,0,$B3C527,1,85,0,next_entry_boundary,$11,ChangeGameState2,script_control:35 dialog_text:21 conditional:17 cc_state_object:11 screen_transition:1,"ChangeGameState2() ; StartNestedScriptSlot(slot=$01, target=$B3C54E) ; StartNestedScriptSlot(slot=$02, target=$B3C5A1) ; Jump(target=$B3C539) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B3C533) ; JumpIfFlagSet(mem=$7F1F66, bit=$00, target=$B3C54B) ; JumpIfFlagSet(mem=$7F1F6A, bit=$0C, target=$B3C54B) ; StartNestedScriptSlot(slot=$03, target=$B3C600) ; Jump(target=$B3C533) ; ..."
$04,EventScriptGroup_04,1,$B3C6AE,1,20,0,next_entry_boundary,$11,ChangeGameState2,script_control:10 dialog_text:5 cc_state_object:2 conditional:2 screen_transition:1,"ChangeGameState2() ; StartNestedScriptSlot(slot=$01, target=$B3C6B9) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B3C6B3) ; SpawnOrMoveCCObject(x=$0068, y=$00E8, visual=$8354, mode=$00) ; SetCCObjectAndJump(target=$B3C6CC) ; SetCCObjectParam4(a=$E9, ptr=$D3C6, d=$C6) ; Jump(target=$B3C6C1) ; StartTextBox(text_id=$01E0, mode=$00) ; Jump(target=$B3C6C1) ; ..."
$04,EventScriptGroup_04,2,$B3C6FE,1,59,0,next_entry_boundary,$11,ChangeGameState2,script_control:24 dialog_text:13 conditional:12 cc_state_object:9 screen_transition:1,"ChangeGameState2() ; StartNestedScriptSlot(slot=$01, target=$B3C721) ; Jump(target=$B3C70C) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B3C706) ; JumpIfFlagSet(mem=$7F1F66, bit=$02, target=$B3C71E) ; JumpIfFlagSet(mem=$7F1F6C, bit=$00, target=$B3C71E) ; StartNestedScriptSlot(slot=$02, target=$B3C758) ; Jump(target=$B3C706) ; SpawnOrMoveCCObject(x=$0028, y=$0168, visual=$83FC, mode=$02) ; ..."
$04,EventScriptGroup_04,3,$B3C810,1,61,0,next_entry_boundary,$11,ChangeGameState2,script_control:25 dialog_text:14 conditional:12 cc_state_object:9 screen_transition:1,"ChangeGameState2() ; StartNestedScriptSlot(slot=$01, target=$B3C82C) ; Jump(target=$B3C81E) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B3C818) ; JumpIfFlagSet(mem=$7F1F66, bit=$01, target=$B3C829) ; StartNestedScriptSlot(slot=$02, target=$B3C871) ; Jump(target=$B3C818) ; SpawnOrMoveCCObject(x=$0028, y=$0168, visual=$8318, mode=$02) ; SetCCObjectAndJump(target=$B3C83F) ; ..."
$04,EventScriptGroup_04,4,$B3C92A,1,79,0,next_entry_boundary,$11,ChangeGameState2,script_control:33 dialog_text:18 conditional:15 cc_state_object:12 screen_transition:1,"ChangeGameState2() ; StartNestedScriptSlot(slot=$01, target=$B3C96A) ; StartNestedScriptSlot(slot=$02, target=$B3C9B2) ; JumpIfFlagSet(mem=$7F1F6C, bit=$02, target=$B3C94E) ; JumpIfFlagSet(mem=$7F1F6C, bit=$03, target=$B3C94E) ; StartNestedScriptSlot(slot=$04, target=$B3C95C) ; Jump(target=$B3C94E) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B3C948) ; JumpIfFlagSet(mem=$7F1F66, bit=$03, target=$B3C959) ; ..."
$04,EventScriptGroup_04,5,$B3CA98,1,47,0,next_entry_boundary,$09,StartNestedScriptSlot,script_control:20 dialog_text:12 cc_state_object:9 conditional:6,"StartNestedScriptSlot(slot=$01, target=$B3CAA6) ; StartNestedScriptSlot(slot=$02, target=$B3CB29) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B3CAA0) ; SpawnOrMoveCCObject(x=$0088, y=$0050, visual=$82E8, mode=$00) ; SetCCObjectAndJump(target=$B3CAB9) ; SetCCObjectParam4(a=$DA, ptr=$C4CA, d=$CA) ; Jump(target=$B3CAAE) ; StartTextBox(text_id=$01CA, mode=$00) ; SetCCObjectParam(param=$0288, value=$00) ; ..."
$04,EventScriptGroup_04,6,$B3CB60,1,17,0,next_entry_boundary,$09,StartNestedScriptSlot,script_control:9 dialog_text:4 cc_state_object:3 conditional:1,"StartNestedScriptSlot(slot=$01, target=$B3CB6A) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B3CB64) ; SpawnOrMoveCCObject(x=$00E8, y=$009C, visual=$836C, mode=$03) ; SetCCObjectAndJump(target=$B3CB7D) ; SetCCObjectParam4(a=$9E, ptr=$88CB, d=$CB) ; Jump(target=$B3CB72) ; StartTextBox(text_id=$01C9, mode=$00) ; SetCCObjectParam(param=$02AF, value=$00) ; Jump(target=$B3CB72) ; ..."
$04,EventScriptGroup_04,7,$B3CBA5,1,19,0,stop_or_wait_opcode_$10,$11,ChangeGameState2,script_control:11 dialog_text:4 cc_state_object:2 screen_transition:1 conditional:1,"ChangeGameState2() ; StartNestedScriptSlot(slot=$01, target=$B3CBEC) ; StartNestedScriptSlot(slot=$02, target=$B3CBB4) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B3CBAE) ; SpawnOrMoveCCObject(x=$0058, y=$00B8, visual=$8234, mode=$00) ; SetCCObjectAndJump(target=$B3CBC7) ; SetCCObjectParam4(a=$E4, ptr=$CECB, d=$CB) ; Jump(target=$B3CBBC) ; StartTextBox(text_id=$01C8, mode=$00) ; ..."
$04,EventScriptGroup_04,8,$B3CC71,8,1,1,unknown_opcode_$91,$91,UnknownOpcode_91,unknown:1,UnknownOpcode_$91()
$04,EventScriptGroup_04,9,$B3CC71,8,1,1,unknown_opcode_$91,$91,UnknownOpcode_91,unknown:1,UnknownOpcode_$91()
$04,EventScriptGroup_04,10,$B3CC71,8,1,1,unknown_opcode_$91,$91,UnknownOpcode_91,unknown:1,UnknownOpcode_$91()
$04,EventScriptGroup_04,11,$B3CC71,8,1,1,unknown_opcode_$91,$91,UnknownOpcode_91,unknown:1,UnknownOpcode_$91()
$04,EventScriptGroup_04,12,$B3CC71,8,1,1,unknown_opcode_$91,$91,UnknownOpcode_91,unknown:1,UnknownOpcode_$91()
$04,EventScriptGroup_04,13,$B3CC71,8,1,1,unknown_opcode_$91,$91,UnknownOpcode_91,unknown:1,UnknownOpcode_$91()
$04,EventScriptGroup_04,14,$B3CC71,8,1,1,unknown_opcode_$91,$91,UnknownOpcode_91,unknown:1,UnknownOpcode_$91()
$04,EventScriptGroup_04,15,$B3CC71,8,1,1,unknown_opcode_$91,$91,UnknownOpcode_91,unknown:1,UnknownOpcode_$91()
$05,EventScriptGroup_05,0,$B3CC91,1,93,0,stop_or_wait_opcode_$10,$11,ChangeGameState2,script_control:37 conditional:20 cc_state_object:17 dialog_text:17 screen_transition:1 time_rng_palette:1,"ChangeGameState2() ; StartNestedScriptSlot(slot=$01, target=$B3CCDB) ; StartNestedScriptSlot(slot=$02, target=$B3CD7C) ; StartNestedScriptSlot(slot=$03, target=$B3CDB6) ; StartNestedScriptSlot(slot=$04, target=$B3CE2C) ; StartNestedScriptSlot(slot=$05, target=$B3CE8C) ; StartNestedScriptSlot(slot=$06, target=$B3CF69) ; StartNestedScriptSlot(slot=$07, target=$B3D04A) ; StartNestedScriptSlot(slot=$08, target=$B3D10A) ; Jump(target=$B3CCBB) ; ..."
$05,EventScriptGroup_05,1,$B3D447,15,1,1,unknown_opcode_$67,$67,UnknownOpcode_67,unknown:1,UnknownOpcode_$67()
$05,EventScriptGroup_05,2,$B3D447,15,1,1,unknown_opcode_$67,$67,UnknownOpcode_67,unknown:1,UnknownOpcode_$67()
$05,EventScriptGroup_05,3,$B3D447,15,1,1,unknown_opcode_$67,$67,UnknownOpcode_67,unknown:1,UnknownOpcode_$67()
$05,EventScriptGroup_05,4,$B3D447,15,1,1,unknown_opcode_$67,$67,UnknownOpcode_67,unknown:1,UnknownOpcode_$67()
$05,EventScriptGroup_05,5,$B3D447,15,1,1,unknown_opcode_$67,$67,UnknownOpcode_67,unknown:1,UnknownOpcode_$67()
$05,EventScriptGroup_05,6,$B3D447,15,1,1,unknown_opcode_$67,$67,UnknownOpcode_67,unknown:1,UnknownOpcode_$67()
$05,EventScriptGroup_05,7,$B3D447,15,1,1,unknown_opcode_$67,$67,UnknownOpcode_67,unknown:1,UnknownOpcode_$67()
$05,EventScriptGroup_05,8,$B3D447,15,1,1,unknown_opcode_$67,$67,UnknownOpcode_67,unknown:1,UnknownOpcode_$67()
$05,EventScriptGroup_05,9,$B3D447,15,1,1,unknown_opcode_$67,$67,UnknownOpcode_67,unknown:1,UnknownOpcode_$67()
$05,EventScriptGroup_05,10,$B3D447,15,1,1,unknown_opcode_$67,$67,UnknownOpcode_67,unknown:1,UnknownOpcode_$67()
$05,EventScriptGroup_05,11,$B3D447,15,1,1,unknown_opcode_$67,$67,UnknownOpcode_67,unknown:1,UnknownOpcode_$67()
$05,EventScriptGroup_05,12,$B3D447,15,1,1,unknown_opcode_$67,$67,UnknownOpcode_67,unknown:1,UnknownOpcode_$67()
$05,EventScriptGroup_05,13,$B3D447,15,1,1,unknown_opcode_$67,$67,UnknownOpcode_67,unknown:1,UnknownOpcode_$67()
$05,EventScriptGroup_05,14,$B3D447,15,1,1,unknown_opcode_$67,$67,UnknownOpcode_67,unknown:1,UnknownOpcode_$67()
$05,EventScriptGroup_05,15,$B3D447,15,1,1,unknown_opcode_$67,$67,UnknownOpcode_67,unknown:1,UnknownOpcode_$67()
$06,EventScriptGroup_06,0,$B3D467,1,67,0,next_entry_boundary,$11,ChangeGameState2,script_control:27 dialog_text:16 conditional:13 cc_state_object:10 screen_transition:1,"ChangeGameState2() ; StartNestedScriptSlot(slot=$01, target=$B3D48E) ; StartNestedScriptSlot(slot=$02, target=$B3D4D0) ; Jump(target=$B3D479) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B3D473) ; JumpIfFlagSet(mem=$7F1F66, bit=$00, target=$B3D48B) ; JumpIfFlagSet(mem=$7F1F6A, bit=$0C, target=$B3D48B) ; StartNestedScriptSlot(slot=$03, target=$B3D50B) ; Jump(target=$B3D473) ; ..."
$06,EventScriptGroup_06,1,$B3D59D,1,17,0,next_entry_boundary,$11,ChangeGameState2,script_control:8 dialog_text:4 cc_state_object:2 conditional:2 screen_transition:1,"ChangeGameState2() ; StartNestedScriptSlot(slot=$01, target=$B3D5A8) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B3D5A2) ; SpawnOrMoveCCObject(x=$0068, y=$00E8, visual=$8354, mode=$00) ; SetCCObjectParam4(a=$CE, ptr=$B8D5, d=$D5) ; Jump(target=$B3D5B0) ; JumpIfBetweenByte(mem=$80091E, low=$09, high=$0C, target=$B3D5C7) ; StartTextBox(text_id=$0200, mode=$00) ; Jump(target=$B3D5B0) ; ..."
$06,EventScriptGroup_06,2,$B3D5E3,1,52,0,next_entry_boundary,$11,ChangeGameState2,script_control:22 dialog_text:12 conditional:10 cc_state_object:7 screen_transition:1,"ChangeGameState2() ; StartNestedScriptSlot(slot=$01, target=$B3D606) ; Jump(target=$B3D5F1) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B3D5EB) ; JumpIfFlagSet(mem=$7F1F66, bit=$02, target=$B3D603) ; JumpIfFlagSet(mem=$7F1F6C, bit=$00, target=$B3D603) ; StartNestedScriptSlot(slot=$02, target=$B3D641) ; Jump(target=$B3D5EB) ; SpawnOrMoveCCObject(x=$0028, y=$0168, visual=$83FC, mode=$02) ; ..."
$06,EventScriptGroup_06,3,$B3D6CF,1,54,0,next_entry_boundary,$11,ChangeGameState2,script_control:22 dialog_text:12 conditional:11 cc_state_object:8 screen_transition:1,"ChangeGameState2() ; StartNestedScriptSlot(slot=$01, target=$B3D6EB) ; Jump(target=$B3D6DD) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B3D6D7) ; JumpIfFlagSet(mem=$7F1F66, bit=$01, target=$B3D6E8) ; StartNestedScriptSlot(slot=$02, target=$B3D726) ; Jump(target=$B3D6D7) ; SpawnOrMoveCCObject(x=$0028, y=$0168, visual=$8318, mode=$00) ; SetCCObjectParam4(a=$11, ptr=$FBD7, d=$D6) ; ..."
$06,EventScriptGroup_06,4,$B3D7C9,1,69,0,next_entry_boundary,$11,ChangeGameState2,script_control:28 dialog_text:15 conditional:14 cc_state_object:11 screen_transition:1,"ChangeGameState2() ; StartNestedScriptSlot(slot=$01, target=$B3D805) ; JumpIfFlagSet(mem=$7F1F6C, bit=$02, target=$B3D7E9) ; JumpIfFlagSet(mem=$7F1F6C, bit=$03, target=$B3D7E9) ; StartNestedScriptSlot(slot=$03, target=$B3D7F7) ; Jump(target=$B3D7E9) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B3D7E3) ; JumpIfFlagSet(mem=$7F1F66, bit=$03, target=$B3D7F4) ; StartNestedScriptSlot(slot=$02, target=$B3D85E) ; ..."
$06,EventScriptGroup_06,5,$B3D90E,1,33,0,stop_or_wait_opcode_$10,$11,ChangeGameState2,script_control:15 dialog_text:8 conditional:5 cc_state_object:4 screen_transition:1,"ChangeGameState2() ; StartNestedScriptSlot(slot=$01, target=$B3D91D) ; StartNestedScriptSlot(slot=$02, target=$B3D958) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B3D917) ; SpawnOrMoveCCObject(x=$0088, y=$0050, visual=$82E8, mode=$00) ; SetCCObjectParam4(a=$43, ptr=$2DD9, d=$D9) ; Jump(target=$B3D925) ; JumpIfBetweenByte(mem=$80091E, low=$09, high=$0C, target=$B3D93C) ; StartTextBox(text_id=$0200, mode=$00) ; ..."
$06,EventScriptGroup_06,6,$B3D99B,1,23,0,next_entry_boundary,$11,ChangeGameState2,script_control:12 dialog_text:6 cc_state_object:2 conditional:2 screen_transition:1,"ChangeGameState2() ; StartNestedScriptSlot(slot=$01, target=$B3D9A6) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B3D9A0) ; SpawnOrMoveCCObject(x=$00E8, y=$009C, visual=$8378, mode=$03) ; SetCCObjectParam4(a=$CC, ptr=$B6D9, d=$D9) ; Jump(target=$B3D9AE) ; JumpIfBetweenByte(mem=$80091E, low=$09, high=$0C, target=$B3D9C5) ; StartTextBox(text_id=$0200, mode=$00) ; Jump(target=$B3D9AE) ; ..."
$06,EventScriptGroup_06,7,$B3D9F7,9,2,1,unknown_opcode_$72,$17,GetRNG,time_rng_palette:1 unknown:1,GetRNG(value=$DA) ; UnknownOpcode_$72()
$06,EventScriptGroup_06,8,$B3D9F7,9,2,1,unknown_opcode_$72,$17,GetRNG,time_rng_palette:1 unknown:1,GetRNG(value=$DA) ; UnknownOpcode_$72()
$06,EventScriptGroup_06,9,$B3D9F7,9,2,1,unknown_opcode_$72,$17,GetRNG,time_rng_palette:1 unknown:1,GetRNG(value=$DA) ; UnknownOpcode_$72()
$06,EventScriptGroup_06,10,$B3D9F7,9,2,1,unknown_opcode_$72,$17,GetRNG,time_rng_palette:1 unknown:1,GetRNG(value=$DA) ; UnknownOpcode_$72()
$06,EventScriptGroup_06,11,$B3D9F7,9,2,1,unknown_opcode_$72,$17,GetRNG,time_rng_palette:1 unknown:1,GetRNG(value=$DA) ; UnknownOpcode_$72()
$06,EventScriptGroup_06,12,$B3D9F7,9,2,1,unknown_opcode_$72,$17,GetRNG,time_rng_palette:1 unknown:1,GetRNG(value=$DA) ; UnknownOpcode_$72()
$06,EventScriptGroup_06,13,$B3D9F7,9,2,1,unknown_opcode_$72,$17,GetRNG,time_rng_palette:1 unknown:1,GetRNG(value=$DA) ; UnknownOpcode_$72()
$06,EventScriptGroup_06,14,$B3D9F7,9,2,1,unknown_opcode_$72,$17,GetRNG,time_rng_palette:1 unknown:1,GetRNG(value=$DA) ; UnknownOpcode_$72()
$06,EventScriptGroup_06,15,$B3D9F7,9,2,1,unknown_opcode_$72,$17,GetRNG,time_rng_palette:1 unknown:1,GetRNG(value=$DA) ; UnknownOpcode_$72()
$07,EventScriptGroup_07,0,$B3DA17,1,78,0,next_entry_boundary,$11,ChangeGameState2,script_control:33 dialog_text:20 conditional:13 cc_state_object:11 screen_transition:1,"ChangeGameState2() ; StartNestedScriptSlot(slot=$01, target=$B3DA3E) ; StartNestedScriptSlot(slot=$02, target=$B3DA96) ; Jump(target=$B3DA29) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B3DA23) ; JumpIfFlagSet(mem=$7F1F66, bit=$00, target=$B3DA3B) ; JumpIfFlagSet(mem=$7F1F6A, bit=$0C, target=$B3DA3B) ; StartNestedScriptSlot(slot=$03, target=$B3DAEE) ; Jump(target=$B3DA23) ; ..."
$07,EventScriptGroup_07,1,$B3DB72,1,24,0,next_entry_boundary,$11,ChangeGameState2,script_control:11 dialog_text:6 cc_state_object:3 conditional:3 screen_transition:1,"ChangeGameState2() ; StartNestedScriptSlot(slot=$01, target=$B3DB7D) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B3DB77) ; SpawnOrMoveCCObject(x=$0068, y=$00E8, visual=$8354, mode=$00) ; SetCCObjectAndJump(target=$B3DB97) ; SetCCObjectParam4(a=$9E, ptr=$90DB, d=$DB) ; Jump(target=$B3DB85) ; StartTextBox(text_id=$0200, mode=$00) ; Jump(target=$B3DB85) ; ..."
$07,EventScriptGroup_07,2,$B3DBD5,1,57,0,next_entry_boundary,$11,ChangeGameState2,script_control:24 dialog_text:13 cc_state_object:10 conditional:9 screen_transition:1,"ChangeGameState2() ; StartNestedScriptSlot(slot=$01, target=$B3DBF8) ; Jump(target=$B3DBE3) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B3DBDD) ; JumpIfFlagSet(mem=$7F1F66, bit=$02, target=$B3DBF5) ; JumpIfFlagSet(mem=$7F1F6C, bit=$00, target=$B3DBF5) ; StartNestedScriptSlot(slot=$02, target=$B3DC4A) ; Jump(target=$B3DBDD) ; SpawnOrMoveCCObject(x=$0028, y=$0168, visual=$83FC, mode=$02) ; ..."
$07,EventScriptGroup_07,3,$B3DCD1,1,56,0,next_entry_boundary,$11,ChangeGameState2,script_control:24 dialog_text:13 conditional:9 cc_state_object:9 screen_transition:1,"ChangeGameState2() ; StartNestedScriptSlot(slot=$01, target=$B3DCED) ; Jump(target=$B3DCDF) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B3DCD9) ; JumpIfFlagSet(mem=$7F1F66, bit=$01, target=$B3DCEA) ; StartNestedScriptSlot(slot=$02, target=$B3DD3F) ; Jump(target=$B3DCD9) ; SpawnOrMoveCCObject(x=$0028, y=$0168, visual=$8318, mode=$02) ; SetCCObjectAndJump(target=$B3DD07) ; ..."
$07,EventScriptGroup_07,4,$B3DDC7,1,74,0,next_entry_boundary,$11,ChangeGameState2,script_control:33 dialog_text:17 cc_state_object:12 conditional:11 screen_transition:1,"ChangeGameState2() ; StartNestedScriptSlot(slot=$01, target=$B3DE07) ; JumpIfFlagSet(mem=$7F1F6C, bit=$02, target=$B3DDEB) ; JumpIfFlagSet(mem=$7F1F6C, bit=$03, target=$B3DDEB) ; StartNestedScriptSlot(slot=$03, target=$B3DDF9) ; StartNestedScriptSlot(slot=$04, target=$B3DE55) ; Jump(target=$B3DDEB) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B3DDE5) ; JumpIfFlagSet(mem=$7F1F66, bit=$03, target=$B3DDF6) ; ..."
$07,EventScriptGroup_07,5,$B3DF0F,1,46,0,next_entry_boundary,$11,ChangeGameState2,script_control:19 dialog_text:11 cc_state_object:10 conditional:5 screen_transition:1,"ChangeGameState2() ; StartNestedScriptSlot(slot=$01, target=$B3DF1E) ; StartNestedScriptSlot(slot=$02, target=$B3DF92) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B3DF18) ; SpawnOrMoveCCObject(x=$0088, y=$0050, visual=$82E8, mode=$00) ; SetCCObjectAndJump(target=$B3DF38) ; SetCCObjectParam4(a=$43, ptr=$31DF, d=$DF) ; Jump(target=$B3DF26) ; StartTextBox(text_id=$0200, mode=$00) ; ..."
$07,EventScriptGroup_07,6,$B3DFCE,1,26,0,next_entry_boundary,$11,ChangeGameState2,script_control:10 cc_state_object:8 dialog_text:5 conditional:2 screen_transition:1,"ChangeGameState2() ; StartNestedScriptSlot(slot=$01, target=$B3DFD9) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B3DFD3) ; SpawnOrMoveCCObject(x=$00E8, y=$0098, visual=$836C, mode=$03) ; SetCCObjectAndJump(target=$B3DFF7) ; SetCCObjectParam4(a=$02, ptr=$ECE0, d=$DF) ; Jump(target=$B3DFE1) ; StartTextBox(text_id=$0200, mode=$00) ; SetCCObjectParam(param=$02AF, value=$00) ; ..."
$07,EventScriptGroup_07,7,$B3E037,1,20,0,stop_or_wait_opcode_$10,$11,ChangeGameState2,script_control:11 dialog_text:4 cc_state_object:3 screen_transition:1 conditional:1,"ChangeGameState2() ; StartNestedScriptSlot(slot=$01, target=$B3E083) ; StartNestedScriptSlot(slot=$02, target=$B3E046) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B3E040) ; SpawnOrMoveCCObject(x=$0058, y=$00B8, visual=$8234, mode=$00) ; SetCCObjectAndJump(target=$B3E060) ; SetCCObjectParam4(a=$67, ptr=$59E0, d=$E0) ; Jump(target=$B3E04E) ; StartTextBox(text_id=$03BC, mode=$00) ; ..."
$07,EventScriptGroup_07,8,$B3E0BF,8,1,1,unknown_opcode_$DF,$DF,UnknownOpcode_DF,unknown:1,UnknownOpcode_$DF()
$07,EventScriptGroup_07,9,$B3E0BF,8,1,1,unknown_opcode_$DF,$DF,UnknownOpcode_DF,unknown:1,UnknownOpcode_$DF()
$07,EventScriptGroup_07,10,$B3E0BF,8,1,1,unknown_opcode_$DF,$DF,UnknownOpcode_DF,unknown:1,UnknownOpcode_$DF()
$07,EventScriptGroup_07,11,$B3E0BF,8,1,1,unknown_opcode_$DF,$DF,UnknownOpcode_DF,unknown:1,UnknownOpcode_$DF()
$07,EventScriptGroup_07,12,$B3E0BF,8,1,1,unknown_opcode_$DF,$DF,UnknownOpcode_DF,unknown:1,UnknownOpcode_$DF()
$07,EventScriptGroup_07,13,$B3E0BF,8,1,1,unknown_opcode_$DF,$DF,UnknownOpcode_DF,unknown:1,UnknownOpcode_$DF()
$07,EventScriptGroup_07,14,$B3E0BF,8,1,1,unknown_opcode_$DF,$DF,UnknownOpcode_DF,unknown:1,UnknownOpcode_$DF()
$07,EventScriptGroup_07,15,$B3E0BF,8,1,1,unknown_opcode_$DF,$DF,UnknownOpcode_DF,unknown:1,UnknownOpcode_$DF()
$08,EventScriptGroup_08,0,$B3E0DF,1,50,0,next_entry_boundary,$11,ChangeGameState2,script_control:20 dialog_text:11 conditional:10 cc_state_object:8 screen_transition:1,"ChangeGameState2() ; StartNestedScriptSlot(slot=$01, target=$B3E102) ; Jump(target=$B3E0ED) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B3E0E7) ; JumpIfFlagSet(mem=$7F1F66, bit=$00, target=$B3E0FF) ; JumpIfFlagSet(mem=$7F1F6A, bit=$0C, target=$B3E0FF) ; StartNestedScriptSlot(slot=$02, target=$B3E12F) ; Jump(target=$B3E0E7) ; SpawnOrMoveCCObject(x=$0188, y=$00A0, visual=$83F0, mode=$00) ; ..."
$08,EventScriptGroup_08,1,$B3E1C9,1,25,0,next_entry_boundary,$11,ChangeGameState2,script_control:12 dialog_text:6 cc_state_object:4 conditional:2 screen_transition:1,"ChangeGameState2() ; StartNestedScriptSlot(slot=$01, target=$B3E1D8) ; StartNestedScriptSlot(slot=$02, target=$B3E205) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B3E1D2) ; SpawnOrMoveCCObject(x=$0068, y=$00E8, visual=$8354, mode=$02) ; SetCCObjectParam4(a=$FE, ptr=$E8E1, d=$E1) ; Jump(target=$B3E1E0) ; JumpIfBetweenByte(mem=$80091E, low=$09, high=$0C, target=$B3E1F7) ; StartTextBox(text_id=$0200, mode=$00) ; ..."
$08,EventScriptGroup_08,2,$B3E232,1,51,0,next_entry_boundary,$11,ChangeGameState2,script_control:21 dialog_text:11 conditional:10 cc_state_object:8 screen_transition:1,"ChangeGameState2() ; StartNestedScriptSlot(slot=$01, target=$B3E255) ; Jump(target=$B3E240) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B3E23A) ; JumpIfFlagSet(mem=$7F1F66, bit=$02, target=$B3E252) ; JumpIfFlagSet(mem=$7F1F6C, bit=$00, target=$B3E252) ; StartNestedScriptSlot(slot=$02, target=$B3E282) ; Jump(target=$B3E23A) ; SpawnOrMoveCCObject(x=$0028, y=$0168, visual=$83FC, mode=$02) ; ..."
