bank,bank_file,label,snes_addr,source_line,word_count,byte_count,terminated,text
B7,bank_B7.asm,Text_129_Sign_ExtensionHouseCallUsHave,B7BDF0,1123,132,264,True,"For the extension of your   house:please call us when   you have enough wood
for it. See: there's a sign by the house.Check it out."
B7,bank_B7.asm,Text_12A_Dialog_NowExtensionCampaignIfEnlargeyour,B7BEF8,1141,132,264,True,"Now it's an extension       campaign. If you can enlargeyour house by the end of
summer: you will get a      special gift for free."
B7,bank_B7.asm,Text_12B_Mountain_AnglerLivePerfectFreedomBetter,B7C000,1159,166,332,True,"I'm an angler. I live in    perfect freedom.            You' better forget your
work and spend some quiet   time: once in a while:      enjoying things like
fishing."
B7,bank_B7.asm,Text_12C_Mountain_PrepareFishingRodNextTime,B7C14C,1181,47,94,True,I'll prepare a fishing rod  for you next time.
B7,bank_B7.asm,Text_12D_Dialog_WhatsUpHowsWorkGoing,B7C1AA,1188,40,80,True,Hi:what's up?. How's your   work going?
B7,bank_B7.asm,Text_12E_Sign_GatherMaterialsChoppingLogsMountain,B7C1FA,1194,66,132,True,You can gather materials by chopping logs in the        mountain.
B7,bank_B7.asm,Text_12F_Dialog_AlsoUseMaterialsFenceAlways,B7C27E,1204,76,152,True,You can also use materials  for the fence so you should always gather them.
B7,bank_B7.asm,Text_130_Dialog_WantEnlargeHouseC,B7C316,1215,68,136,False,"Do you want to enlarge your house?
 Yes                         No<CHOICE_OR_WAIT>c"
B7,bank_B7.asm,Text_131_Dialog_RanchTomorrow,B7C39E,1225,38,76,True,OK.I'll be at the ranch     tomorrow.
B7,bank_B7.asm,Text_132_Animal_LetMeKnowWheneverWant,B7C3EA,1231,43,86,True,Let me know whenever you    want to do it.
B7,bank_B7.asm,Text_133_Dialog_LikeLivingSuperDeluxeGreat,B7C440,1238,80,160,True,"How do you like living in   the ""Super Deluxe Great Log House""? Isn't it great?"
B7,bank_B7.asm,Text_134_Dialog_CostsGEnlargeHouseTake,B7C4E0,1249,120,240,False,"It costs <$00B7><CTRL_B2><CTRL_B2><CTRL_B2>G to enlarge   your house. Take it?
 Yes                         No                           Money <CTRL_FFFC>hi<CTRL_B2>G<CHOICE_OR_WAIT>c"
B7,bank_B7.asm,Text_135_Dialog_AlrightStartOffTomorrow,B7C5D0,1265,38,76,True,Alright.We'll start off     tomorrow.
B7,bank_B7.asm,Text_136_Dialog_CallMeAgainAnyTime,B7C61C,1271,34,68,True,Oh...OK.Call me again any   time.
B7,bank_B7.asm,Text_137_Sign_MyGodTheresEnoughMaterials,B7C660,1277,279,558,True,"Oh my God, There's not      enough materials. Hey:listento me very carefully,
We don't want to do         half-finished work,         We can't start without
enough materials.           You'll see what you need on that sign there so getting
them is the first thing     to do.Bye."
B7,bank_B7.asm,Text_138_Manual_ChopStumpsAxeMakeMaterials,B7C88E,1313,98,196,True,"Chop stumps with an axe to  make them materials.It      takes you about <$00B8> hits
to chop them down."
B7,bank_B7.asm,Text_139_Dialog_HeeHeeLookForward,B7C952,1327,29,58,True,Hee-hee:look forward to it.
B7,bank_B7.asm,Text_13A_Dialog_BuildTerrificOneLookForward,B7C98C,1332,48,96,True,"I'll build a terrific one,  Look forward to it."
B7,bank_B7.asm,Text_13B_Dialog_CostsGEnlargeHouseTake,B7C9EC,1339,120,240,False,"It costs <CTRL_B3><CTRL_B2><CTRL_B2><CTRL_B2><CTRL_B2>G to enlarge  your house. Take it?
 Yes                         No                           Money <CTRL_FFFC>hj<CTRL_B2>G<CHOICE_OR_WAIT>c"
B7,bank_B7.asm,Text_13C_Dialog_Have,B7CADC,1355,38,76,True,Oh no:just do what you have to do.OK?
B7,bank_B7.asm,Text_13D_Romance_LookExcellentHouseCalledSuper,B7CB28,1361,68,136,True,"Look:isn't it an excellent  house? It's called ""Super   Log House."""
B7,bank_B7.asm,Text_13E_Romance_WhatsHappenedEveTonight,B7CBB0,1371,37,74,True,What's happened to Eve      tonight?
B7,bank_B7.asm,Text_13F_Shipping_NinasMotherCollapsedFromfeverSell,B7CBFA,1377,86,172,True,"Nina's mother collapsed fromfever. I can't sell tools   while Dad is out
nursing her."
B7,bank_B7.asm,Text_140_Romance_FinishedLookSuperDeluxeGreat,B7CCA6,1389,110,220,True,"It's finished, Look at this the ""Super Deluxe Great Log House"",,
Even if I do fall in love   with it.See you."
B7,bank_B7.asm,Text_141_Dialog_SayHeardRareSeedGrows,B7CD82,1404,125,250,True,"Say:I've heard of a rare    seed.It grows to be a tall  bean tree that reaches
all the way to the sky.     I want to see it."
B7,bank_B7.asm,Text_142_Sign_WasScaredEarthquakeMorningCome,B7CE7C,1421,115,230,True,"Hi,I was scared by the      earthquake  this morning.   Come up to the mountain
after checking out the      ranch."
B7,bank_B7.asm,Text_143_Romance_LikeNina,B7CF62,1437,25,50,True,.....Do you like...Nina?
B7,bank_B7.asm,Text_144_Dialog_TodayLastDayYearSeems,B7CF94,1442,112,224,True,"Today is the last day of    this year. It seems long    enough but at the same
time:it flies by quickly    too."
B7,bank_B7.asm,Text_145_Dialog_ScheduledDateHasAlreadyPassed,B7D074,1457,85,170,True,Scheduled date has already  passed now.  I have to let  them in the shed right away.
B7,bank_B7.asm,Text_146_Animal_LongWinterFinallyOverAnimals,B7D11E,1469,89,178,True,"Hey:the long winter is      finally over. Animals looks so happy when springs
comes too."
B7,bank_B7.asm,Text_147_Dialog_YeahFeltDizzy,B7D1D0,1482,37,74,True,...yeah:I'm OK.I just felt  dizzy...
B7,bank_B7.asm,Text_148_Animal_WanderingHawkerTodayHaveVery,B7D21A,1488,227,454,False,"I'm a wandering hawker.     Today:I have very rare      berries.
Take one bite:and you'll be full of vitality.This is a  special offer:
I can exchange some for a   chicken over there.
 Exchange                    Not exchange<CHOICE_OR_WAIT>c"
B7,bank_B7.asm,Text_149_Animal_WanderingHawkerTodayHaveVery,B7D3E0,1518,237,474,False,"I'm a wandering hawker.     Today:I have a very rare    bean seed.
You'll see the wonder when  you plant it in the soil.   I can exchange it with one
of your cows.               It's a bargain.
 Exchange                    Not exchange<CHOICE_OR_WAIT>c"
B7,bank_B7.asm,Text_14A_Animal_ThenCowNowMineHawker,B7D5BA,1549,65,130,True,Well then:this cow is now   mine. The hawker is glad.   See you.
B7,bank_B7.asm,Text_14B_Sign_CowMineNowPutSeed,B7D63C,1559,151,302,True,"OK:this cow is mine now.    I've put the seed in you    shed.
Plant it on the top of the  mountain. Something good    will definitely happen.
See you."
B7,bank_B7.asm,Text_14C_Dialog_HardheartedCustomerWanderingHawkerHawker,B7D76A,1579,102,204,True,"You are a hardhearted       customer.I'm a wandering    hawker.
This hawker is very sad.    Good-bye."
B7,bank_B7.asm,Text_14D_Shop_PeddlerWindSeedTreeGrows,B7D836,1593,249,498,False,"I'm a peddler of the wind.  This is the seed of a tree  that grows money.
Plant it in the ground:     you'll be surprised.Mister: you're buying something
good. It's only <CTRL_B4><CTRL_B2><CTRL_B2><CTRL_B2><CTRL_B2>G.
 Buy it                      Not buy it                   Money <CTRL_FFFC>hk<CTRL_B2>G<CHOICE_OR_WAIT>c"
B7,bank_B7.asm,Text_14E_Dialog_NowPlantedMisterLookForward,B7DA28,1626,63,126,True,Now:I've planted it.        Mister:look forward to      today.
B7,bank_B7.asm,Text_14F_Dialog_SureGuaranteeRegretRestLife,B7DAA6,1635,83,166,True,Are you sure? I guarantee   that you will regret this   for the rest of your life.
B7,bank_B7.asm,Text_150_Weather_ToughWeatherGloomy,B7DB4C,1647,47,94,True,Hey: it's tough when the    weather is gloomy.
B7,bank_B7.asm,Text_151_Dialog_BusyBusy,B7DBAA,1654,16,32,True,I'm busy: busy.
B7,bank_B7.asm,Text_152_Dialog_WayBackConnectedWorldBelow,B7DBCA,1657,63,126,True,It's the way back. It's     connected to the world here below.
B7,bank_B7.asm,Text_153_Dialog_GoodLordWhatsHappeningPlace,B7DC48,1666,65,130,True,Good Lord: what's happening here? Hey: Is your place    alright?
B7,bank_B7.asm,Text_154_Weather_SayHurricaneComingTomorrow,B7DCCA,1676,50,100,True,They say a hurricane is     coming here tomorrow.
B7,bank_B7.asm,Text_155_Dialog_WindBlowingHarderMakesMe,B7DD2E,1684,54,108,True,The wind is blowing harder  and that makes me scared.
B7,bank_B7.asm,Text_156_Weather_SkyLooksThreateningProbablyHave,B7DD9A,1692,83,166,True,Oh well: the sky looks      threatening. We'll probably have a hurricane tomorrow.
B7,bank_B7.asm,Text_157_Weather_KnowButGetExcitedSomething,B7DE40,1704,85,170,True,I don't know why but I get  excited when something like a hurricane comes.Don't you?
B7,bank_B7.asm,Text_158_Weather_WindBlowingHarderNowLike,B7DEEA,1716,68,136,True,The wind is blowing harder  now. I don't like           hurricanes.
B7,bank_B7.asm,Text_159_Weather_RainButHurricaneBecauseBlows,B7DF72,1726,70,140,True,Rain is OK but not          hurricane. Because it blows flowers away.
B7,bank_B7.asm,Text_15A_Weather_YoudBetterPrayGodDamage,B7DFFE,1736,81,162,True,You'd better pray to God    that there is no damage fromthe hurricane. Trust me.
B7,bank_B7.asm,Text_15B_Weather_SonHurricaneGettingNearHave,B7E0A0,1748,122,244,False,"Hey:son:the hurricane is    getting near. Have you put  your livestock in the pen?
 Sure                        I Forgot<CHOICE_OR_WAIT>c"
B7,bank_B7.asm,Text_15C_Romance_KnowEvenIfYoung,B7E194,1765,43,86,True,You know what to do even if you are young.
B7,bank_B7.asm,Text_15D_Dialog_IdiotDoingGoHomePut,B7E1EA,1772,86,172,True,"Are you an idiot? What are  you doing here? Go home and put them in the
penright now."
B7,bank_B7.asm,Text_15E_Weather_HangingAroundKnowHurricaneComing,B7E296,1784,77,154,True,What are you hanging around here for? Don't you know a  hurricane is coming?
B7,bank_B7.asm,Text_15F_Animal_HavePutLivestockPenLets,B7E330,1795,83,166,True,Have you put the livestock  in the pen? Let's lock the  doors later and go to bed.
B7,bank_B7.asm,Text_160_Dialog_ImpossibleGoOutToday,B7E3D6,1807,35,70,True,It's impossible to go out   today.
B7,bank_B7.asm,Text_161_Weather_ThankGodWasOnlySlight,B7E41C,1813,67,134,True,Thank God that there was    only slight damage from the hurricane.
B7,bank_B7.asm,Text_162_Weather_ThinkPreciousWeatherCockWas,B7E4A2,1823,57,114,True,I think the precious        weather-cock was blown away.
B7,bank_B7.asm,Text_163_Romance_GladEverybodyFine,B7E514,1832,28,56,True,I'm glad everybody is fine.
B7,bank_B7.asm,Text_164_Dialog_RanchAlright,B7E54C,1837,23,46,True,Is your ranch alright?
B7,bank_B7.asm,Text_165_Dialog_WasAwfulOursAlright,B7E57A,1841,40,80,True,That was awful. Yes: ours   is alright.
B7,bank_B7.asm,Text_166_Dialog_LetsLookAroundRanchTrouble,B7E5CA,1847,75,150,True,Let's look around the ranch.There will be trouble if thefences are broken.
B7,bank_B7.asm,Text_167_Dialog_EarthquakeLastNightRegisteredRichter,B7E660,1858,90,180,True,"The earthquake last night   registered <$00B6> on the richter scale.
The damage is not serious."
B7,bank_B7.asm,Text_168_Dialog_YoudBetterInspect,B7E714,1871,39,78,True,You'd better inspect here   and there.
B7,bank_B7.asm,Text_169_Dialog_EarthquakeNotice,B7E762,1877,48,96,True,What? An earthquake?        I didn't notice it.
B7,bank_B7.asm,Text_16A_Sign_WonderMyGrandpaDoingLot,B7E7C2,1884,127,254,True,"I wonder how my grandpa is  doing. There are a lot of   areas to collapse spots
in the mountain so I'm      worried about him."
B7,bank_B7.asm,Text_16B_Dialog_WasSurprisedRanchAlright,B7E8C0,1901,43,86,True,I was surprised.Is your     ranch alright?
B7,bank_B7.asm,Text_16C_Weather_CowsSimpleKeepOutGround,B7E916,1908,101,202,True,"Cows are simple. So don't   keep them out on the ground when it rains: snows:
and a hurricane comes."
B7,bank_B7.asm,Text_16D_Romance_SeemsChangesEverywhereCausedEarthquake,B7E9E0,1922,118,236,True,"It seems there are changes  everywhere caused by the    earthquake.
We were just talking of     going to look around."
B7,bank_B7.asm,Text_16E_Dialog_BigRockOutCollapsedEarthquake,B7EACC,1938,75,150,True,The big rock out there      collapsed by the earthquake.Did you know that?
B7,bank_B7.asm,Text_16F_Dialog_WasPrettySurprised,B7EB62,1949,39,78,True,Oh yes:I was pretty         surprised.
B7,bank_B7.asm,Text_170_Dialog_ListenGoThroughRock,B7EBB0,1955,46,92,True,Hey:listen: we can go       through the rock.
B7,bank_B7.asm,Text_171_Dialog_MightAbleGoEndRanch,B7EC0C,1962,94,188,True,"It might be able to go to   the end of the ranch faster through here.
But time still goes on."
B7,bank_B7.asm,Text_172_Animal_HaveSeenMoleScaresCows,B7ECC8,1975,106,212,True,"Have you seen a mole?It     scares the cows sometimes.  You'd better kick it
out of the fence right away."
B7,bank_B7.asm,Text_173_Dialog_Happy,B7ED9C,1990,14,28,True,I'm happy....
B7,bank_B7.asm,Text_174_Dialog_HaventThoughtAboutitYet,B7EDB8,1993,38,76,True,Well:I haven't thought aboutit yet...
B7,bank_B7.asm,Text_175_Dialog_SureMe,B7EE04,1999,21,42,True,...Are you sure? Me?
B7,bank_B7.asm,Text_176_Dialog_YoureKidding,B7EE2E,2003,18,36,True,You're kidding...
B7,bank_B7.asm,Text_177_Dialog_YesYou,B7EE52,2007,10,20,True,"Yes, You,"
B7,bank_B7.asm,Text_178_Dialog_AfraidTooEarly,B7EE66,2010,29,58,True,I'm afraid it's too early...
B7,bank_B7.asm,Text_179_Dialog_WhatYes,B7EEA0,2015,17,34,True,What? ......Yes.
B7,bank_B7.asm,Text_17A_Dialog_AllTooSuddenKnow,B7EEC2,2019,53,106,True,It's all too sudden so I    don't know what to do...
B7,bank_B7.asm,Text_17B_Dialog_TitterAlrightSay,B7EF2C,2027,28,56,True,Titter...alright. I say OK.
B7,bank_B7.asm,Text_17C_Dialog_StillTooEarly,B7EF64,2032,28,56,True,Well: It's still too early.
B7,bank_B7.asm,Text_17D_Dialog_GoodMorningDaDarlingHappy,B7EF9C,2037,64,128,True,Good morning....da-darling. Be happy together from      now on.
B7,bank_B7.asm,Text_17E_Dialog_JmClCnGo,B7F01C,2046,20,40,True, <CTRL_FFFD>jm:<CTRL_FFFC>cl<CTRL_FFFD>cn of <CTRL_FFFD>go.
B7,bank_B7.asm,Text_17F_Dialog_TooLate,B7F044,2050,19,38,True,Don't be too late.
B7,bank_B7.asm,Text_180_Dialog_ThankTroubleDarling,B7F06A,2054,37,74,True,Thank you for your trouble: darling.
B7,bank_B7.asm,Text_181_Diary_WorkHardTodayToo,B7F0B4,2060,28,56,True,Please work hard today:too.
B7,bank_B7.asm,Text_182_Dialog_GotMyBestTodayalso,B7F0EC,2065,34,68,True,I've got to do my best todayalso.
B7,bank_B7.asm,Text_183_Diary_WorkHardGiveHouseGood,B7F130,2071,48,96,True,I'll work hard to give the  house a good shine.
B7,bank_B7.asm,Text_184_Dialog_StrangeSameSkyButWind,B7F190,2078,72,144,True,It's strange. It's the same sky but the wind and the airfeel different.
B7,bank_B7.asm,Text_185_Dialog_TryMyBestMakeSomething,B7F220,2088,61,122,True,I'll try my best to make    something that will help    you.
B7,bank_B7.asm,Text_186_Dialog_TakeCareThoseToolsToo,B7F29A,2097,93,186,True,"I'll take care of those     tools too.                  .....Don't worry.
I won't break any."
B7,bank_B7.asm,Text_187_Animal_AutoMilkingYogurtMakerSpecial,B7F354,2110,97,194,True,"""Auto Milking <$0040> Yogurt-Maker: Special Version""          I wish it would be
finished by spring..."
B7,bank_B7.asm,Text_188_Dialog_TimeGoesQuicklyFeelLike,B7F416,2124,70,140,True,Time goes by really quickly.I feel like I met you only afew days ago.
B7,bank_B7.asm,Text_189_Weather_WeatherBeautifulLetsGoPicnic,B7F4A2,2134,75,150,True,The weather is beautiful.   Let's go on a picnic to the mountain top soon.
B7,bank_B7.asm,Text_18A_Dialog_LaLaLaLaLa,B7F538,2145,71,142,True,La-la-la-la-la...           The sky is blue. I somehow  feel cheerful.
B7,bank_B7.asm,Text_18B_Sign_MysteriousFlowerMountainSomedayDreaming,B7F5C6,2155,95,190,True,"That mysterious flower in   the mountain:someday I'm    dreaming of growing them
at the ranch."
B7,bank_B7.asm,Text_18C_Dialog_GoodMorningSweetheartWasSparrow,B7F684,2168,122,244,True,"Good morning: sweetheart.   There was a sparrow playing in front of our house
some minutes ago.           It was so cute."
B7,bank_B7.asm,Text_18D_Romance_WantCookDeliciousMealsEvery,B7F778,2185,53,106,True,I want to cook delicious    meals for you every day.
B7,bank_B7.asm,Text_18E_Dialog_EpMayDescendedOfaThoroughbred,B7F7E2,2193,112,224,True,"<CTRL_FFFD>ep may be the descended ofa Thoroughbred.             Don't you think so?
It has a pretty fine coat   of hair."
B7,bank_B7.asm,Text_18F_Dialog_SpringWonderful,B7F8C2,2208,25,50,True,Yes:spring is wonderful.
B7,bank_B7.asm,Text_190_Dialog_GraduallyGettingUsedLivingLonely,B7F8F4,2213,103,206,True,"Gradually I am getting used to living here. What? Am I  lonely?
Oh:come on:you are here     beside me."
B7,bank_B7.asm,Text_191_Sign_ManyKindsAnimalsMountainGive,B7F9C2,2227,87,174,True,"There are many kinds of     animals in the mountain.    Doesnt' that give you
comfort?"
B7,bank_B7.asm,Text_192_Romance_CookEvening,B7FA70,2239,37,74,True,What should I cook this     evening?
B7,bank_B7.asm,Text_193_Dialog_HoneyWork,B7FABA,2245,25,50,True,Honey: please work well.
B7,bank_B7.asm,Text_194_Dialog_SundaysRanch,B7FAEC,2250,35,70,True,There are no Sundays at     ranch.
B7,bank_B7.asm,Text_195_Dialog_WarmSuchComfortableSunday,B7FB32,2256,48,96,True,It's warm. Such a           comfortable Sunday.
B7,bank_B7.asm,Text_196_Dialog_WorkDayLike,B7FB92,2263,34,68,True,Do you work on a day like   this?
B7,bank_B7.asm,Text_197_Weather_RainingHardOutsideMightCatch,B7FBD6,2269,62,124,True,It's raining so hard        outside. You might catch    cold.
B7,bank_B7.asm,Text_198_Weather_SnowHardlyWaitforSpring,B7FC52,2278,40,80,True,"What snow, I can hardly waitfor spring."
B7,bank_B7.asm,Text_199_Dialog_QuietLikeTimeStops,B7FCA2,2284,40,80,True,It's so quiet. Just like    time stops.
B7,bank_B7.asm,Text_19A_Dialog_GoingBackMyParentsHome,B7FCF2,2290,43,86,True,"I'm going back to my        parents' home,"
B7,bank_B7.asm,Text_19B_Dialog_CamePickMeUpSorry,B7FD48,2297,41,82,True,You came to pick me up?     ......Sorry.
B7,bank_B7.asm,Text_19C_Dialog_AngryAnyMoreOnlyLittle,B7FD9A,2304,45,90,True,"I am not angry any more,    Only a little..."
B7,bank_B7.asm,Text_19D_Dialog_WaaaMissed,B7FDF4,2311,19,38,True,Waaa:I missed you.
B7,bank_B7.asm,Text_19E_Dialog_BackHonestWasSorry,B7FE1A,2315,49,98,True,OK:I'll be back. To be      honest: I was sorry.
B7,bank_B7.asm,Text_19F_Dialog_KnowGetMadatBecauseyouAlways,B7FE7C,2323,83,166,True,You don't know why I get madat you: do you? It's becauseyou always leave me alone.
B7,bank_B7.asm,Text_1A0_Dialog_DarlingShallPaintHouseBeautiful,B7FF22,2335,63,126,True,Hey:darling:shall we paint  our house in a beautiful    color?
B7,bank_B7.asm,Text_1A1_Dialog_HasBecomePrettyHouse,B7FFA0,2344,48,96,False,It has become a pretty      house.
B8,bank_B8.asm,Text_1A2_Dialog_UummmmSayUmmGuessPregnant,B88000,5,78,156,True,Well...Uummmm...say...      I...umm..                   I guess I'm pregnant.
B8,bank_B8.asm,Text_1A3_Dialog_ItllBornSomeTimeLater,B8809C,16,35,70,True,It'll be born some time     later.
B8,bank_B8.asm,Text_1A4_Dialog_ThinkNameFortheBaby,B880E2,22,38,76,True,Will you think of a name forthe baby?
B8,bank_B8.asm,Text_1A5_Dialog_FeelMyBodyBecomingLittle,B8812E,28,44,88,True,I feel my body becoming a   little heavier.
B8,bank_B8.asm,Text_1A6_Romance_WonderIfBoyorGirl,B88186,35,39,78,True,I wonder if it will be a boyor a girl.
B8,bank_B8.asm,Text_1A7_Dialog_KnowWalkAroundMuch,B881D4,41,37,74,True,I know.I won't walk around  so much.
B8,bank_B8.asm,Text_1A8_Dialog_FeelStrangeGoingHaveBaby,B8821E,47,55,110,True,I feel strange that I'm     going to have a baby soon.
B8,bank_B8.asm,Text_1A9_Dialog_GetOutMyWayGet,B8828C,55,28,56,True,"Get out of my way: get out,"
B8,bank_B8.asm,Text_1AA_Dialog_HoneyWorryGoWorkC,B882C4,60,88,176,False,"I'm OK:honey.Don't worry.   Please go to work.
 Really?                     No: no: no<CHOICE_OR_WAIT>c"
B8,bank_B8.asm,Text_1AB_Dialog_Alright,B88374,72,17,34,True,I'll do alright.
B8,bank_B8.asm,Text_1AC_Dialog_MeThank,B88396,76,28,56,True,Are you with me? Thank you.
B8,bank_B8.asm,Text_1AD_Dialog_UughUugh,B883CE,81,14,28,True,uugh..uugh...
B8,bank_B8.asm,Text_1AE_Church_MyGodBabyComing,B883EA,84,36,72,True,"Oh my God:the baby is       coming,"
B8,bank_B8.asm,Text_1AF_Dialog_FalteringFaltering,B88432,90,21,42,True,Faltering:faltering.
B8,bank_B8.asm,Text_1B0_Dialog_TakeEasy,B8845C,94,14,28,True,Take it easy.
B8,bank_B8.asm,Text_1B1_Dialog_WalkingAbout,B88478,97,24,48,True,Don't be walking about.
B8,bank_B8.asm,Text_1B2_Dialog_GuessGotOldEnoughAble,B884A8,101,74,148,True,I guess I've got to be old  enough to be able to see my great grandchild.
B8,bank_B8.asm,Text_1B3_Dialog_WaahWaah,B8853C,112,13,26,True,Waah-waah...
B8,bank_B8.asm,Text_1B4_Dialog_HoHoHoVeryHealthy,B88556,115,46,92,True,Ho-ho-ho...It's a very      healthy baby boy.
B8,bank_B8.asm,Text_1B5_Dialog_Great,B885B2,122,7,14,True,"Great,"
B8,bank_B8.asm,Text_1B6_Dialog_PhewHaventNervousYears,B885C0,124,47,94,True,Phew...I haven't been this  nervous for years.
B8,bank_B8.asm,Text_1B7_Romance_LooksLikeNinaButHas,B8861E,131,63,126,True,Yes: he looks like Nina.    Well...but he has your eyes:maybe.
B8,bank_B8.asm,Text_1B8_Animal_RemindsMeNinaWasBorn,B8869C,140,38,76,True,It reminds me of when Nina  was born.
B8,bank_B8.asm,Text_1B9_Animal_RemindsMeEveWasBorn,B886E8,146,38,76,True,It reminds me of when Eve   was born.
B8,bank_B8.asm,Text_1BA_Dialog_DarlingNameHim,B88734,152,26,52,True,Darling: please name him.
B8,bank_B8.asm,Text_1BB_Dialog_ThankHoneyHappy,B88768,157,35,70,True,Thank you: honey. I'm so    happy.
B8,bank_B8.asm,Text_1BC_Dialog_JqCmCrGsBaby,B887AE,163,41,82,True, <CTRL_FFFD>jq:<CTRL_FFFC>cm<CTRL_FFFD>cr of <CTRL_FFFD>gs.   Our baby was born.
B8,bank_B8.asm,Text_1BD_Romance_PresentGladRememberedAnniversary,B88800,170,69,138,True,What? Present? I'm so glad  that you remembered the     anniversary.
B8,bank_B8.asm,Text_1BE_Dialog_LaLaLa,B8888A,180,9,18,True,La-la-la
B8,bank_B8.asm,Text_1BF_Romance_JtCnCuGvGot,B8889C,183,44,88,True, <CTRL_FFFD>jt:<CTRL_FFFC>cn<CTRL_FFFD>cu of <CTRL_FFFD>gv.   We got married today.
B8,bank_B8.asm,Text_1C0_Dialog_Dah,B888F4,190,7,14,True,Dah...
B8,bank_B8.asm,Text_1C1_Dialog_DaDa,B88902,192,9,18,True,Da-da...
B8,bank_B8.asm,Text_1C2_Dialog_BooBoo,B88914,195,11,22,True,Boo-boo...
B8,bank_B8.asm,Text_1C3_Shop_BlueFeatherHappinessHappinessDifferent,B8892A,198,205,410,False,"This is ""Blue feather of    happiness.""Well:happiness   is different for each
one though.                 Right now: it's only <CTRL_B3><CTRL_B2><CTRL_B2><CTRL_B2>G,
 Buy it                      Don't buy it                 Money <CTRL_FFFC>ho<CTRL_B2>G<CHOICE_OR_WAIT>c"
B8,bank_B8.asm,Text_1C4_Church_GodBless,B88AC4,225,15,30,True,"God bless you,"
B8,bank_B8.asm,Text_1C5_Dialog_ConsiderManyTimesBecauseBig,B88AE2,228,76,152,True,Yes: you should consider    it many times because it a  big choice of life.
B8,bank_B8.asm,Text_1C6_Romance_SillyMarried,B88B7A,239,28,56,True,Don't be silly:I'm married.
B8,bank_B8.asm,Text_1C7_Dialog_WhoPlayingJokeYoungMan,B88BB2,244,42,84,True,Who are you playing a joke  on:young man?
B8,bank_B8.asm,Text_1C8_Dialog_Come,B88C06,251,20,40,True,"That's it, Come on,"
B8,bank_B8.asm,Text_1C9_Dialog_GivingWrongPerson,B88C2E,255,42,84,True,Hey: you are giving it to a wrong person.
B8,bank_B8.asm,Text_1CA_Romance_HaveGiveGirlLoveGirl,B88C82,262,80,160,True,You have to give it to the  girl you love: OK? To the   girl you want to marry.
B8,bank_B8.asm,Text_1CB_Dialog_WowBlueFeatherShowMe,B88D22,273,43,86,True,"Wow:the blue feather,       Show it to me."
B8,bank_B8.asm,Text_1CC_Animal_GoodMorningExcuseMeBothering,B88D78,280,244,488,True,"Good morning. Please excuse me for bothering you so     early in the morning
but have you seen Maria?    When I woke up:her bed was  empty. Oh Lord:now that
she's not here:then:where   on earth is she now? Please,Will you look for her
with me?"
B8,bank_B8.asm,Text_1CD_Romance_MariaDadWasWrongCome,B88F60,312,68,136,True,"Oh:Maria, Your dad was      wrong.Please:please come    back to me,"
B8,bank_B8.asm,Text_1CE_Romance_UsuallyQuietGirlButReason,B88FE8,322,139,278,True,"She is usually a quiet girl but...reason? ho-ho-ho:     it's her father's
fault.I'm sorry to trouble  you.But please look         for her."
B8,bank_B8.asm,Text_1CF_Romance_SeemsMariaFatherArguedOver,B890FE,341,52,104,True,It seems Maria and her      father argued over you.
B8,bank_B8.asm,Text_1D0_Sign_ThinkMariaWentUpThemountain,B89166,349,82,164,True,I think Maria went up to themountain.She said she       wanted to go there alone.
B8,bank_B8.asm,Text_1D1_Mountain_MariaGoWenttoExactlyNortheast,B8920A,361,78,156,True,Where did Maria go? She wentto...exactly northeast.     You see a pond there.
B8,bank_B8.asm,Text_1D2_Church_RushAboutPrayingWhile,B892A6,372,49,98,True,Don't rush.How about        praying for a while?
B8,bank_B8.asm,Text_1D3_Romance_GirlHaventSeenAny,B89308,380,38,76,True,Hello.A girl? No: I haven't seen any.
B8,bank_B8.asm,Text_1D4_Romance_WantTodayLookingGirl,B89354,386,64,128,True,Hi.What do you want today?  What? Are you looking for   a girl?
B8,bank_B8.asm,Text_1D5_Dialog_UummNKnowSureKnow,B893D4,395,89,178,True,"Uumm:n-no:I don't know.     I sure don't know:really.   She's not hiding behind
the bed."
B8,bank_B8.asm,Text_1D6_Dialog_SorryGoingHomeThank,B89486,408,43,86,True,I'm sorry..I'm...going home.Hey:thank you.
B8,bank_B8.asm,Text_1D7_Dialog_WhatsGoing,B894DC,415,33,66,True,What's going on here:hey:   you?
B8,bank_B8.asm,Text_1D8_Romance_HoHoHoMariaBack,B8951E,421,129,258,True,"Ho-ho-ho:Maria is in the    back room. She is my        daughter.
She does the same thing as  me. She's just a little     sulky."
B8,bank_B8.asm,Text_1D9_Dialog_Rude,B89620,439,10,20,True,"How rude,"
B8,bank_B8.asm,Text_1DA_Dialog_LikeSmellMuch,B89634,442,34,68,True,I don't like this smell so  much.
B8,bank_B8.asm,Text_1DB_Weather_HaveSeenMyWeatherCock,B89678,448,227,454,True,"Hey:have you seen my        weather-cock?               The one on the top of
my roof.                    It was blown away by the    strong wind last night.
I suppose it came here      but please let me know if   you find it."
B8,bank_B8.asm,Text_1DC_Weather_MadeWeatherCockFormyWife,B8983E,478,125,250,True,"I made that weather-cock formy wife.so it's just like a memento for Ann.
She's usually cheerful but  now she's so depressed."
